,Open,High,Low,Close,Adj Close,Volume,HM4UP,LM4DN,ISM_PMI_Actual,경상수지,상품수지,BAA,UNRATE,T10Y2YM,NEWORDER,CSUSHPINSA,PCE,LREMTTTTUSM156S,DGORDER,TWEXBMTH,UNRATENSA,TCU,INDPRO,PPIACO,RMFSL,CPIAUCSL,HOUST,HSN1F,FEDFUNDS,USSLIND,TOTALSA,UMCSENT,서울아파트매매가격지수,AMBNS,자가주거비포함지수,자가주거비,수출물가지수,EXJPUS,EXKOUS,EXCHUS,XTEXVA01CNM667S,정책금리,통화량,GACDFSA066MSFRBPHI,XTIMVA01KRM667S,KORPROINDMISMEI,KORCPIALLMINMEI,LRUNTTTTKRM156S,한국실업률,IR3TCD01KRM156N,환율평균
RMFSL,-0.5854661187624832,-0.5788602851118718,-0.6332005750437566,-0.6135838875278458,-0.6135838875278458,0.1904546563996225,0.24416501995520679,0.2487974574317798,-0.5474643153914542,-0.4665998850251121,-0.4546051552800065,0.8242293052623358,-0.04142026973367145,-0.10864062226944073,-0.3018620067362783,0.07282897679138055,-0.4384019971076584,0.7021772401208639,-0.32763155228375945,-0.11867415071783466,-0.03899313770334943,-0.17283160777404202,-0.2556027815974131,-0.5567516706564952,1.0,-0.5471144236198718,-0.10547691517196359,0.16471210839843684,0.5086955054545459,-0.8688300765015935,-0.4412049286866453,-0.44815548962982715,0.14759021487100435,-0.747918317035633,-0.6572497641997896,-0.5977923354420338,0.39077115902214243,0.09229366655479557,0.12287107785240504,0.6864291076286044,-0.683301140944478,0.5191493061659581,-0.4960327185496579,-0.56603854027481,-0.5590508787296959,-0.7874195289096375,-0.6702629615911022,-0.07501755750856537,-0.018144850820952806,0.5972899790557339,0.1263318972513918
CPIAUCSL,0.786839193906222,0.7726198436153411,0.7899836917362021,0.7689147426764322,0.7689147426764322,-0.08270714527882175,-0.3360400807477797,-0.12906375543632573,0.44930312711668285,0.5999365446696745,0.7083984662387238,-0.8004173928691525,-0.554272105840961,-0.4098409943357671,0.4438116650831263,0.6152708061612183,0.9744296264496248,-0.23807770289490388,0.6121091051513862,0.7200619027647318,-0.5455725188943853,0.25961910011552536,0.6420126185100253,0.6015021955340378,-0.5471144236198718,1.0,0.5055874136607511,0.28056041122296643,-0.25101585289175765,0.5908881182787716,0.7150240699792724,0.753863911769934,0.527364821349962,0.8924000666365653,0.9815073163373331,0.9805418353539173,-0.5843070546790511,0.3308930035594166,0.03429116172819028,-0.5057210790236677,0.9179519630689986,-0.7071864682152068,0.9775366126928364,0.5137245122774,0.5863137324502649,0.8895562431596433,0.9757965047432752,0.4135581854629615,0.24218725184335013,-0.7713393578484619,0.032708820716494724
HOUST,0.5288653660032445,0.5254839842755691,0.5266002653806823,0.5332485144359609,0.5332485144359609,-0.042307479994890165,-0.19297127531896613,-0.14105243182974664,0.2798657841947194,0.3312578361209387,0.4912918499544462,-0.46350495511808976,-0.930433194969509,-0.8155746746825404,0.5253777278894459,0.8605522912231622,0.6211474229016867,0.5565528011747082,0.7586186528937459,0.6087810203488722,-0.9223708561868612,0.6411224244770694,0.8422191109402736,0.0797081415465567,-0.10547691517196359,0.5055874136607511,1.0,0.9022315771788137,0.5611206547809549,0.3805291247948216,0.8670011568329985,0.781927325168462,0.13868101406777064,0.3584057671601381,0.4112650948574134,0.5458257857078861,-0.8354349993195446,0.807105725974962,-0.49955055248481944,0.19636530281179712,0.43133261296414194,-0.11770595663062047,0.5014563010935783,0.3199658858596176,0.10970398222893096,0.3258076249773929,0.3698595750995279,0.1331655031791527,0.06976371770880707,-0.2056185985296677,-0.49956259009301723
HSN1F,0.3409876423765238,0.3544248820963211,0.34702582304324864,0.36161845594128,0.36161845594128,-0.03344727000575548,-0.05382299307021981,-0.14088059247570286,0.1713032811398697,0.11200249007583664,0.3020054673353516,-0.23052554774781897,-0.8663844165278125,-0.8575310575598503,0.3608764273462899,0.8509057782273592,0.4440705886816373,0.7309442436173726,0.5747079673318289,0.556633020162973,-0.8590414259949046,0.5198605535780483,0.683808274406914,-0.1884157940473045,0.16471210839843684,0.28056041122296643,0.9022315771788137,1.0,0.7548151000283174,0.13115681691910655,0.6747062220213238,0.6696617306045148,0.18566953867738514,0.08835465325380043,0.16456068550492425,0.31397494735166676,-0.729329750689476,0.7829227000629235,-0.47321322876255323,0.48467219542798673,0.1658395645435897,0.008047835510573123,0.31670653893603923,0.23164362446363415,-0.12734348983715932,0.05349131981336261,0.12023444720125917,0.15343652582005532,0.11238761737723318,-0.048012460503518935,-0.47242730078138956
FEDFUNDS,0.009142000331548316,0.03194332119002632,-0.028963468335768815,0.010654534680423721,0.010654534680423721,0.06467274539818227,0.1375274767591348,0.009229574403547389,0.0644023014436344,-0.31113389976926953,-0.19887403788200061,0.22878310169675226,-0.5370050386387265,-0.6586845137647354,0.3089496798065533,0.5014304868591183,-0.0892244199245709,0.8833698580633644,0.36740094901993353,0.05799153210623869,-0.5341876845770898,0.5494358529478675,0.42318347586920857,-0.3230588027438387,0.5086955054545459,-0.25101585289175765,0.5611206547809549,0.7548151000283174,1.0,-0.16770529903872242,0.23942795205397488,0.18479453045893188,0.03116616854240674,-0.49402995620054707,-0.38975570357554695,-0.2725849779536016,-0.2960230687991891,0.46742354963471927,-0.6026831478798191,0.7861764581643456,-0.3058502749901595,0.5473020313022328,-0.2354209304705655,-0.027833524348232608,-0.22617244999367478,-0.3833595244607995,-0.4209511524610348,-0.12714601336661432,-0.07313685297292224,0.5082636655413372,-0.6007097709744146
USSLIND,0.7374785454714057,0.7269882014628404,0.7597273442543391,0.7499292681579394,0.7499292681579394,-0.1817607649768991,-0.2859501893846634,-0.25995529087850205,0.723140403914051,0.34207494812581696,0.38562793128858097,-0.8753200129304294,-0.22905816413328953,-0.14150316881664948,0.5807480796879068,0.17276184308724643,0.5263770152265106,-0.39598941240889285,0.6210743055192773,0.16337967188395985,-0.2293562959654352,0.4943789344022067,0.5441855135922609,0.6111513617263546,-0.8688300765015935,0.5908881182787716,0.3805291247948216,0.13115681691910655,-0.16770529903872242,1.0,0.6551967990740796,0.5828539780456864,-0.043338897202964584,0.6516707980458728,0.6322126123138025,0.60756380017088,-0.5641777881602523,0.08944991730625018,-0.4469694447016835,-0.4784002362746447,0.7186857618696306,-0.3278815330785682,0.523457776527501,0.656232743531125,0.6476622792372622,0.8160401774489525,0.6353490624455652,0.036353773956800985,0.027054519275489883,-0.4423212167338243,-0.44960684841392484
TOTALSA,0.7090993508235286,0.6954467408158349,0.715948434677846,0.7124376753995088,0.7124376753995088,-0.05231733136159797,-0.31298315602170984,-0.17540851648637135,0.39545566504453433,0.5088908956279923,0.6123817605392478,-0.7312281927600628,-0.833004387467219,-0.6595575047435492,0.639301564640881,0.7334113123157112,0.7629685436173929,0.21540779256084605,0.8336841677800653,0.5940238661989723,-0.8274702497382306,0.6570421508970223,0.8849788148686397,0.3650280997214193,-0.4412049286866453,0.7150240699792724,0.8670011568329985,0.6747062220213238,0.23942795205397488,0.6551967990740796,1.0,0.834867953875266,0.09288492504866142,0.6429349446053167,0.6680750540506528,0.7584159702253261,-0.8707641288004693,0.6773587287119587,-0.4515571077728815,-0.17072333709641285,0.6978992516186217,-0.29175275357470637,0.6778379051015943,0.43986048962690855,0.3676977100388893,0.6312842727580841,0.6378469356106791,0.11888715331344901,0.04661791967672363,-0.4116684116746255,-0.45294180878305423
UMCSENT,0.6917736493452392,0.6902215167388244,0.7289988837312799,0.7146685985823302,0.7146685985823302,-0.12893654104629457,-0.23944943006629843,-0.22249244129838472,0.48995378009575996,0.5106133570870781,0.6856591305112613,-0.7085754084589455,-0.7461229832877916,-0.6398623528422109,0.3707611583397768,0.785340109028697,0.8303872984430996,0.11046190201211598,0.6294222029000731,0.7715547574415371,-0.7339501441272704,0.38382872312409216,0.7174726319495643,0.18476619750344583,-0.44815548962982715,0.753863911769934,0.781927325168462,0.6696617306045148,0.18479453045893188,0.5828539780456864,0.834867953875266,1.0,0.3170749962883478,0.6842088292384374,0.7202977425930327,0.8003829173854157,-0.8550881011313168,0.6806451653391952,-0.23819508294143085,-0.08533420302054183,0.6675409844659497,-0.5626321230710006,0.7847618480955902,0.6153701158980039,0.2187501474882583,0.6365966585508767,0.6923715593032147,0.43078704123492145,0.29039083885715455,-0.6338055142475986,-0.23929997652791585
서울아파트매매가격지수,0.37569095938292485,0.3904514255046445,0.3470234816538348,0.34360278396146465,0.34360278396146465,0.037566564451503734,-0.02377543246301194,0.00016371970866732298,0.2794445736112407,0.048109038267286,0.2303877195213825,-0.14527885507310545,-0.28326859326441023,-0.36049299828618686,-0.0008472900410787927,0.5216952413783761,0.5956218389119367,0.06508126273430835,0.13906127298083082,0.6127814147935404,-0.279348437445154,-0.11577132332994015,0.1647811413480014,0.1053973953568306,0.14759021487100435,0.527364821349962,0.13868101406777064,0.18566953867738514,0.03116616854240674,-0.043338897202964584,0.09288492504866142,0.3170749962883478,1.0,0.22414535798893198,0.4478934666356486,0.42937132969160796,-0.07212935977857761,0.09168933395631822,0.29100129080274506,0.12472453194269487,0.30176828339273637,-0.4522519936098023,0.610417405695446,0.2508258405377715,0.17218171463186957,0.34646562995696667,0.44994222919311955,0.6190681000606183,0.36976226814330987,-0.412417644852969,0.2924314331175837
AMBNS,0.6622756276372486,0.645581905955842,0.6952720548385689,0.6683375875143194,0.6683375875143194,-0.15859938805495605,-0.3261859667677671,-0.17366720195214697,0.3749502914541469,0.7052631196794182,0.7580670625442378,-0.8063346010742057,-0.3611807293372387,-0.1452010118197663,0.2705756099697489,0.38667375768564066,0.8338584665628743,-0.4757211962895243,0.4374586595138985,0.6030805054028404,-0.35397477466517885,0.10678688882569017,0.4671810269464051,0.5218299015950818,-0.747918317035633,0.8924000666365653,0.3584057671601381,0.08835465325380043,-0.49402995620054707,0.6516707980458728,0.6429349446053167,0.6842088292384374,0.22414535798893198,1.0,0.9451896167597655,0.9355366368931083,-0.5814525878063739,0.2841938403753278,0.11645697413406338,-0.6879016308742559,0.8757083849449241,-0.7977665232795523,0.8748299526320195,0.5039053582878805,0.4744121551262177,0.8580545785103032,0.941946192753516,0.3725583740456609,0.2232264028982316,-0.8505248748010067,0.11419835843589803
자가주거비포함지수,0.7556732547609226,0.7426878643376241,0.7720913957569714,0.7492092212148149,0.7492092212148149,-0.11685407955903915,-0.33215362153029987,-0.15184191845416578,0.4260285043357253,0.6422100798916939,0.7296273322537242,-0.8301857446299793,-0.4421685959721703,-0.30354642359884315,0.3692467035326954,0.49642613545567876,0.936750334141016,-0.38394673437758575,0.5272144740872465,0.6842000951710215,-0.43347822916048695,0.17047252821322212,0.5466907365896779,0.5941497645585306,-0.6572497641997896,0.9815073163373331,0.4112650948574134,0.16456068550492425,-0.38975570357554695,0.6322126123138025,0.6680750540506528,0.7202977425930327,0.4478934666356486,0.9451896167597655,1.0,0.9835089932099752,-0.5522893703519163,0.2500587062509263,0.11375644068291241,-0.5989975866211045,0.9238463863734109,-0.7752099913783522,0.964175993453293,0.5124939151470235,0.5698010192591976,0.9179210489519112,0.9985997382011168,0.4079976190564835,0.25101855613456875,-0.8360609344201313,0.11184599557470357
자가주거비,0.7532831890159731,0.739986804830716,0.7705670490526972,0.7492369513758187,0.7492369513758187,-0.11520280490162921,-0.3334493005260842,-0.15756864697983972,0.38948373492023314,0.6698621392822002,0.7757191150407527,-0.8199713549045345,-0.5778831573191123,-0.42032971941289665,0.38300130984013836,0.6158304085930627,0.9665639503073219,-0.24312388979436791,0.5806706277631548,0.7650552767390398,-0.5688687153022475,0.228388068098275,0.627443427650231,0.5059348174418398,-0.5977923354420338,0.9805418353539173,0.5458257857078861,0.31397494735166676,-0.2725849779536016,0.60756380017088,0.7584159702253261,0.8003829173854157,0.42937132969160796,0.9355366368931083,0.9835089932099752,1.0,-0.6627893730168458,0.39787637537306003,0.06062479917688645,-0.5043271937779283,0.9033873639977553,-0.7547608333504529,0.9738825271680907,0.4980935266112713,0.48360651708464575,0.8728183664787225,0.9725978614107559,0.40953011603277406,0.24270518471107275,-0.8183809616436818,0.05880050115020326
수출물가지수,-0.5979567461268642,-0.5930986739464861,-0.6398311331290268,-0.628392750206451,-0.628392750206451,0.12447794600257803,0.2417139313874685,0.2305180001605842,-0.35483600407054794,-0.4642635418681618,-0.6218919047114849,0.6613124553040616,0.7597359069771612,0.638357261292048,-0.36428508348142996,-0.7337215223885336,-0.6760977388915133,-0.21975642765242606,-0.6459121052759423,-0.6314046137688415,0.7517380362029932,-0.47025361254571335,-0.7263270489550786,-0.05682666940758112,0.39077115902214243,-0.5843070546790511,-0.8354349993195446,-0.729329750689476,-0.2960230687991891,-0.5641777881602523,-0.8707641288004693,-0.8550881011313168,-0.07212935977857761,-0.5814525878063739,-0.5522893703519163,-0.6627893730168458,1.0,-0.7052384695920829,0.453140183441248,-0.0008060725879640006,-0.5350246804712364,0.3839837996271196,-0.6113862878652102,-0.44600399413153263,-0.08455530167215908,-0.49455152205843994,-0.5162673571197631,-0.2778435093541163,-0.1699204693383869,0.47948071377578855,0.454338788841035
EXJPUS,0.2535583826944377,0.24267775221572402,0.2587299271243292,0.255169931434524,0.255169931434524,0.04272675962510932,-0.16097669011712296,-0.057938345691483796,0.08228822224543547,0.33884528334468467,0.4755644875814545,-0.1586451267038683,-0.832513245938923,-0.603131625524018,0.1988555072088613,0.8013446293944778,0.46875737855145927,0.5782849580726439,0.4586590218372513,0.6385511730937494,-0.8240178943115455,0.3750410583753038,0.6257414576561126,-0.1929045114881221,0.09229366655479557,0.3308930035594166,0.807105725974962,0.7829227000629235,0.46742354963471927,0.08944991730625018,0.6773587287119587,0.6806451653391952,0.09168933395631822,0.2841938403753278,0.2500587062509263,0.39787637537306003,-0.7052384695920829,1.0,-0.2613706359688001,0.2500001413866448,0.23975336577262946,-0.17212240764746858,0.37392725206064464,0.19366399564926973,-0.20210328575310912,0.08059490115230852,0.20509740962734674,0.25209104426326884,0.14534436612174775,-0.21018687734612596,-0.2611620680914605
EXKOUS,-0.39630150486864973,-0.3947305705291686,-0.38900324849049306,-0.4010738069640726,-0.4010738069640726,-0.04290617957927024,0.11904889690663577,0.14721105230244563,-0.48556273750056067,0.19947473469341928,0.1298541434309879,0.28476082834309685,0.365819258835949,0.3083817945291757,-0.6380788631737722,-0.24280293598189134,0.005978609782627094,-0.388040660816238,-0.6301813000750085,0.2633599351924788,0.3696580261242586,-0.7831440733798946,-0.5722043359491651,-0.2605990263696888,0.12287107785240504,0.03429116172819028,-0.49955055248481944,-0.47321322876255323,-0.6026831478798191,-0.4469694447016835,-0.4515571077728815,-0.23819508294143085,0.29100129080274506,0.11645697413406338,0.11375644068291241,0.06062479917688645,0.453140183441248,-0.2613706359688001,1.0,-0.19335407623584847,-0.0910173969297275,-0.4804862964200035,0.1272739399673109,-0.31437223184709895,-0.33458969592342125,-0.0859199027555869,0.12818452285990603,0.29942826399339595,0.18719528741979002,-0.35674741625176876,0.9998897726119258
EXCHUS,-0.3492661283674615,-0.31798396364581333,-0.35621460534655797,-0.32636591010232385,-0.32636591010232385,0.05307420300470258,0.2684272111058421,-0.03088803576581267,-0.14792867859930675,-0.44339049715451423,-0.3328959769723681,0.5169582273770916,-0.1990710755259653,-0.37232186874648754,-0.22902361840850333,0.26321663804864887,-0.32407540137843405,0.7491937282999386,-0.13948326548378423,0.05439557589645654,-0.20119722743329937,0.03282816907509534,-0.07989455146717285,-0.6960839678949213,0.6864291076286044,-0.5057210790236677,0.19636530281179712,0.48467219542798673,0.7861764581643456,-0.4784002362746447,-0.17072333709641285,-0.08533420302054183,0.12472453194269487,-0.6879016308742559,-0.5989975866211045,-0.5043271937779283,-0.0008060725879640006,0.2500001413866448,-0.19335407623584847,1.0,-0.6454121850533883,0.4223390209683113,-0.4027334798556208,-0.15726331779347882,-0.5975635118032665,-0.6145573447552684,-0.6231976605341405,0.04884949511324117,0.012224116966930957,0.46625752890817507,-0.19119254978158265
XTEXVA01CNM667S,0.792816697501781,0.7694566928338642,0.7827991349879596,0.7651045180664047,0.7651045180664047,-0.0855086938173428,-0.3689688043169416,-0.09941908033259636,0.5040851296724571,0.5677090047672845,0.6080004860382907,-0.8360074445746005,-0.44871969840622916,-0.28843709207510193,0.5654593042905414,0.4344139630385549,0.8527488084141622,-0.33659733800404484,0.6587229276135401,0.5060386178078534,-0.43893415784848455,0.389465986029811,0.6619721610691126,0.7257453079450148,-0.683301140944478,0.9179519630689986,0.43133261296414194,0.1658395645435897,-0.3058502749901595,0.7186857618696306,0.6978992516186217,0.6675409844659497,0.30176828339273637,0.8757083849449241,0.9238463863734109,0.9033873639977553,-0.5350246804712364,0.23975336577262946,-0.0910173969297275,-0.6454121850533883,1.0,-0.5679752728273217,0.855350087844922,0.4993169018970452,0.7140154225690816,0.9034079039632221,0.9243760849225726,0.21924683471358156,0.16647438752944613,-0.6544805963226826,-0.09347907624480557
정책금리,-0.3959419154834771,-0.3967758240155515,-0.4639434134128332,-0.427980831265981,-0.427980831265981,0.19883841622622844,0.1644174078411477,0.2032785488879532,-0.23712482761338885,-0.5978401303960811,-0.7100760976889211,0.5493743362681494,0.11927075032494382,0.041024272016666155,0.24458985689460405,-0.31852578491737554,-0.6984901222608587,0.52149721187251,0.011117331392162593,-0.701627454264231,0.11198417334354879,0.37970113100704284,-0.0517548057136838,-0.10236525796640335,0.5191493061659581,-0.7071864682152068,-0.11770595663062047,0.008047835510573123,0.5473020313022328,-0.3278815330785682,-0.29175275357470637,-0.5626321230710006,-0.4522519936098023,-0.7977665232795523,-0.7752099913783522,-0.7547608333504529,0.3839837996271196,-0.17212240764746858,-0.4804862964200035,0.4223390209683113,-0.5679752728273217,1.0,-0.7958718761425482,-0.45506499249083604,-0.07513644521536472,-0.6353164498602469,-0.7752386473220169,-0.6584581075487356,-0.3968639255231917,0.9788298259093959,-0.478835546944365
통화량,0.7422955455501706,0.7352483757956687,0.7573826452300122,0.7362749994491675,0.7362749994491675,-0.10805809501758146,-0.2898970799947058,-0.1546774097124912,0.41996358982655885,0.6070188732115899,0.7469780309367109,-0.7541835792459832,-0.5579183474752256,-0.4395241484529359,0.303072736739223,0.6627204206867637,0.985108278945572,-0.21320816214934438,0.5218837937986619,0.8227366043817013,-0.5484567447040479,0.15144690490581172,0.5734861632139515,0.4411574605443296,-0.4960327185496579,0.9775366126928364,0.5014563010935783,0.31670653893603923,-0.2354209304705655,0.523457776527501,0.6778379051015943,0.7847618480955902,0.610417405695446,0.8748299526320195,0.964175993453293,0.9738825271680907,-0.6113862878652102,0.37392725206064464,0.1272739399673109,-0.4027334798556208,0.855350087844922,-0.7958718761425482,1.0,0.5147590705797106,0.4393077880318192,0.8442637676665735,0.9550987600987745,0.5321743154436622,0.3195873333907316,-0.8409222204585822,0.12590180241128274
GACDFSA066MSFRBPHI,0.6454280681256266,0.671398628355863,0.7165656602566184,0.7042675460808004,0.7042675460808004,-0.14197559404122706,-0.11103454448880781,-0.3880104175781544,0.8191499877676112,0.20217779268708885,0.3553127191807036,-0.6432400889545684,-0.2138970061697097,-0.11897272580221033,0.24843358018343023,0.3467230027247415,0.511471860370803,-0.24563406205211816,0.3867082408614551,0.28791823319314774,-0.21340060513606493,0.20823576347581138,0.35463422139821793,0.34239576881048317,-0.56603854027481,0.5137245122774,0.3199658858596176,0.23164362446363415,-0.027833524348232608,0.656232743531125,0.43986048962690855,0.6153701158980039,0.2508258405377715,0.5039053582878805,0.5124939151470235,0.4980935266112713,-0.44600399413153263,0.19366399564926973,-0.31437223184709895,-0.15726331779347882,0.4993169018970452,-0.45506499249083604,0.5147590705797106,1.0,0.42271147247602336,0.6143698566642068,0.5124275543069273,0.39553779704206754,0.23711088268395328,-0.5096803843426835,-0.315357418016915
XTIMVA01KRM667S,0.6870954739390229,0.6697683518426614,0.640735283194263,0.6364050653559666,0.6364050653559666,0.03446660953692915,-0.28760258853526605,-0.04442048233056264,0.5984667880865141,0.13083037424189797,0.1108185037739521,-0.6263135637200835,-0.1101640041913324,-0.013803954050490543,0.743592612155812,0.05628902730360984,0.45543055225105256,-0.3510560024552104,0.6211019184591104,-0.06864817288632676,-0.10673682219092581,0.523768126104138,0.5029788628126934,0.9604102293498269,-0.5590508787296959,0.5863137324502649,0.10970398222893096,-0.12734348983715932,-0.22617244999367478,0.6476622792372622,0.3676977100388893,0.2187501474882583,0.17218171463186957,0.4744121551262177,0.5698010192591976,0.48360651708464575,-0.08455530167215908,-0.20210328575310912,-0.33458969592342125,-0.5975635118032665,0.7140154225690816,-0.07513644521536472,0.4393077880318192,0.42271147247602336,1.0,0.7262648019599981,0.5923279111362789,-0.12566008462114203,-0.07934325667036837,-0.17161249258286893,-0.3360385243823315
KORPROINDMISMEI,0.8372892312198587,0.8257820211454661,0.8454462482925245,0.8304663069627629,0.8304663069627629,-0.12491495218364405,-0.35423859244809397,-0.20339958367244576,0.6271291726293107,0.5158001892348069,0.5884086286384032,-0.8993624284813658,-0.29524414156162665,-0.1719564340422258,0.4793567995123962,0.3314974156460994,0.8164172238381499,-0.48713776760582894,0.5727874808616221,0.4574772137228211,-0.29281987434261564,0.27855066741708173,0.5236246320952367,0.7084137773348654,-0.7874195289096375,0.8895562431596433,0.3258076249773929,0.05349131981336261,-0.3833595244607995,0.8160401774489525,0.6312842727580841,0.6365966585508767,0.34646562995696667,0.8580545785103032,0.9179210489519112,0.8728183664787225,-0.49455152205843994,0.08059490115230852,-0.0859199027555869,-0.6145573447552684,0.9034079039632221,-0.6353164498602469,0.8442637676665735,0.6143698566642068,0.7262648019599981,1.0,0.9252035334803036,0.2781051450221266,0.1548327567019361,-0.7250692389375867,-0.08844258234455685
KORCPIALLMINMEI,0.7517093531014925,0.7387699439354153,0.7674577408229292,0.744283104416231,0.744283104416231,-0.11708107010162516,-0.3302405682229611,-0.148039343281694,0.43339124160362713,0.6302089841749724,0.7113125742883201,-0.8279135259400763,-0.40036594127216313,-0.26828700714578985,0.36440193635009394,0.458486752446294,0.9221834163322413,-0.4220128320013558,0.5092484417902311,0.6559190428753964,-0.39183035989082887,0.15361899696700956,0.5205317113348326,0.6171809151261599,-0.6702629615911022,0.9757965047432752,0.3698595750995279,0.12023444720125917,-0.4209511524610348,0.6353490624455652,0.6378469356106791,0.6923715593032147,0.44994222919311955,0.941946192753516,0.9985997382011168,0.9725978614107559,-0.5162673571197631,0.20509740962734674,0.12818452285990603,-0.6231976605341405,0.9243760849225726,-0.7752386473220169,0.9550987600987745,0.5124275543069273,0.5923279111362789,0.9252035334803036,1.0,0.4035797823277336,0.2512282686850082,-0.8349665363165859,0.12626317223062636
LRUNTTTTKRM156S,0.21501075137817538,0.23279308854116018,0.26451312603390476,0.24785827548735248,0.24785827548735248,-0.07581034642892252,-0.04197687233294023,-0.19092736751751047,0.22035450310958202,0.16535133078566902,0.3455865355309409,-0.1806172198540433,-0.16994479608900195,-0.14009714932510348,-0.32116531630254547,0.40282862049724655,0.48361814233317896,-0.11839525150778485,-0.052799286568972904,0.6072512069014806,-0.14549125763448742,-0.31739965614627025,0.012384504097068294,-0.14332002529361879,-0.07501755750856537,0.4135581854629615,0.1331655031791527,0.15343652582005532,-0.12714601336661432,0.036353773956800985,0.11888715331344901,0.43078704123492145,0.6190681000606183,0.3725583740456609,0.4079976190564835,0.40953011603277406,-0.2778435093541163,0.25209104426326884,0.29942826399339595,0.04884949511324117,0.21924683471358156,-0.6584581075487356,0.5321743154436622,0.39553779704206754,-0.12566008462114203,0.2781051450221266,0.4035797823277336,1.0,0.6944262093215285,-0.6067137307576936,0.299071082892077
한국실업률,0.1104979885405644,0.12412877195296068,0.16185740016788266,0.1508501433882706,0.1508501433882706,-0.06548571579287171,-0.03492221482567283,-0.11563228564465475,0.10578500484715157,-0.09654007901361412,0.07089438861342535,-0.09711182310448242,-0.09940762401421738,-0.05965170029532055,-0.19968372305905482,0.2060013887831388,0.28529013685195787,-0.06274012176350068,-0.04094076403283222,0.3703653850687291,-0.024606819521451176,-0.20205137802721515,-0.003401938739200882,-0.09966638845575207,-0.018144850820952806,0.24218725184335013,0.06976371770880707,0.11238761737723318,-0.07313685297292224,0.027054519275489883,0.04661791967672363,0.29039083885715455,0.36976226814330987,0.2232264028982316,0.25101855613456875,0.24270518471107275,-0.1699204693383869,0.14534436612174775,0.18719528741979002,0.012224116966930957,0.16647438752944613,-0.3968639255231917,0.3195873333907316,0.23711088268395328,-0.07934325667036837,0.1548327567019361,0.2512282686850082,0.6944262093215285,1.0,-0.3672922110145942,0.1877378711865382
IR3TCD01KRM156N,-0.5012607711206873,-0.5026250894606858,-0.5773758565323819,-0.5429550034458515,-0.5429550034458515,0.19457444774835167,0.20293104330030484,0.23776849412935178,-0.30562931811594196,-0.6242828376696583,-0.7455076223067598,0.6606514514042516,0.18918122119811023,0.10773878007327008,0.11884862956430824,-0.3605773844016141,-0.7575038474546506,0.5138622691973184,-0.1123080400546009,-0.6985677745720742,0.1807957387612658,0.25543039478285295,-0.1664062593691923,-0.19958539468195255,0.5972899790557339,-0.7713393578484619,-0.2056185985296677,-0.048012460503518935,0.5082636655413372,-0.4423212167338243,-0.4116684116746255,-0.6338055142475986,-0.412417644852969,-0.8505248748010067,-0.8360609344201313,-0.8183809616436818,0.47948071377578855,-0.21018687734612596,-0.35674741625176876,0.46625752890817507,-0.6544805963226826,0.9788298259093959,-0.8409222204585822,-0.5096803843426835,-0.17161249258286893,-0.7250692389375867,-0.8349665363165859,-0.6067137307576936,-0.3672922110145942,1.0,-0.35500813897111033
환율평균,-0.3975173950933065,-0.3956215182176781,-0.3900148832541737,-0.4017995831423661,-0.4017995831423661,-0.042399751038451845,0.12075086306258022,0.14809692591580584,-0.4867867914454965,0.19784587763539516,0.1287354183125086,0.28724321869584074,0.36564602303176136,0.30741396719360603,-0.638608673216843,-0.24230027600814572,0.00483276178547526,-0.38569753381884553,-0.6310892782027763,0.2628605600230238,0.3695431522967192,-0.7837969963725543,-0.5731263187111911,-0.26218675367361355,0.1263318972513918,0.032708820716494724,-0.49956259009301723,-0.47242730078138956,-0.6007097709744146,-0.44960684841392484,-0.45294180878305423,-0.23929997652791585,0.2924314331175837,0.11419835843589803,0.11184599557470357,0.05880050115020326,0.454338788841035,-0.2611620680914605,0.9998897726119258,-0.19119254978158265,-0.09347907624480557,-0.478835546944365,0.12590180241128274,-0.315357418016915,-0.3360385243823315,-0.08844258234455685,0.12626317223062636,0.299071082892077,0.1877378711865382,-0.35500813897111033,1.0
