feature,score
"['Volume', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.926020991
"['경상수지', 'TCU', 'KORCPIALLMINMEI']",-1.926752863
"['PCE', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.927076627
"['CPIAUCSL', 'UMCSENT', '환율평균']",-1.927127009
"['UNRATE', 'AMBNS', 'EXKOUS']",-1.927627509
"['NEWORDER', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.927630257
"['ISM_PMI_Actual', 'TWEXBMTH', 'XTIMVA01KRM667S']",-1.927782118
"['ISM_PMI_Actual', '통화량', '환율평균']",-1.927885881
"['BAA', 'UNRATENSA', 'FEDFUNDS']",-1.927973536
"['상품수지', 'UMCSENT', 'XTIMVA01KRM667S']",-1.928610282
"['DGORDER', 'TCU', 'TOTALSA']",-1.928699813
"['Volume', 'INDPRO', 'UMCSENT']",-1.928789891
"['ISM_PMI_Actual', 'TCU', 'XTIMVA01KRM667S']",-1.928909117
"['경상수지', 'TOTALSA', 'XTIMVA01KRM667S']",-1.929248371
"['UMCSENT', '수출물가지수', 'XTIMVA01KRM667S']",-1.92985282
"['INDPRO', '서울아파트매매가격지수', '수출물가지수']",-1.929963656
"['경상수지', 'TCU', 'LRUNTTTTKRM156S']",-1.930087443
"['UMCSENT', '수출물가지수', 'KORCPIALLMINMEI']",-1.930284957
"['BAA', 'KORPROINDMISMEI', '환율평균']",-1.930463567
"['ISM_PMI_Actual', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",-1.930495539
"['Volume', 'PCE', 'TCU']",-1.930542448
"['Volume', '통화량', 'GACDFSA066MSFRBPHI']",-1.930576904
"['NEWORDER', '수출물가지수', 'XTIMVA01KRM667S']",-1.930986558
"['TCU', 'HSN1F', 'KORCPIALLMINMEI']",-1.931022297
"['수출물가지수', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",-1.931220936
"['GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-1.931331337
"['상품수지', 'GACDFSA066MSFRBPHI', '한국실업률']",-1.931532099
"['NEWORDER', 'PCE', 'UMCSENT']",-1.931782623
"['ISM_PMI_Actual', 'PCE', 'XTEXVA01CNM667S']",-1.931862777
"['BAA', 'FEDFUNDS', 'TOTALSA']",-1.932131039
"['AMBNS', 'IR3TCD01KRM156N', '환율평균']",-1.932362722
"['CSUSHPINSA', 'EXKOUS', '환율평균']",-1.932392864
"['ISM_PMI_Actual', '상품수지', '수출물가지수']",-1.932404093
"['PPIACO', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.932410523
"['ISM_PMI_Actual', 'HSN1F', '자가주거비']",-1.932534472
"['TOTALSA', 'EXJPUS', 'KORPROINDMISMEI']",-1.932604299
"['경상수지', '자가주거비포함지수', '환율평균']",-1.932902091
"['경상수지', 'BAA', 'LRUNTTTTKRM156S']",-1.932914538
"['PCE', 'CPIAUCSL', '환율평균']",-1.933193343
"['TWEXBMTH', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.933684757
"['ISM_PMI_Actual', 'UMCSENT', 'KORCPIALLMINMEI']",-1.933912071
"['TWEXBMTH', '서울아파트매매가격지수', '자가주거비포함지수']",-1.934386676
"['경상수지', '상품수지', 'EXKOUS']",-1.934421343
"['CPIAUCSL', '통화량', '환율평균']",-1.934452367
"['BAA', 'TCU', 'AMBNS']",-1.934679961
"['BAA', 'HSN1F', 'EXKOUS']",-1.934795146
"['상품수지', 'PPIACO', 'UMCSENT']",-1.93485216
"['TOTALSA', 'AMBNS', 'EXKOUS']",-1.935164527
"['PCE', 'TOTALSA', 'GACDFSA066MSFRBPHI']",-1.936001436
"['ISM_PMI_Actual', 'KORCPIALLMINMEI', '환율평균']",-1.936063273
"['ISM_PMI_Actual', 'CPIAUCSL', '수출물가지수']",-1.936230234
"['ISM_PMI_Actual', 'BAA', 'EXJPUS']",-1.936509809
"['ISM_PMI_Actual', 'FEDFUNDS', 'KORCPIALLMINMEI']",-1.93688562
"['HSN1F', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.936905618
"['INDPRO', '수출물가지수', 'KORPROINDMISMEI']",-1.936917291
"['NEWORDER', 'UMCSENT', '통화량']",-1.93693947
"['PCE', 'EXJPUS', 'EXKOUS']",-1.936991617
"['UNRATE', 'TCU', '환율평균']",-1.937277832
"['DGORDER', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.937403271
"['UNRATE', 'TCU', 'CPIAUCSL']",-1.937664053
"['FEDFUNDS', '수출물가지수', 'KORPROINDMISMEI']",-1.937812299
"['UNRATE', 'TWEXBMTH', 'EXKOUS']",-1.938013609
"['TWEXBMTH', '서울아파트매매가격지수', '통화량']",-1.938344593
"['TCU', 'TOTALSA', 'XTIMVA01KRM667S']",-1.938524041
"['BAA', 'HSN1F', 'XTEXVA01CNM667S']",-1.938664258
"['상품수지', 'NEWORDER', '수출물가지수']",-1.938779696
"['PPIACO', '정책금리', 'XTIMVA01KRM667S']",-1.938807082
"['ISM_PMI_Actual', 'NEWORDER', 'XTIMVA01KRM667S']",-1.938878593
"['NEWORDER', 'EXKOUS', 'KORCPIALLMINMEI']",-1.939256634
"['ISM_PMI_Actual', 'UMCSENT', '자가주거비']",-1.939409665
"['자가주거비', 'EXKOUS', 'XTIMVA01KRM667S']",-1.93977603
"['HSN1F', 'KORPROINDMISMEI', '환율평균']",-1.939782584
"['PCE', 'RMFSL', 'EXKOUS']",-1.939804177
"['ISM_PMI_Actual', 'PCE', 'UMCSENT']",-1.939823401
"['LREMTTTTUSM156S', 'TOTALSA', 'XTIMVA01KRM667S']",-1.940003937
"['ISM_PMI_Actual', 'PPIACO', '수출물가지수']",-1.940184962
"['ISM_PMI_Actual', '상품수지', 'PCE']",-1.940202606
"['ISM_PMI_Actual', '경상수지', 'TOTALSA']",-1.94050997
"['INDPRO', 'EXKOUS', '정책금리']",-1.940590475
"['UNRATE', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.940612306
"['ISM_PMI_Actual', 'UMCSENT', 'EXKOUS']",-1.940716477
"['HOUST', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.940730041
"['TCU', '수출물가지수', 'EXKOUS']",-1.940748807
"['ISM_PMI_Actual', '자가주거비포함지수', '자가주거비']",-1.940978765
"['상품수지', 'BAA', 'EXJPUS']",-1.941000404
"['LREMTTTTUSM156S', 'UMCSENT', '환율평균']",-1.941526001
"['Volume', 'ISM_PMI_Actual', 'NEWORDER']",-1.941596607
"['TCU', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.941761139
"['NEWORDER', 'UMCSENT', '자가주거비']",-1.942230526
"['ISM_PMI_Actual', 'HOUST', 'XTEXVA01CNM667S']",-1.942522807
"['UNRATE', 'PCE', 'GACDFSA066MSFRBPHI']",-1.942810634
"['ISM_PMI_Actual', 'DGORDER', 'TCU']",-1.94284525
"['ISM_PMI_Actual', 'BAA', 'UMCSENT']",-1.942972908
"['UNRATENSA', 'UMCSENT', 'KORCPIALLMINMEI']",-1.943111734
"['UNRATENSA', 'UMCSENT', 'KORPROINDMISMEI']",-1.943120989
"['TCU', '정책금리', '환율평균']",-1.943239222
"['ISM_PMI_Actual', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-1.94324191
"['상품수지', 'PCE', 'GACDFSA066MSFRBPHI']",-1.943384066
"['TWEXBMTH', '통화량', 'GACDFSA066MSFRBPHI']",-1.943570074
"['ISM_PMI_Actual', 'NEWORDER', 'GACDFSA066MSFRBPHI']",-1.943826313
"['ISM_PMI_Actual', 'PPIACO', 'IR3TCD01KRM156N']",-1.943959038
"['BAA', 'EXJPUS', 'XTIMVA01KRM667S']",-1.944083919
"['PPIACO', '수출물가지수', 'XTIMVA01KRM667S']",-1.944413893
"['UNRATENSA', 'UMCSENT', '자가주거비포함지수']",-1.94445986
"['TCU', 'HOUST', 'UMCSENT']",-1.944585492
"['NEWORDER', '서울아파트매매가격지수', 'XTEXVA01CNM667S']",-1.944602135
"['수출물가지수', '정책금리', 'KORPROINDMISMEI']",-1.944795363
"['UNRATE', '통화량', 'GACDFSA066MSFRBPHI']",-1.945261673
"['Volume', 'UMCSENT', '자가주거비포함지수']",-1.945277164
"['PPIACO', 'TOTALSA', '정책금리']",-1.945717092
"['UMCSENT', '한국실업률', '환율평균']",-1.945959127
"['BAA', 'T10Y2YM', 'KORPROINDMISMEI']",-1.946326769
"['상품수지', 'DGORDER', 'TOTALSA']",-1.947077466
"['TOTALSA', '정책금리', 'GACDFSA066MSFRBPHI']",-1.947138214
"['ISM_PMI_Actual', 'BAA', '정책금리']",-1.947342385
"['수출물가지수', 'KORPROINDMISMEI', '환율평균']",-1.947479117
"['TWEXBMTH', 'UNRATENSA', 'EXKOUS']",-1.947548078
"['ISM_PMI_Actual', 'NEWORDER', 'TCU']",-1.947690811
"['ISM_PMI_Actual', '상품수지', 'NEWORDER']",-1.94818725
"['AMBNS', 'EXKOUS', 'IR3TCD01KRM156N']",-1.948402637
"['UMCSENT', '수출물가지수', 'XTEXVA01CNM667S']",-1.948500844
"['Volume', 'BAA', 'TCU']",-1.948603954
"['정책금리', 'XTIMVA01KRM667S', '환율평균']",-1.948730557
"['상품수지', 'HOUST', 'UMCSENT']",-1.948950689
"['정책금리', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",-1.949214356
"['통화량', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",-1.949217511
"['HSN1F', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.949612482
"['ISM_PMI_Actual', 'PCE', 'HSN1F']",-1.94985919
"['ISM_PMI_Actual', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",-1.949877585
"['BAA', 'TCU', 'PPIACO']",-1.950028373
"['RMFSL', '자가주거비', 'EXKOUS']",-1.950209193
"['ISM_PMI_Actual', '경상수지', '자가주거비포함지수']",-1.950385439
"['NEWORDER', '자가주거비포함지수', 'LRUNTTTTKRM156S']",-1.950387302
"['DGORDER', 'XTEXVA01CNM667S', '한국실업률']",-1.950542682
"['Volume', 'UMCSENT', '정책금리']",-1.950580951
"['BAA', 'USSLIND', '통화량']",-1.95062545
"['BAA', 'AMBNS', '한국실업률']",-1.950817338
"['DGORDER', 'INDPRO', 'TOTALSA']",-1.9508629
"['TCU', '자가주거비', '한국실업률']",-1.950871588
"['BAA', 'T10Y2YM', '정책금리']",-1.950989498
"['BAA', 'TCU', 'XTEXVA01CNM667S']",-1.951003313
"['ISM_PMI_Actual', 'PCE', '자가주거비포함지수']",-1.951153528
"['NEWORDER', 'UMCSENT', '정책금리']",-1.951320799
"['CSUSHPINSA', 'TCU', '자가주거비포함지수']",-1.951518857
"['수출물가지수', '정책금리', '환율평균']",-1.951689042
"['자가주거비', '한국실업률', '환율평균']",-1.951721897
"['TCU', 'HSN1F', 'TOTALSA']",-1.951832588
"['BAA', 'PCE', 'XTEXVA01CNM667S']",-1.95248263
"['USSLIND', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",-1.952613853
"['DGORDER', 'KORPROINDMISMEI', '한국실업률']",-1.95276397
"['Volume', 'TCU', 'KORCPIALLMINMEI']",-1.952951225
"['INDPRO', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",-1.953068118
"['LREMTTTTUSM156S', 'IR3TCD01KRM156N', '환율평균']",-1.953152902
"['TCU', 'CPIAUCSL', '자가주거비포함지수']",-1.953227715
"['경상수지', 'EXKOUS', 'IR3TCD01KRM156N']",-1.953462737
"['LREMTTTTUSM156S', '수출물가지수', '환율평균']",-1.953507864
"['ISM_PMI_Actual', 'PCE', 'XTIMVA01KRM667S']",-1.953824375
"['ISM_PMI_Actual', '수출물가지수', '통화량']",-1.95420433
"['상품수지', 'TCU', 'KORCPIALLMINMEI']",-1.954877254
"['TCU', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",-1.955014911
"['BAA', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-1.955465499
"['INDPRO', '통화량', 'GACDFSA066MSFRBPHI']",-1.955470503
"['경상수지', 'KORCPIALLMINMEI', '환율평균']",-1.955500604
"['PPIACO', 'UMCSENT', '한국실업률']",-1.955624255
"['BAA', '자가주거비', 'XTEXVA01CNM667S']",-1.955683225
"['정책금리', 'KORPROINDMISMEI', '환율평균']",-1.955802129
"['TCU', 'INDPRO', '수출물가지수']",-1.956376833
"['PCE', 'HSN1F', 'GACDFSA066MSFRBPHI']",-1.956398813
"['BAA', 'DGORDER', 'HSN1F']",-1.956434995
"['TOTALSA', 'UMCSENT', '정책금리']",-1.957149265
"['UNRATENSA', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.957189701
"['LREMTTTTUSM156S', '수출물가지수', 'EXKOUS']",-1.957731388
"['정책금리', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.958052964
"['ISM_PMI_Actual', 'CPIAUCSL', 'TOTALSA']",-1.958184968
"['HOUST', '수출물가지수', 'KORPROINDMISMEI']",-1.95829708
"['Volume', 'PCE', 'UMCSENT']",-1.958354678
"['CPIAUCSL', '수출물가지수', 'EXKOUS']",-1.958376277
"['PPIACO', '수출물가지수', '환율평균']",-1.958525005
"['TCU', 'CPIAUCSL', '통화량']",-1.958585552
"['자가주거비', '수출물가지수', 'LRUNTTTTKRM156S']",-1.958964634
"['LREMTTTTUSM156S', 'PPIACO', 'TOTALSA']",-1.958989242
"['BAA', 'AMBNS', 'KORCPIALLMINMEI']",-1.959041572
"['상품수지', 'INDPRO', '한국실업률']",-1.95923578
"['BAA', 'INDPRO', 'PPIACO']",-1.959282885
"['BAA', 'HSN1F', '한국실업률']",-1.959375147
"['BAA', 'XTEXVA01CNM667S', '정책금리']",-1.959635989
"['상품수지', 'TCU', 'GACDFSA066MSFRBPHI']",-1.959919411
"['TCU', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-1.960096037
"['INDPRO', 'TOTALSA', 'EXJPUS']",-1.960322857
"['BAA', 'CSUSHPINSA', 'FEDFUNDS']",-1.960363521
"['수출물가지수', '정책금리', 'XTIMVA01KRM667S']",-1.960945585
"['UMCSENT', '수출물가지수', '한국실업률']",-1.96103156
"['DGORDER', '통화량', '환율평균']",-1.96108148
"['Volume', 'ISM_PMI_Actual', '통화량']",-1.961232077
"['UMCSENT', 'EXJPUS', 'IR3TCD01KRM156N']",-1.961379278
"['NEWORDER', 'TCU', 'IR3TCD01KRM156N']",-1.961388035
"['TCU', '자가주거비포함지수', 'XTEXVA01CNM667S']",-1.961394115
"['ISM_PMI_Actual', 'HSN1F', '자가주거비포함지수']",-1.961435779
"['HSN1F', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.961525384
"['ISM_PMI_Actual', 'TCU', 'HOUST']",-1.961796312
"['LREMTTTTUSM156S', 'PPIACO', '수출물가지수']",-1.962057864
"['Volume', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.962515535
"['BAA', 'TCU', 'EXJPUS']",-1.962579877
"['자가주거비', 'EXJPUS', '환율평균']",-1.962966296
"['PCE', '정책금리', 'GACDFSA066MSFRBPHI']",-1.963013882
"['NEWORDER', '수출물가지수', '통화량']",-1.963091795
"['USSLIND', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.963116611
"['PPIACO', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-1.963148965
"['Volume', 'TOTALSA', '한국실업률']",-1.96333545
"['상품수지', 'BAA', 'EXKOUS']",-1.963664585
"['UMCSENT', 'EXJPUS', 'GACDFSA066MSFRBPHI']",-1.963872027
"['CPIAUCSL', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.963946491
"['BAA', 'T10Y2YM', 'KORCPIALLMINMEI']",-1.964091779
"['NEWORDER', 'PCE', 'TCU']",-1.964104621
"['PPIACO', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",-1.964237423
"['INDPRO', '수출물가지수', 'LRUNTTTTKRM156S']",-1.964547967
"['상품수지', 'KORPROINDMISMEI', '환율평균']",-1.965006894
"['HOUST', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.965021966
"['INDPRO', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-1.965187978
"['Volume', 'TCU', 'LRUNTTTTKRM156S']",-1.965464843
"['ISM_PMI_Actual', 'PCE', 'LREMTTTTUSM156S']",-1.965478889
"['HOUST', 'TOTALSA', 'XTIMVA01KRM667S']",-1.965948951
"['TWEXBMTH', 'CPIAUCSL', '환율평균']",-1.965988937
"['USSLIND', 'KORCPIALLMINMEI', '환율평균']",-1.966019407
"['상품수지', 'HSN1F', '환율평균']",-1.966030681
"['Volume', 'ISM_PMI_Actual', 'PCE']",-1.966257849
"['UMCSENT', 'KORPROINDMISMEI', '한국실업률']",-1.96628899
"['BAA', 'EXJPUS', 'XTEXVA01CNM667S']",-1.966339756
"['Volume', '수출물가지수', 'XTIMVA01KRM667S']",-1.966341268
"['ISM_PMI_Actual', 'CSUSHPINSA', 'XTEXVA01CNM667S']",-1.966405957
"['PPIACO', 'IR3TCD01KRM156N', '환율평균']",-1.966438234
"['INDPRO', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.967057311
"['BAA', 'PCE', 'USSLIND']",-1.967434419
"['경상수지', 'PCE', '환율평균']",-1.967555264
"['ISM_PMI_Actual', 'CSUSHPINSA', '자가주거비포함지수']",-1.967708396
"['CSUSHPINSA', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.967755013
"['TOTALSA', '수출물가지수', '정책금리']",-1.967999173
"['TCU', 'TOTALSA', '한국실업률']",-1.968057873
"['BAA', 'UNRATE', 'DGORDER']",-1.968273608
"['TCU', '자가주거비포함지수', 'EXJPUS']",-1.968524191
"['BAA', 'UNRATE', '한국실업률']",-1.968537621
"['CPIAUCSL', 'FEDFUNDS', 'EXKOUS']",-1.968618221
"['HSN1F', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-1.968673787
"['ISM_PMI_Actual', 'INDPRO', '자가주거비포함지수']",-1.968714864
"['PPIACO', '수출물가지수', '정책금리']",-1.968732224
"['Volume', 'DGORDER', 'TOTALSA']",-1.968742195
"['UNRATE', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.968794174
"['ISM_PMI_Actual', 'AMBNS', 'KORPROINDMISMEI']",-1.968818051
"['PCE', 'CPIAUCSL', 'GACDFSA066MSFRBPHI']",-1.969042291
"['ISM_PMI_Actual', '상품수지', 'LRUNTTTTKRM156S']",-1.969068402
"['UNRATENSA', 'TCU', 'TOTALSA']",-1.969567915
"['TCU', 'CPIAUCSL', '자가주거비']",-1.970011891
"['TWEXBMTH', 'TCU', 'EXKOUS']",-1.970188311
"['DGORDER', '자가주거비', '환율평균']",-1.970339158
"['상품수지', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.970481898
"['CSUSHPINSA', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.970732249
"['DGORDER', 'TCU', 'KORCPIALLMINMEI']",-1.971027718
"['경상수지', 'PPIACO', '수출물가지수']",-1.971213372
"['HSN1F', 'TOTALSA', 'EXKOUS']",-1.971314549
"['TCU', '통화량', 'XTIMVA01KRM667S']",-1.97137157
"['PPIACO', 'UMCSENT', '정책금리']",-1.971487119
"['CSUSHPINSA', 'EXKOUS', 'XTEXVA01CNM667S']",-1.97160144
"['통화량', 'GACDFSA066MSFRBPHI', '환율평균']",-1.971862787
"['자가주거비', 'XTIMVA01KRM667S', '환율평균']",-1.971863071
"['BAA', 'USSLIND', '자가주거비포함지수']",-1.971876575
"['TCU', 'USSLIND', '통화량']",-1.972072922
"['BAA', 'DGORDER', 'EXJPUS']",-1.972100453
"['EXKOUS', 'XTEXVA01CNM667S', '정책금리']",-1.972169145
"['Volume', 'UMCSENT', '통화량']",-1.972184075
"['TCU', 'EXJPUS', '통화량']",-1.972271378
"['ISM_PMI_Actual', '상품수지', 'DGORDER']",-1.972307649
"['ISM_PMI_Actual', 'CPIAUCSL', '서울아파트매매가격지수']",-1.972333437
"['상품수지', 'BAA', 'XTEXVA01CNM667S']",-1.972435192
"['INDPRO', 'UMCSENT', '정책금리']",-1.972486339
"['Volume', '상품수지', '수출물가지수']",-1.972531588
"['DGORDER', 'PPIACO', 'LRUNTTTTKRM156S']",-1.972623176
"['BAA', 'NEWORDER', 'CSUSHPINSA']",-1.972633341
"['BAA', 'HOUST', 'EXKOUS']",-1.972687715
"['경상수지', 'BAA', 'UMCSENT']",-1.972850326
"['상품수지', '정책금리', '환율평균']",-1.972895848
"['ISM_PMI_Actual', 'INDPRO', 'XTIMVA01KRM667S']",-1.973021603
"['ISM_PMI_Actual', '자가주거비', 'EXJPUS']",-1.973030799
"['자가주거비', '정책금리', 'GACDFSA066MSFRBPHI']",-1.973056072
"['UMCSENT', '한국실업률', 'IR3TCD01KRM156N']",-1.973086942
"['상품수지', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",-1.973329228
"['Volume', '자가주거비포함지수', '환율평균']",-1.973440667
"['BAA', 'EXJPUS', '정책금리']",-1.973978528
"['ISM_PMI_Actual', 'UMCSENT', 'XTEXVA01CNM667S']",-1.974263781
"['UMCSENT', '자가주거비', 'XTIMVA01KRM667S']",-1.974359728
"['경상수지', 'BAA', 'INDPRO']",-1.974373276
"['상품수지', 'UMCSENT', '통화량']",-1.974404596
"['TCU', 'UMCSENT', '환율평균']",-1.974634897
"['ISM_PMI_Actual', 'LREMTTTTUSM156S', '자가주거비']",-1.974741519
"['PCE', 'EXJPUS', '환율평균']",-1.974789958
"['ISM_PMI_Actual', 'CPIAUCSL', 'HSN1F']",-1.975029807
"['ISM_PMI_Actual', '자가주거비', 'XTIMVA01KRM667S']",-1.975221937
"['BAA', 'INDPRO', 'HOUST']",-1.97550043
"['PPIACO', 'HOUST', '수출물가지수']",-1.975687544
"['수출물가지수', '한국실업률', '환율평균']",-1.975773309
"['AMBNS', 'KORCPIALLMINMEI', '환율평균']",-1.976120169
"['PCE', 'LREMTTTTUSM156S', 'UMCSENT']",-1.97616881
"['TCU', 'PPIACO', '수출물가지수']",-1.97625417
"['Volume', '자가주거비', '환율평균']",-1.976336597
"['TCU', '수출물가지수', 'XTEXVA01CNM667S']",-1.976373285
"['USSLIND', '자가주거비포함지수', '환율평균']",-1.976380948
"['PCE', '한국실업률', '환율평균']",-1.976416678
"['BAA', 'NEWORDER', 'TCU']",-1.97654423
"['TWEXBMTH', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.976842822
"['ISM_PMI_Actual', '자가주거비', '수출물가지수']",-1.976929311
"['NEWORDER', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.977442163
"['ISM_PMI_Actual', 'PCE', 'EXJPUS']",-1.97750301
"['수출물가지수', '정책금리', '한국실업률']",-1.977554117
"['ISM_PMI_Actual', 'NEWORDER', '통화량']",-1.977864521
"['Volume', 'BAA', 'CSUSHPINSA']",-1.977999744
"['DGORDER', 'UMCSENT', '자가주거비포함지수']",-1.97821495
"['TCU', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",-1.978222838
"['경상수지', '통화량', '환율평균']",-1.978440521
"['UMCSENT', '자가주거비', 'IR3TCD01KRM156N']",-1.978515042
"['KORCPIALLMINMEI', '한국실업률', '환율평균']",-1.978751685
"['경상수지', '수출물가지수', 'KORCPIALLMINMEI']",-1.978794096
"['BAA', 'UNRATE', 'NEWORDER']",-1.979033891
"['ISM_PMI_Actual', 'UMCSENT', '통화량']",-1.979101224
"['PPIACO', 'HOUST', 'LRUNTTTTKRM156S']",-1.979170803
"['TCU', '자가주거비', 'XTIMVA01KRM667S']",-1.979180728
"['NEWORDER', '수출물가지수', 'KORCPIALLMINMEI']",-1.979309453
"['FEDFUNDS', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.979347705
"['경상수지', 'BAA', 'UNRATENSA']",-1.97948071
"['UNRATENSA', 'TOTALSA', 'EXKOUS']",-1.979483081
"['EXKOUS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",-1.979678493
"['BAA', 'PPIACO', 'GACDFSA066MSFRBPHI']",-1.979688529
"['자가주거비포함지수', '통화량', 'GACDFSA066MSFRBPHI']",-1.979881961
"['PPIACO', 'USSLIND', '한국실업률']",-1.979903075
"['LREMTTTTUSM156S', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.979903686
"['INDPRO', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.980277729
"['ISM_PMI_Actual', '자가주거비포함지수', '정책금리']",-1.980477523
"['PCE', '자가주거비', 'GACDFSA066MSFRBPHI']",-1.980683836
"['INDPRO', 'TOTALSA', 'KORCPIALLMINMEI']",-1.980731919
"['INDPRO', 'UMCSENT', '한국실업률']",-1.981137808
"['UNRATENSA', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.981543492
"['상품수지', 'TCU', '정책금리']",-1.981811217
"['ISM_PMI_Actual', '통화량', 'LRUNTTTTKRM156S']",-1.981968768
"['DGORDER', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.982060056
"['PCE', 'UMCSENT', 'IR3TCD01KRM156N']",-1.98215821
"['BAA', 'HOUST', 'AMBNS']",-1.98234267
"['ISM_PMI_Actual', '자가주거비', 'KORCPIALLMINMEI']",-1.982592681
"['INDPRO', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",-1.983090741
"['NEWORDER', '수출물가지수', 'XTEXVA01CNM667S']",-1.983473921
"['TOTALSA', 'UMCSENT', 'XTEXVA01CNM667S']",-1.983689256
"['LREMTTTTUSM156S', '수출물가지수', 'KORPROINDMISMEI']",-1.983993902
"['TCU', 'HSN1F', 'KORPROINDMISMEI']",-1.98404447
"['TWEXBMTH', 'PPIACO', '수출물가지수']",-1.984069108
"['TCU', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.984104524
"['ISM_PMI_Actual', 'UMCSENT', '자가주거비포함지수']",-1.984144766
"['CPIAUCSL', 'EXJPUS', 'GACDFSA066MSFRBPHI']",-1.984414393
"['ISM_PMI_Actual', 'AMBNS', '자가주거비포함지수']",-1.984432231
"['LREMTTTTUSM156S', 'HSN1F', 'EXKOUS']",-1.984668279
"['TCU', 'USSLIND', 'UMCSENT']",-1.984824141
"['TOTALSA', 'XTIMVA01KRM667S', '환율평균']",-1.984855544
"['HOUST', '정책금리', '환율평균']",-1.984856878
"['ISM_PMI_Actual', 'XTEXVA01CNM667S', '통화량']",-1.984885307
"['TCU', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.984929359
"['경상수지', '상품수지', 'TOTALSA']",-1.985025561
"['ISM_PMI_Actual', '상품수지', 'UMCSENT']",-1.985373327
"['ISM_PMI_Actual', 'PPIACO', '정책금리']",-1.985635249
"['Volume', 'TOTALSA', 'LRUNTTTTKRM156S']",-1.985829436
"['ISM_PMI_Actual', 'PPIACO', 'KORCPIALLMINMEI']",-1.985852291
"['Volume', '수출물가지수', 'XTEXVA01CNM667S']",-1.986150372
"['BAA', 'AMBNS', 'KORPROINDMISMEI']",-1.986251374
"['상품수지', 'UNRATENSA', '환율평균']",-1.986529949
"['CPIAUCSL', 'TOTALSA', 'GACDFSA066MSFRBPHI']",-1.986671944
"['PCE', 'EXKOUS', 'XTIMVA01KRM667S']",-1.986792116
"['통화량', '한국실업률', '환율평균']",-1.98682118
"['PPIACO', '자가주거비', 'LRUNTTTTKRM156S']",-1.98703666
"['TWEXBMTH', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.987110766
"['HOUST', 'UMCSENT', '정책금리']",-1.987506361
