feature,score
"['USSLIND', '서울아파트매매가격지수', '한국실업률']",-5.601798453
"['FEDFUNDS', 'EXJPUS', 'LRUNTTTTKRM156S']",-5.601911787
"['CSUSHPINSA', 'EXCHUS', 'IR3TCD01KRM156N']",-5.601988822
"['UNRATE', 'LREMTTTTUSM156S', 'PPIACO']",-5.604416126
"['UNRATENSA', '수출물가지수', 'EXJPUS']",-5.605416763
"['CSUSHPINSA', 'FEDFUNDS', 'EXKOUS']",-5.610498286
"['CSUSHPINSA', 'PPIACO', 'HSN1F']",-5.61355644
"['UNRATENSA', 'HOUST', 'FEDFUNDS']",-5.617461742
"['UNRATE', 'NEWORDER', 'DGORDER']",-5.61996873
"['RMFSL', 'FEDFUNDS', 'EXCHUS']",-5.620202345
"['RMFSL', 'EXCHUS', '한국실업률']",-5.62046327
"['INDPRO', 'HOUST', 'EXCHUS']",-5.621506382
"['LREMTTTTUSM156S', 'PPIACO', 'HOUST']",-5.621839693
"['RMFSL', 'EXCHUS', 'IR3TCD01KRM156N']",-5.622803691
"['UNRATE', 'CSUSHPINSA', 'EXJPUS']",-5.624030128
"['NEWORDER', 'HSN1F', 'EXCHUS']",-5.625778346
"['UNRATE', 'RMFSL', '서울아파트매매가격지수']",-5.628360713
"['TOTALSA', 'EXCHUS', 'LRUNTTTTKRM156S']",-5.632489239
"['NEWORDER', 'CSUSHPINSA', 'EXJPUS']",-5.635339827
"['상품수지', 'HSN1F', 'EXCHUS']",-5.637202608
"['ISM_PMI_Actual', 'NEWORDER', 'FEDFUNDS']",-5.639356317
"['TWEXBMTH', 'FEDFUNDS', 'EXKOUS']",-5.641199355
"['BAA', '서울아파트매매가격지수', '환율평균']",-5.645606947
"['USSLIND', '서울아파트매매가격지수', 'LRUNTTTTKRM156S']",-5.650286621
"['ISM_PMI_Actual', 'FEDFUNDS', '한국실업률']",-5.650337114
"['ISM_PMI_Actual', 'CSUSHPINSA', 'EXJPUS']",-5.656783588
"['UNRATE', 'CSUSHPINSA', 'UNRATENSA']",-5.659487862
"['ISM_PMI_Actual', 'LREMTTTTUSM156S', 'EXCHUS']",-5.661296067
"['EXKOUS', 'EXCHUS', '정책금리']",-5.66669419
"['Volume', '정책금리', 'GACDFSA066MSFRBPHI']",-5.668365442
"['Volume', 'EXKOUS', 'EXCHUS']",-5.669522017
"['Volume', 'ISM_PMI_Actual', 'CSUSHPINSA']",-5.671062047
"['Volume', 'USSLIND', '서울아파트매매가격지수']",-5.673192434
"['NEWORDER', 'INDPRO', 'HSN1F']",-5.676298142
"['Volume', 'UNRATENSA', '수출물가지수']",-5.677873219
"['UNRATENSA', 'INDPRO', '수출물가지수']",-5.67910635
"['EXCHUS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",-5.679279959
"['FEDFUNDS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-5.67931308
"['UNRATENSA', 'CPIAUCSL', 'EXCHUS']",-5.680345179
"['UNRATE', 'CSUSHPINSA', 'GACDFSA066MSFRBPHI']",-5.681382555
"['ISM_PMI_Actual', 'TCU', 'FEDFUNDS']",-5.682810385
"['EXCHUS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-5.686608782
"['HSN1F', 'EXCHUS', '한국실업률']",-5.689743233
"['RMFSL', 'XTIMVA01KRM667S', '환율평균']",-5.690599158
"['NEWORDER', 'DGORDER', 'HSN1F']",-5.701348962
"['LREMTTTTUSM156S', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-5.708334406
"['CSUSHPINSA', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-5.709555477
"['Volume', 'UNRATE', 'EXJPUS']",-5.710298927
"['INDPRO', 'EXCHUS', 'XTEXVA01CNM667S']",-5.715392501
"['UNRATE', 'FEDFUNDS', 'TOTALSA']",-5.717950382
"['상품수지', 'EXKOUS', 'EXCHUS']",-5.721270547
"['DGORDER', 'EXCHUS', '정책금리']",-5.722057095
"['NEWORDER', 'CSUSHPINSA', '수출물가지수']",-5.722267703
"['서울아파트매매가격지수', '수출물가지수', 'XTIMVA01KRM667S']",-5.733173793
"['CSUSHPINSA', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-5.733769887
"['INDPRO', 'EXCHUS', '한국실업률']",-5.734252825
"['AMBNS', 'EXKOUS', 'EXCHUS']",-5.735251848
"['경상수지', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-5.736554545
"['UNRATE', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-5.737109707
"['서울아파트매매가격지수', 'EXCHUS', 'XTEXVA01CNM667S']",-5.741440095
"['UNRATENSA', 'INDPRO', 'HSN1F']",-5.741653898
"['T10Y2YM', 'EXCHUS', 'XTEXVA01CNM667S']",-5.742426736
"['UNRATENSA', 'EXCHUS', '정책금리']",-5.74257643
"['CSUSHPINSA', 'FEDFUNDS', 'TOTALSA']",-5.74384575
"['ISM_PMI_Actual', 'EXKOUS', 'EXCHUS']",-5.745142616
"['UNRATE', 'DGORDER', 'EXJPUS']",-5.745298228
"['USSLIND', '서울아파트매매가격지수', '정책금리']",-5.747902225
"['NEWORDER', 'PPIACO', 'EXJPUS']",-5.748747913
"['경상수지', 'T10Y2YM', 'LRUNTTTTKRM156S']",-5.749284984
"['BAA', 'USSLIND', '서울아파트매매가격지수']",-5.751164866
"['FEDFUNDS', 'EXJPUS', '한국실업률']",-5.751612066
"['RMFSL', 'EXCHUS', 'LRUNTTTTKRM156S']",-5.751922586
"['BAA', 'RMFSL', '서울아파트매매가격지수']",-5.753461319
"['경상수지', 'RMFSL', 'EXCHUS']",-5.760003835
"['UNRATE', 'T10Y2YM', 'PPIACO']",-5.761719647
"['RMFSL', 'EXCHUS', 'XTIMVA01KRM667S']",-5.763027571
"['AMBNS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-5.764172142
"['UNRATENSA', 'USSLIND', '서울아파트매매가격지수']",-5.765877658
"['Volume', 'CSUSHPINSA', 'EXJPUS']",-5.772659084
"['경상수지', 'HSN1F', 'EXCHUS']",-5.77818294
"['PPIACO', 'RMFSL', 'EXCHUS']",-5.780226981
"['UNRATENSA', '서울아파트매매가격지수', 'EXCHUS']",-5.788894996
"['HOUST', 'EXCHUS', '정책금리']",-5.789058741
"['GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S', '한국실업률']",-5.792210916
"['Volume', 'NEWORDER', 'UNRATENSA']",-5.792300596
"['T10Y2YM', 'HOUST', 'EXCHUS']",-5.793861872
"['AMBNS', '수출물가지수', 'EXCHUS']",-5.795122255
"['UNRATENSA', 'FEDFUNDS', 'TOTALSA']",-5.795839983
"['Volume', '경상수지', 'FEDFUNDS']",-5.795943292
"['TOTALSA', 'EXCHUS', '환율평균']",-5.796994637
"['T10Y2YM', 'USSLIND', '서울아파트매매가격지수']",-5.797316291
"['CSUSHPINSA', 'DGORDER', 'GACDFSA066MSFRBPHI']",-5.797741111
"['EXKOUS', 'EXCHUS', 'LRUNTTTTKRM156S']",-5.79825237
"['CSUSHPINSA', 'CPIAUCSL', 'EXCHUS']",-5.799816105
"['CPIAUCSL', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-5.801284175
"['DGORDER', 'FEDFUNDS', 'TOTALSA']",-5.80314829
"['UMCSENT', 'EXCHUS', '한국실업률']",-5.803633342
"['DGORDER', 'PPIACO', 'HSN1F']",-5.805901964
"['Volume', 'T10Y2YM', 'FEDFUNDS']",-5.816089304
"['상품수지', 'UNRATENSA', 'EXCHUS']",-5.816863228
"['T10Y2YM', 'NEWORDER', 'CSUSHPINSA']",-5.816947294
"['UNRATENSA', 'PPIACO', 'EXCHUS']",-5.817772406
"['TCU', 'EXCHUS', 'XTEXVA01CNM667S']",-5.826457533
"['EXKOUS', 'EXCHUS', '환율평균']",-5.829055155
"['NEWORDER', 'CSUSHPINSA', 'UNRATENSA']",-5.842981552
"['경상수지', 'BAA', '서울아파트매매가격지수']",-5.844948493
"['경상수지', 'USSLIND', '서울아파트매매가격지수']",-5.845136416
"['BAA', '서울아파트매매가격지수', 'GACDFSA066MSFRBPHI']",-5.848425591
"['UNRATE', 'NEWORDER', 'UNRATENSA']",-5.848545281
"['CSUSHPINSA', 'TWEXBMTH', '수출물가지수']",-5.851224056
"['경상수지', 'UMCSENT', 'EXCHUS']",-5.853293631
"['FEDFUNDS', 'EXKOUS', 'EXCHUS']",-5.855223627
"['T10Y2YM', 'NEWORDER', 'HOUST']",-5.858432001
"['CSUSHPINSA', 'DGORDER', 'TWEXBMTH']",-5.862091158
"['HOUST', 'USSLIND', '서울아파트매매가격지수']",-5.86836974
"['Volume', 'RMFSL', 'EXCHUS']",-5.876099797
"['CSUSHPINSA', 'INDPRO', 'UMCSENT']",-5.884716893
"['TWEXBMTH', 'EXCHUS', 'KORCPIALLMINMEI']",-5.89678803
"['UNRATENSA', 'TCU', 'EXCHUS']",-5.901023537
"['T10Y2YM', 'DGORDER', 'EXCHUS']",-5.902165703
"['T10Y2YM', 'NEWORDER', 'UNRATENSA']",-5.903517106
"['ISM_PMI_Actual', 'EXCHUS', 'XTIMVA01KRM667S']",-5.909117371
"['LREMTTTTUSM156S', 'INDPRO', 'XTIMVA01KRM667S']",-5.910040027
"['T10Y2YM', 'NEWORDER', 'HSN1F']",-5.911503586
"['상품수지', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-5.912158499
"['HSN1F', 'EXJPUS', 'EXCHUS']",-5.914569192
"['BAA', '서울아파트매매가격지수', '한국실업률']",-5.915403586
"['Volume', 'UNRATENSA', 'EXCHUS']",-5.919541535
"['경상수지', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",-5.921068294
"['PPIACO', 'EXKOUS', 'EXCHUS']",-5.931099837
"['DGORDER', 'EXCHUS', 'XTEXVA01CNM667S']",-5.932084479
"['UMCSENT', 'EXJPUS', 'EXCHUS']",-5.932462681
"['NEWORDER', 'UNRATENSA', 'HSN1F']",-5.933616807
"['CSUSHPINSA', '수출물가지수', '한국실업률']",-5.936503516
"['HOUST', 'EXCHUS', 'XTEXVA01CNM667S']",-5.936780949
"['정책금리', 'LRUNTTTTKRM156S', '한국실업률']",-5.937606004
"['TWEXBMTH', 'EXCHUS', '통화량']",-5.938823027
"['PPIACO', '서울아파트매매가격지수', 'AMBNS']",-5.939237442
"['CSUSHPINSA', 'INDPRO', 'GACDFSA066MSFRBPHI']",-5.940721438
"['Volume', 'EXCHUS', 'XTEXVA01CNM667S']",-5.947860535
"['FEDFUNDS', 'TOTALSA', 'EXCHUS']",-5.955844219
"['USSLIND', '서울아파트매매가격지수', 'IR3TCD01KRM156N']",-5.957604017
"['UNRATE', 'UNRATENSA', 'INDPRO']",-5.975737249
"['Volume', 'NEWORDER', 'HSN1F']",-5.976568986
"['CSUSHPINSA', 'FEDFUNDS', '한국실업률']",-5.977278626
"['경상수지', 'EXKOUS', 'EXCHUS']",-5.980724847
"['UNRATE', 'FEDFUNDS', 'EXCHUS']",-5.987371841
"['HSN1F', 'USSLIND', '서울아파트매매가격지수']",-5.990865103
"['수출물가지수', 'EXCHUS', 'IR3TCD01KRM156N']",-5.992188555
"['HOUST', 'FEDFUNDS', 'EXJPUS']",-5.999620441
"['LREMTTTTUSM156S', 'USSLIND', '서울아파트매매가격지수']",-6.00016881
"['UNRATENSA', 'EXCHUS', 'XTIMVA01KRM667S']",-6.004743823
"['UNRATE', 'CSUSHPINSA', 'INDPRO']",-6.005597386
"['TWEXBMTH', 'EXKOUS', 'EXCHUS']",-6.012490261
"['RMFSL', 'TOTALSA', '서울아파트매매가격지수']",-6.018942858
"['UNRATE', 'DGORDER', '수출물가지수']",-6.020696006
"['Volume', 'INDPRO', 'EXCHUS']",-6.021226693
"['RMFSL', 'AMBNS', 'EXCHUS']",-6.023832528
"['CSUSHPINSA', 'TCU', 'EXCHUS']",-6.030839121
"['INDPRO', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.034714587
"['Volume', 'HOUST', 'EXCHUS']",-6.035485567
"['ISM_PMI_Actual', 'CSUSHPINSA', '수출물가지수']",-6.036854202
"['CSUSHPINSA', 'UMCSENT', '수출물가지수']",-6.042860452
"['NEWORDER', 'UNRATENSA', 'EXCHUS']",-6.049596881
"['NEWORDER', 'HSN1F', 'EXJPUS']",-6.04974344
"['NEWORDER', 'UMCSENT', 'EXCHUS']",-6.052399914
"['NEWORDER', 'EXKOUS', 'EXCHUS']",-6.057014729
"['FEDFUNDS', 'USSLIND', '서울아파트매매가격지수']",-6.058326663
"['UNRATENSA', 'EXCHUS', '한국실업률']",-6.060519387
"['HSN1F', 'EXCHUS', '환율평균']",-6.072576682
"['PCE', 'TWEXBMTH', 'EXCHUS']",-6.085816771
"['EXCHUS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",-6.089453418
"['UMCSENT', 'EXCHUS', 'IR3TCD01KRM156N']",-6.089827842
"['HOUST', 'FEDFUNDS', '한국실업률']",-6.092004394
"['UNRATE', '수출물가지수', 'EXJPUS']",-6.094268644
"['상품수지', 'EXCHUS', '환율평균']",-6.102668714
"['HOUST', 'EXCHUS', 'IR3TCD01KRM156N']",-6.104327739
"['UNRATE', 'DGORDER', 'FEDFUNDS']",-6.113099058
"['NEWORDER', 'CSUSHPINSA', 'HSN1F']",-6.118770071
"['상품수지', 'UMCSENT', 'EXCHUS']",-6.120260613
"['CSUSHPINSA', 'EXCHUS', 'XTIMVA01KRM667S']",-6.12085429
"['Volume', 'T10Y2YM', 'EXCHUS']",-6.129265903
"['NEWORDER', 'HOUST', 'HSN1F']",-6.131427529
"['TOTALSA', 'AMBNS', 'EXCHUS']",-6.132779557
"['BAA', '서울아파트매매가격지수', 'XTIMVA01KRM667S']",-6.136504584
"['PPIACO', 'EXCHUS', '한국실업률']",-6.13749586
"['BAA', 'PPIACO', '서울아파트매매가격지수']",-6.138308514
"['TCU', 'EXKOUS', 'EXCHUS']",-6.140917966
"['BAA', 'LREMTTTTUSM156S', '서울아파트매매가격지수']",-6.148059516
"['CSUSHPINSA', 'UNRATENSA', '수출물가지수']",-6.151361943
"['INDPRO', 'EXJPUS', 'EXCHUS']",-6.152144411
"['LREMTTTTUSM156S', 'EXKOUS', 'EXCHUS']",-6.166938232
"['상품수지', 'INDPRO', 'EXCHUS']",-6.16875964
"['UNRATE', 'NEWORDER', 'HOUST']",-6.172686348
"['경상수지', 'EXCHUS', '환율평균']",-6.17582103
"['CSUSHPINSA', 'USSLIND', '서울아파트매매가격지수']",-6.179725721
"['TWEXBMTH', 'USSLIND', '서울아파트매매가격지수']",-6.180480668
"['UNRATE', 'NEWORDER', 'EXJPUS']",-6.18106015
"['PPIACO', 'EXCHUS', 'IR3TCD01KRM156N']",-6.183029539
"['T10Y2YM', 'FEDFUNDS', 'EXKOUS']",-6.1845457
"['NEWORDER', 'EXCHUS', '정책금리']",-6.185591872
"['Volume', 'EXJPUS', 'EXCHUS']",-6.186260624
"['NEWORDER', 'PPIACO', 'HSN1F']",-6.188213448
"['ISM_PMI_Actual', '서울아파트매매가격지수', 'EXCHUS']",-6.192982369
"['DGORDER', 'HOUST', 'EXCHUS']",-6.198000511
"['DGORDER', 'FEDFUNDS', 'UMCSENT']",-6.198361896
"['경상수지', 'LRUNTTTTKRM156S', '한국실업률']",-6.205340055
"['UNRATE', 'UNRATENSA', '수출물가지수']",-6.209520958
"['PPIACO', 'EXCHUS', '정책금리']",-6.211832513
"['INDPRO', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-6.211986018
"['Volume', 'NEWORDER', 'CSUSHPINSA']",-6.212045993
"['DGORDER', 'EXCHUS', '한국실업률']",-6.214283818
"['DGORDER', 'INDPRO', 'EXCHUS']",-6.21501432
"['EXJPUS', 'EXKOUS', 'EXCHUS']",-6.230926774
"['INDPRO', 'FEDFUNDS', 'EXKOUS']",-6.232655428
"['경상수지', '정책금리', 'LRUNTTTTKRM156S']",-6.235583379
"['ISM_PMI_Actual', 'FEDFUNDS', 'GACDFSA066MSFRBPHI']",-6.237238415
"['HOUST', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-6.255958078
"['TCU', 'HSN1F', 'EXCHUS']",-6.261395488
"['UNRATENSA', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.26333495
"['USSLIND', '서울아파트매매가격지수', '수출물가지수']",-6.267180477
"['HOUST', 'FEDFUNDS', 'EXKOUS']",-6.273350473
"['UNRATE', 'NEWORDER', 'CSUSHPINSA']",-6.274015871
"['HSN1F', 'FEDFUNDS', 'EXCHUS']",-6.274606972
"['Volume', 'BAA', '서울아파트매매가격지수']",-6.27987651
"['CPIAUCSL', 'EXKOUS', 'EXCHUS']",-6.299986718
"['RMFSL', 'EXCHUS', '환율평균']",-6.315582982
"['Volume', 'FEDFUNDS', 'LRUNTTTTKRM156S']",-6.324733724
"['BAA', '서울아파트매매가격지수', '정책금리']",-6.329289784
"['FEDFUNDS', 'TOTALSA', '환율평균']",-6.330050674
"['Volume', 'FEDFUNDS', 'TOTALSA']",-6.33273246
"['HOUST', 'EXCHUS', '한국실업률']",-6.335348162
"['서울아파트매매가격지수', 'EXCHUS', '한국실업률']",-6.335496065
"['Volume', 'TWEXBMTH', 'FEDFUNDS']",-6.335884383
"['UNRATENSA', 'EXCHUS', '환율평균']",-6.338762883
"['상품수지', 'LREMTTTTUSM156S', 'PPIACO']",-6.347219326
"['HOUST', 'EXCHUS', '환율평균']",-6.347601036
"['LREMTTTTUSM156S', 'HSN1F', 'IR3TCD01KRM156N']",-6.351549665
"['CSUSHPINSA', 'FEDFUNDS', 'EXCHUS']",-6.352854502
"['UNRATE', 'T10Y2YM', 'NEWORDER']",-6.35318074
"['UNRATENSA', 'FEDFUNDS', 'EXCHUS']",-6.353521986
"['Volume', 'TCU', 'EXCHUS']",-6.354908771
"['서울아파트매매가격지수', 'EXCHUS', 'IR3TCD01KRM156N']",-6.35739561
"['BAA', 'FEDFUNDS', '서울아파트매매가격지수']",-6.366891971
"['Volume', 'CSUSHPINSA', 'FEDFUNDS']",-6.371535535
"['Volume', 'UNRATENSA', 'FEDFUNDS']",-6.380361753
"['T10Y2YM', 'INDPRO', 'FEDFUNDS']",-6.390972294
"['BAA', '서울아파트매매가격지수', 'LRUNTTTTKRM156S']",-6.399599379
"['Volume', 'ISM_PMI_Actual', 'FEDFUNDS']",-6.409669936
"['HSN1F', 'EXCHUS', 'XTIMVA01KRM667S']",-6.412642078
"['BAA', '서울아파트매매가격지수', 'EXJPUS']",-6.419539747
"['ISM_PMI_Actual', 'BAA', '서울아파트매매가격지수']",-6.420769511
"['BAA', 'TWEXBMTH', '서울아파트매매가격지수']",-6.427600414
"['UMCSENT', 'EXCHUS', '정책금리']",-6.43476102
"['DGORDER', '서울아파트매매가격지수', 'AMBNS']",-6.434946576
"['Volume', 'UNRATE', '수출물가지수']",-6.436851807
"['경상수지', 'UNRATENSA', 'EXCHUS']",-6.440756367
"['UNRATE', 'NEWORDER', 'HSN1F']",-6.442539035
"['UNRATE', 'PPIACO', 'HSN1F']",-6.442831325
"['TWEXBMTH', 'FEDFUNDS', 'TOTALSA']",-6.448685922
"['TWEXBMTH', 'EXCHUS', 'KORPROINDMISMEI']",-6.454684891
"['INDPRO', 'CPIAUCSL', 'EXCHUS']",-6.457893929
"['Volume', 'UNRATE', 'NEWORDER']",-6.467996725
"['경상수지', 'INDPRO', 'EXCHUS']",-6.468039866
"['AMBNS', 'EXCHUS', 'XTEXVA01CNM667S']",-6.472038627
"['PPIACO', 'FEDFUNDS', 'GACDFSA066MSFRBPHI']",-6.473278547
"['CSUSHPINSA', '서울아파트매매가격지수', 'EXCHUS']",-6.473959998
"['ISM_PMI_Actual', 'CPIAUCSL', 'EXCHUS']",-6.475054354
"['CPIAUCSL', 'HOUST', 'EXCHUS']",-6.481890108
"['ISM_PMI_Actual', 'LREMTTTTUSM156S', 'FEDFUNDS']",-6.499866917
"['HOUST', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.506998496
"['NEWORDER', 'INDPRO', 'EXCHUS']",-6.507379394
"['Volume', 'HOUST', 'FEDFUNDS']",-6.517170844
"['CPIAUCSL', 'EXCHUS', 'XTEXVA01CNM667S']",-6.517448686
"['EXCHUS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",-6.51787996
"['UNRATE', 'PPIACO', 'EXJPUS']",-6.518494226
"['EXJPUS', 'EXCHUS', 'XTEXVA01CNM667S']",-6.538891634
"['LREMTTTTUSM156S', 'EXCHUS', 'GACDFSA066MSFRBPHI']",-6.547759197
"['T10Y2YM', 'NEWORDER', 'EXJPUS']",-6.551433996
"['UMCSENT', 'EXCHUS', 'XTIMVA01KRM667S']",-6.553146689
"['EXCHUS', 'XTEXVA01CNM667S', '환율평균']",-6.555672404
"['서울아파트매매가격지수', 'EXCHUS', '정책금리']",-6.563320718
"['UNRATE', 'INDPRO', '수출물가지수']",-6.565151699
"['Volume', 'UNRATE', 'FEDFUNDS']",-6.576494947
"['LREMTTTTUSM156S', 'FEDFUNDS', 'GACDFSA066MSFRBPHI']",-6.578982386
"['UMCSENT', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.579301935
"['BAA', 'CSUSHPINSA', '서울아파트매매가격지수']",-6.587253847
"['CSUSHPINSA', 'DGORDER', '수출물가지수']",-6.58822373
"['LREMTTTTUSM156S', 'TWEXBMTH', 'PPIACO']",-6.588233558
"['ISM_PMI_Actual', 'FEDFUNDS', '환율평균']",-6.601664549
"['Volume', 'FEDFUNDS', 'EXJPUS']",-6.602554217
"['HOUST', '서울아파트매매가격지수', 'EXCHUS']",-6.602881624
"['EXCHUS', '정책금리', 'XTIMVA01KRM667S']",-6.607066518
"['T10Y2YM', 'EXJPUS', 'EXCHUS']",-6.611486678
"['PPIACO', 'UMCSENT', 'EXCHUS']",-6.611691245
"['CSUSHPINSA', '수출물가지수', 'EXJPUS']",-6.621754511
"['CPIAUCSL', 'EXCHUS', 'IR3TCD01KRM156N']",-6.633188327
"['Volume', 'PPIACO', 'EXCHUS']",-6.633872901
"['Volume', '경상수지', 'TWEXBMTH']",-6.634444889
"['LREMTTTTUSM156S', 'UNRATENSA', 'HSN1F']",-6.635069701
"['EXCHUS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-6.637506187
"['INDPRO', '서울아파트매매가격지수', 'IR3TCD01KRM156N']",-6.642116771
"['INDPRO', 'PPIACO', 'EXCHUS']",-6.645611034
"['Volume', 'DGORDER', 'EXCHUS']",-6.655083143
"['FEDFUNDS', 'EXKOUS', 'LRUNTTTTKRM156S']",-6.655869784
"['DGORDER', 'FEDFUNDS', 'EXKOUS']",-6.657116714
"['CSUSHPINSA', 'INDPRO', '수출물가지수']",-6.666468399
"['Volume', 'EXCHUS', '환율평균']",-6.671495879
"['LREMTTTTUSM156S', 'TOTALSA', 'EXCHUS']",-6.679777094
"['ISM_PMI_Actual', 'FEDFUNDS', 'EXKOUS']",-6.682322944
"['Volume', 'CSUSHPINSA', '수출물가지수']",-6.683443034
"['BAA', '서울아파트매매가격지수', 'IR3TCD01KRM156N']",-6.685100588
"['LREMTTTTUSM156S', 'HSN1F', '정책금리']",-6.691166864
"['T10Y2YM', 'EXCHUS', 'IR3TCD01KRM156N']",-6.702244155
"['T10Y2YM', 'EXCHUS', '정책금리']",-6.70469817
"['LREMTTTTUSM156S', 'RMFSL', 'EXCHUS']",-6.71862944
"['FEDFUNDS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-6.719550216
"['EXCHUS', '정책금리', '한국실업률']",-6.733421215
"['RMFSL', '서울아파트매매가격지수', 'EXCHUS']",-6.735750723
"['FEDFUNDS', 'EXJPUS', 'EXKOUS']",-6.739526324
"['TCU', 'AMBNS', 'EXCHUS']",-6.742910946
"['HOUST', 'EXJPUS', 'EXCHUS']",-6.750349919
"['UMCSENT', 'AMBNS', 'EXCHUS']",-6.75510783
"['INDPRO', 'AMBNS', 'EXCHUS']",-6.760329182
"['CSUSHPINSA', 'FEDFUNDS', '환율평균']",-6.763232707
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI']",-6.764234042
"['UNRATE', 'CSUSHPINSA', '수출물가지수']",-6.772840917
"['T10Y2YM', 'EXCHUS', '환율평균']",-6.774466152
"['LREMTTTTUSM156S', 'PPIACO', 'EXJPUS']",-6.780462863
"['CPIAUCSL', 'TOTALSA', 'EXCHUS']",-6.783555111
"['T10Y2YM', 'LREMTTTTUSM156S', 'PPIACO']",-6.802286783
"['TCU', 'FEDFUNDS', 'TOTALSA']",-6.804711447
"['UNRATE', 'NEWORDER', 'LREMTTTTUSM156S']",-6.807185637
"['DGORDER', 'UNRATENSA', 'FEDFUNDS']",-6.808313266
"['EXKOUS', 'EXCHUS', 'XTIMVA01KRM667S']",-6.810534308
"['NEWORDER', 'LREMTTTTUSM156S', 'HSN1F']",-6.812324836
"['NEWORDER', 'HOUST', 'EXCHUS']",-6.812517382
"['NEWORDER', 'EXCHUS', 'IR3TCD01KRM156N']",-6.842406871
"['T10Y2YM', 'CPIAUCSL', 'EXCHUS']",-6.843518549
"['INDPRO', 'FEDFUNDS', 'EXCHUS']",-6.845680406
"['PPIACO', 'HOUST', 'EXCHUS']",-6.848502495
"['FEDFUNDS', 'EXKOUS', '한국실업률']",-6.856552993
"['NEWORDER', 'FEDFUNDS', 'TOTALSA']",-6.860884804
"['EXCHUS', '정책금리', 'LRUNTTTTKRM156S']",-6.885675923
"['INDPRO', 'HOUST', 'FEDFUNDS']",-6.896926743
"['RMFSL', '서울아파트매매가격지수', 'GACDFSA066MSFRBPHI']",-6.896983293
"['CPIAUCSL', 'EXCHUS', '한국실업률']",-6.900693269
"['Volume', 'FEDFUNDS', 'EXKOUS']",-6.90152959
"['RMFSL', '서울아파트매매가격지수', 'EXKOUS']",-6.904152704
"['HSN1F', 'FEDFUNDS', '환율평균']",-6.905348066
"['TCU', 'EXCHUS', '한국실업률']",-6.906402746
"['TOTALSA', 'EXCHUS', 'XTIMVA01KRM667S']",-6.906441495
"['T10Y2YM', 'PPIACO', 'EXJPUS']",-6.915698672
"['PPIACO', 'HSN1F', 'EXJPUS']",-6.916643519
"['CSUSHPINSA', 'INDPRO', 'FEDFUNDS']",-6.917535203
"['INDPRO', '서울아파트매매가격지수', 'EXCHUS']",-6.918164128
"['PPIACO', 'EXCHUS', 'XTEXVA01CNM667S']",-6.938249855
"['NEWORDER', 'LREMTTTTUSM156S', 'UNRATENSA']",-6.945916255
"['ISM_PMI_Actual', 'FEDFUNDS', 'XTIMVA01KRM667S']",-6.966265632
"['HSN1F', 'AMBNS', 'EXCHUS']",-6.969456381
"['DGORDER', '서울아파트매매가격지수', 'IR3TCD01KRM156N']",-6.975804347
"['DGORDER', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.97581478
"['TCU', 'EXCHUS', 'LRUNTTTTKRM156S']",-6.976598841
"['경상수지', 'NEWORDER', 'TWEXBMTH']",-7.006907476
"['EXCHUS', 'XTIMVA01KRM667S', '한국실업률']",-7.008048652
"['LREMTTTTUSM156S', 'HOUST', 'IR3TCD01KRM156N']",-7.012227012
"['DGORDER', 'CPIAUCSL', 'EXCHUS']",-7.020506454
"['T10Y2YM', 'EXCHUS', '한국실업률']",-7.021780568
"['상품수지', 'EXCHUS', 'XTEXVA01CNM667S']",-7.022352163
"['Volume', 'EXCHUS', 'IR3TCD01KRM156N']",-7.022673489
"['ISM_PMI_Actual', 'RMFSL', '서울아파트매매가격지수']",-7.024011352
"['INDPRO', 'EXCHUS', '환율평균']",-7.043663007
"['DGORDER', 'EXJPUS', 'EXCHUS']",-7.049225742
"['NEWORDER', 'CSUSHPINSA', 'LREMTTTTUSM156S']",-7.059124075
