,feature,accuracy,precision,recall
4969,"['T10Y2YM', 'HOUST', '환율평균']",0.763157895,0.4,0.25
5010,"['T10Y2YM', 'FEDFUNDS', '환율평균']",0.763157895,0.4,0.25
5018,"['T10Y2YM', 'USSLIND', 'EXCHUS']",0.763157895,0.4,0.25
5197,"['T10Y2YM', 'LRUNTTTTKRM156S', '환율평균']",0.763157895,0.4,0.25
5505,"['NEWORDER', 'RMFSL', '수출물가지수']",0.763157895,0.4,0.25
5648,"['NEWORDER', 'UMCSENT', 'EXCHUS']",0.526315789,0.307692308,1
5571,"['NEWORDER', 'HSN1F', '수출물가지수']",0.763157895,0.4,0.25
5610,"['NEWORDER', 'USSLIND', '수출물가지수']",0.763157895,0.4,0.25
5656,"['NEWORDER', 'UMCSENT', 'LRUNTTTTKRM156S']",0.763157895,0.4,0.25
5697,"['NEWORDER', '수출물가지수', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
5722,"['NEWORDER', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
5735,"['NEWORDER', 'EXCHUS', 'KORPROINDMISMEI']",0.763157895,0.4,0.25
5123,"['T10Y2YM', 'EXKOUS', 'EXCHUS']",0.5,0.296296296,1
5145,"['T10Y2YM', 'EXCHUS', '환율평균']",0.5,0.296296296,1
6908,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
6968,"['LREMTTTTUSM156S_x', 'TWEXBMTH', 'XTIMVA01KRM667S']",0.763157895,0.4,0.25
6279,"['CSUSHPINSA', 'EXKOUS', 'EXCHUS']",0.5,0.296296296,1
7097,"['LREMTTTTUSM156S_x', 'RMFSL', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
4153,"['UNRATE', 'TWEXBMTH', 'EXCHUS']",0.473684211,0.285714286,1
7359,"['LREMTTTTUSM156S_x', 'GACDFSA066MSFRBPHI', '환율평균']",0.763157895,0.4,0.25
7377,"['LREMTTTTUSM156S_x', 'LRUNTTTTKRM156S', '환율평균']",0.763157895,0.4,0.25
7433,"['LREMTTTTUSM156S_y', 'TWEXBMTH', 'XTIMVA01KRM667S']",0.763157895,0.4,0.25
5731,"['NEWORDER', 'EXCHUS', '정책금리']",0.473684211,0.285714286,1
7562,"['LREMTTTTUSM156S_y', 'RMFSL', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
5939,"['CSUSHPINSA', 'TWEXBMTH', 'EXCHUS']",0.473684211,0.285714286,1
7824,"['LREMTTTTUSM156S_y', 'GACDFSA066MSFRBPHI', '환율평균']",0.763157895,0.4,0.25
7842,"['LREMTTTTUSM156S_y', 'LRUNTTTTKRM156S', '환율평균']",0.763157895,0.4,0.25
7997,"['DGORDER', 'RMFSL', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
5967,"['CSUSHPINSA', 'UNRATENSA', 'EXCHUS']",0.473684211,0.285714286,1
8178,"['DGORDER', '수출물가지수', 'EXCHUS']",0.763157895,0.4,0.25
8182,"['DGORDER', '수출물가지수', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
8879,"['UNRATENSA', 'USSLIND', '수출물가지수']",0.763157895,0.4,0.25
9120,"['TCU', 'RMFSL', 'USSLIND']",0.763157895,0.4,0.25
9342,"['TCU', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
9555,"['INDPRO', 'USSLIND', '수출물가지수']",0.763157895,0.4,0.25
9745,"['PPIACO', 'RMFSL', 'USSLIND']",0.763157895,0.4,0.25
5994,"['CSUSHPINSA', 'TCU', 'EXCHUS']",0.473684211,0.285714286,1
9863,"['PPIACO', 'USSLIND', 'XTIMVA01KRM667S']",0.763157895,0.4,0.25
9913,"['PPIACO', '서울아파트매매가격지수', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
10025,"['PPIACO', 'XTIMVA01KRM667S', '환율평균']",0.763157895,0.4,0.25
10094,"['RMFSL', 'HSN1F', 'EXKOUS']",0.763157895,0.4,0.25
10132,"['RMFSL', 'USSLIND', 'EXJPUS']",0.763157895,0.4,0.25
10139,"['RMFSL', 'USSLIND', 'XTIMVA01KRM667S']",0.763157895,0.4,0.25
10189,"['RMFSL', '서울아파트매매가격지수', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
6209,"['CSUSHPINSA', 'UMCSENT', 'EXCHUS']",0.473684211,0.285714286,1
10243,"['RMFSL', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
10295,"['RMFSL', 'GACDFSA066MSFRBPHI', '환율평균']",0.763157895,0.4,0.25
6225,"['CSUSHPINSA', '서울아파트매매가격지수', 'EXCHUS']",0.473684211,0.285714286,1
11990,"['EXJPUS', 'EXCHUS', '정책금리']",0.763157895,0.4,0.25
12058,"['EXKOUS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0.763157895,0.4,0.25
6300,"['CSUSHPINSA', 'EXCHUS', 'IR3TCD01KRM156N']",0.473684211,0.285714286,1
12317,"['XTIMVA01KRM667S', 'LRUNTTTTKRM156S', '환율평균']",0.763157895,0.4,0.25
6991,"['LREMTTTTUSM156S_x', 'UNRATENSA', 'EXCHUS']",0.473684211,0.285714286,1
7456,"['LREMTTTTUSM156S_y', 'UNRATENSA', 'EXCHUS']",0.473684211,0.285714286,1
9000,"['UNRATENSA', 'EXCHUS', '정책금리']",0.473684211,0.285714286,1
11069,"['FEDFUNDS', '서울아파트매매가격지수', 'EXCHUS']",0.473684211,0.285714286,1
216,"['Volume', 'T10Y2YM', '수출물가지수']",0.736842105,0.375,0.375
246,"['Volume', 'NEWORDER', 'USSLIND']",0.736842105,0.375,0.375
465,"['Volume', 'UNRATENSA', 'UMCSENT']",0.736842105,0.375,0.375
633,"['Volume', 'HSN1F', 'UMCSENT']",0.736842105,0.375,0.375
978,"['ISM_PMI_Actual', 'UNRATE', 'T10Y2YM']",0.736842105,0.375,0.375
1015,"['ISM_PMI_Actual', 'T10Y2YM', 'NEWORDER']",0.736842105,0.375,0.375
1016,"['ISM_PMI_Actual', 'T10Y2YM', 'CSUSHPINSA']",0.736842105,0.375,0.375
1021,"['ISM_PMI_Actual', 'T10Y2YM', 'TWEXBMTH']",0.736842105,0.375,0.375
1022,"['ISM_PMI_Actual', 'T10Y2YM', 'UNRATENSA']",0.736842105,0.375,0.375
1024,"['ISM_PMI_Actual', 'T10Y2YM', 'INDPRO']",0.736842105,0.375,0.375
1028,"['ISM_PMI_Actual', 'T10Y2YM', 'HOUST']",0.736842105,0.375,0.375
1030,"['ISM_PMI_Actual', 'T10Y2YM', 'FEDFUNDS']",0.736842105,0.375,0.375
1033,"['ISM_PMI_Actual', 'T10Y2YM', 'UMCSENT']",0.736842105,0.375,0.375
1036,"['ISM_PMI_Actual', 'T10Y2YM', '수출물가지수']",0.736842105,0.375,0.375
1153,"['ISM_PMI_Actual', 'LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y']",0.736842105,0.375,0.375
1155,"['ISM_PMI_Actual', 'LREMTTTTUSM156S_x', 'TWEXBMTH']",0.736842105,0.375,0.375
1181,"['ISM_PMI_Actual', 'LREMTTTTUSM156S_x', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
1186,"['ISM_PMI_Actual', 'LREMTTTTUSM156S_y', 'TWEXBMTH']",0.736842105,0.375,0.375
1212,"['ISM_PMI_Actual', 'LREMTTTTUSM156S_y', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
1804,"['경상수지', 'T10Y2YM', 'INDPRO']",0.736842105,0.375,0.375
3782,"['BAA', '서울아파트매매가격지수', '한국실업률']",0.736842105,0.375,0.375
3905,"['UNRATE', 'T10Y2YM', 'NEWORDER']",0.736842105,0.375,0.375
3906,"['UNRATE', 'T10Y2YM', 'CSUSHPINSA']",0.736842105,0.375,0.375
3911,"['UNRATE', 'T10Y2YM', 'TWEXBMTH']",0.736842105,0.375,0.375
3912,"['UNRATE', 'T10Y2YM', 'UNRATENSA']",0.736842105,0.375,0.375
3914,"['UNRATE', 'T10Y2YM', 'INDPRO']",0.736842105,0.375,0.375
3916,"['UNRATE', 'T10Y2YM', 'RMFSL']",0.736842105,0.375,0.375
3918,"['UNRATE', 'T10Y2YM', 'HOUST']",0.736842105,0.375,0.375
3923,"['UNRATE', 'T10Y2YM', 'UMCSENT']",0.736842105,0.375,0.375
3926,"['UNRATE', 'T10Y2YM', '수출물가지수']",0.736842105,0.375,0.375
3927,"['UNRATE', 'T10Y2YM', 'EXJPUS']",0.736842105,0.375,0.375
3929,"['UNRATE', 'T10Y2YM', 'EXCHUS']",0.736842105,0.375,0.375
3937,"['UNRATE', 'T10Y2YM', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4058,"['UNRATE', 'LREMTTTTUSM156S_x', '서울아파트매매가격지수']",0.736842105,0.375,0.375
4089,"['UNRATE', 'LREMTTTTUSM156S_y', '서울아파트매매가격지수']",0.736842105,0.375,0.375
4162,"['UNRATE', 'TWEXBMTH', '한국실업률']",0.736842105,0.375,0.375
4571,"['T10Y2YM', 'NEWORDER', 'CSUSHPINSA']",0.736842105,0.375,0.375
4573,"['T10Y2YM', 'NEWORDER', 'LREMTTTTUSM156S_x']",0.736842105,0.375,0.375
4574,"['T10Y2YM', 'NEWORDER', 'LREMTTTTUSM156S_y']",0.736842105,0.375,0.375
4576,"['T10Y2YM', 'NEWORDER', 'TWEXBMTH']",0.736842105,0.375,0.375
4577,"['T10Y2YM', 'NEWORDER', 'UNRATENSA']",0.736842105,0.375,0.375
4579,"['T10Y2YM', 'NEWORDER', 'INDPRO']",0.736842105,0.375,0.375
4583,"['T10Y2YM', 'NEWORDER', 'HOUST']",0.736842105,0.375,0.375
4584,"['T10Y2YM', 'NEWORDER', 'HSN1F']",0.736842105,0.375,0.375
4585,"['T10Y2YM', 'NEWORDER', 'FEDFUNDS']",0.736842105,0.375,0.375
4587,"['T10Y2YM', 'NEWORDER', 'TOTALSA']",0.736842105,0.375,0.375
4610,"['T10Y2YM', 'CSUSHPINSA', 'TWEXBMTH']",0.736842105,0.375,0.375
4611,"['T10Y2YM', 'CSUSHPINSA', 'UNRATENSA']",0.736842105,0.375,0.375
4613,"['T10Y2YM', 'CSUSHPINSA', 'INDPRO']",0.736842105,0.375,0.375
4615,"['T10Y2YM', 'CSUSHPINSA', 'RMFSL']",0.736842105,0.375,0.375
4617,"['T10Y2YM', 'CSUSHPINSA', 'HOUST']",0.736842105,0.375,0.375
4618,"['T10Y2YM', 'CSUSHPINSA', 'HSN1F']",0.736842105,0.375,0.375
4622,"['T10Y2YM', 'CSUSHPINSA', 'UMCSENT']",0.736842105,0.375,0.375
4625,"['T10Y2YM', 'CSUSHPINSA', '수출물가지수']",0.736842105,0.375,0.375
4626,"['T10Y2YM', 'CSUSHPINSA', 'EXJPUS']",0.736842105,0.375,0.375
4636,"['T10Y2YM', 'CSUSHPINSA', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4673,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y']",0.736842105,0.375,0.375
4676,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'UNRATENSA']",0.736842105,0.375,0.375
4680,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'RMFSL']",0.736842105,0.375,0.375
4684,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'FEDFUNDS']",0.736842105,0.375,0.375
4691,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'EXJPUS']",0.736842105,0.375,0.375
4693,"['T10Y2YM', 'LREMTTTTUSM156S_x', 'EXCHUS']",0.736842105,0.375,0.375
4695,"['T10Y2YM', 'LREMTTTTUSM156S_x', '정책금리']",0.736842105,0.375,0.375
4707,"['T10Y2YM', 'LREMTTTTUSM156S_y', 'UNRATENSA']",0.736842105,0.375,0.375
4711,"['T10Y2YM', 'LREMTTTTUSM156S_y', 'RMFSL']",0.736842105,0.375,0.375
4715,"['T10Y2YM', 'LREMTTTTUSM156S_y', 'FEDFUNDS']",0.736842105,0.375,0.375
4722,"['T10Y2YM', 'LREMTTTTUSM156S_y', 'EXJPUS']",0.736842105,0.375,0.375
4724,"['T10Y2YM', 'LREMTTTTUSM156S_y', 'EXCHUS']",0.736842105,0.375,0.375
4726,"['T10Y2YM', 'LREMTTTTUSM156S_y', '정책금리']",0.736842105,0.375,0.375
4737,"['T10Y2YM', 'DGORDER', 'UNRATENSA']",0.736842105,0.375,0.375
4746,"['T10Y2YM', 'DGORDER', 'USSLIND']",0.736842105,0.375,0.375
4747,"['T10Y2YM', 'DGORDER', 'TOTALSA']",0.736842105,0.375,0.375
4758,"['T10Y2YM', 'DGORDER', 'GACDFSA066MSFRBPHI']",0.736842105,0.375,0.375
4764,"['T10Y2YM', 'DGORDER', 'IR3TCD01KRM156N']",0.736842105,0.375,0.375
4766,"['T10Y2YM', 'TWEXBMTH', 'UNRATENSA']",0.736842105,0.375,0.375
4767,"['T10Y2YM', 'TWEXBMTH', 'TCU']",0.736842105,0.375,0.375
4768,"['T10Y2YM', 'TWEXBMTH', 'INDPRO']",0.736842105,0.375,0.375
4773,"['T10Y2YM', 'TWEXBMTH', 'HSN1F']",0.736842105,0.375,0.375
4777,"['T10Y2YM', 'TWEXBMTH', 'UMCSENT']",0.736842105,0.375,0.375
4780,"['T10Y2YM', 'TWEXBMTH', '수출물가지수']",0.736842105,0.375,0.375
4781,"['T10Y2YM', 'TWEXBMTH', 'EXJPUS']",0.736842105,0.375,0.375
4791,"['T10Y2YM', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4795,"['T10Y2YM', 'UNRATENSA', 'TCU']",0.736842105,0.375,0.375
4796,"['T10Y2YM', 'UNRATENSA', 'INDPRO']",0.736842105,0.375,0.375
4798,"['T10Y2YM', 'UNRATENSA', 'RMFSL']",0.736842105,0.375,0.375
4800,"['T10Y2YM', 'UNRATENSA', 'HOUST']",0.736842105,0.375,0.375
4805,"['T10Y2YM', 'UNRATENSA', 'UMCSENT']",0.736842105,0.375,0.375
4808,"['T10Y2YM', 'UNRATENSA', '수출물가지수']",0.736842105,0.375,0.375
4809,"['T10Y2YM', 'UNRATENSA', 'EXJPUS']",0.736842105,0.375,0.375
4811,"['T10Y2YM', 'UNRATENSA', 'EXCHUS']",0.736842105,0.375,0.375
4819,"['T10Y2YM', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4823,"['T10Y2YM', 'TCU', 'INDPRO']",0.736842105,0.375,0.375
4825,"['T10Y2YM', 'TCU', 'RMFSL']",0.736842105,0.375,0.375
4827,"['T10Y2YM', 'TCU', 'HOUST']",0.736842105,0.375,0.375
4829,"['T10Y2YM', 'TCU', 'FEDFUNDS']",0.736842105,0.375,0.375
4832,"['T10Y2YM', 'TCU', 'UMCSENT']",0.736842105,0.375,0.375
4835,"['T10Y2YM', 'TCU', '수출물가지수']",0.736842105,0.375,0.375
4853,"['T10Y2YM', 'INDPRO', 'HOUST']",0.736842105,0.375,0.375
4855,"['T10Y2YM', 'INDPRO', 'FEDFUNDS']",0.736842105,0.375,0.375
4856,"['T10Y2YM', 'INDPRO', 'USSLIND']",0.736842105,0.375,0.375
4857,"['T10Y2YM', 'INDPRO', 'TOTALSA']",0.736842105,0.375,0.375
4858,"['T10Y2YM', 'INDPRO', 'UMCSENT']",0.736842105,0.375,0.375
4861,"['T10Y2YM', 'INDPRO', '수출물가지수']",0.736842105,0.375,0.375
4862,"['T10Y2YM', 'INDPRO', 'EXJPUS']",0.736842105,0.375,0.375
4864,"['T10Y2YM', 'INDPRO', 'EXCHUS']",0.736842105,0.375,0.375
4866,"['T10Y2YM', 'INDPRO', '정책금리']",0.736842105,0.375,0.375
4872,"['T10Y2YM', 'INDPRO', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4874,"['T10Y2YM', 'INDPRO', 'IR3TCD01KRM156N']",0.736842105,0.375,0.375
4875,"['T10Y2YM', 'INDPRO', '환율평균']",0.736842105,0.375,0.375
4894,"['T10Y2YM', 'PPIACO', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
4902,"['T10Y2YM', 'RMFSL', 'HOUST']",0.736842105,0.375,0.375
4904,"['T10Y2YM', 'RMFSL', 'FEDFUNDS']",0.736842105,0.375,0.375
4905,"['T10Y2YM', 'RMFSL', 'USSLIND']",0.736842105,0.375,0.375
4907,"['T10Y2YM', 'RMFSL', 'UMCSENT']",0.736842105,0.375,0.375
4910,"['T10Y2YM', 'RMFSL', '수출물가지수']",0.736842105,0.375,0.375
4912,"['T10Y2YM', 'RMFSL', 'EXKOUS']",0.736842105,0.375,0.375
4952,"['T10Y2YM', 'HOUST', 'UMCSENT']",0.736842105,0.375,0.375
4956,"['T10Y2YM', 'HOUST', 'EXJPUS']",0.736842105,0.375,0.375
4958,"['T10Y2YM', 'HOUST', 'EXCHUS']",0.736842105,0.375,0.375
4963,"['T10Y2YM', 'HOUST', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
4966,"['T10Y2YM', 'HOUST', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
4968,"['T10Y2YM', 'HOUST', 'IR3TCD01KRM156N']",0.736842105,0.375,0.375
4973,"['T10Y2YM', 'HSN1F', 'UMCSENT']",0.736842105,0.375,0.375
4993,"['T10Y2YM', 'FEDFUNDS', 'UMCSENT']",0.736842105,0.375,0.375
4997,"['T10Y2YM', 'FEDFUNDS', 'EXJPUS']",0.736842105,0.375,0.375
5007,"['T10Y2YM', 'FEDFUNDS', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
5050,"['T10Y2YM', 'UMCSENT', '수출물가지수']",0.736842105,0.375,0.375
5051,"['T10Y2YM', 'UMCSENT', 'EXJPUS']",0.736842105,0.375,0.375
5061,"['T10Y2YM', 'UMCSENT', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
5066,"['T10Y2YM', '서울아파트매매가격지수', '수출물가지수']",0.736842105,0.375,0.375
5073,"['T10Y2YM', '서울아파트매매가격지수', 'GACDFSA066MSFRBPHI']",0.736842105,0.375,0.375
5096,"['T10Y2YM', '수출물가지수', 'EXJPUS']",0.736842105,0.375,0.375
5106,"['T10Y2YM', '수출물가지수', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
5268,"['NEWORDER', 'LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y']",0.736842105,0.375,0.375
5270,"['NEWORDER', 'LREMTTTTUSM156S_x', 'TWEXBMTH']",0.736842105,0.375,0.375
5275,"['NEWORDER', 'LREMTTTTUSM156S_x', 'RMFSL']",0.736842105,0.375,0.375
5279,"['NEWORDER', 'LREMTTTTUSM156S_x', 'FEDFUNDS']",0.736842105,0.375,0.375
5286,"['NEWORDER', 'LREMTTTTUSM156S_x', 'EXJPUS']",0.736842105,0.375,0.375
5296,"['NEWORDER', 'LREMTTTTUSM156S_x', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
5301,"['NEWORDER', 'LREMTTTTUSM156S_y', 'TWEXBMTH']",0.736842105,0.375,0.375
5306,"['NEWORDER', 'LREMTTTTUSM156S_y', 'RMFSL']",0.736842105,0.375,0.375
5310,"['NEWORDER', 'LREMTTTTUSM156S_y', 'FEDFUNDS']",0.736842105,0.375,0.375
5317,"['NEWORDER', 'LREMTTTTUSM156S_y', 'EXJPUS']",0.736842105,0.375,0.375
5327,"['NEWORDER', 'LREMTTTTUSM156S_y', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
11604,"['UMCSENT', 'EXCHUS', 'IR3TCD01KRM156N']",0.473684211,0.285714286,1
5914,"['CSUSHPINSA', 'DGORDER', 'GACDFSA066MSFRBPHI']",0.736842105,0.375,0.375
6024,"['CSUSHPINSA', 'INDPRO', 'GACDFSA066MSFRBPHI']",0.736842105,0.375,0.375
6886,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'TWEXBMTH']",0.736842105,0.375,0.375
6891,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'RMFSL']",0.736842105,0.375,0.375
6895,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'FEDFUNDS']",0.736842105,0.375,0.375
6902,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'EXJPUS']",0.736842105,0.375,0.375
6904,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'EXCHUS']",0.736842105,0.375,0.375
6906,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', '정책금리']",0.736842105,0.375,0.375
6912,"['LREMTTTTUSM156S_x', 'LREMTTTTUSM156S_y', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
6916,"['LREMTTTTUSM156S_x', 'DGORDER', 'TWEXBMTH']",0.736842105,0.375,0.375
6942,"['LREMTTTTUSM156S_x', 'DGORDER', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
6958,"['LREMTTTTUSM156S_x', 'TWEXBMTH', '서울아파트매매가격지수']",0.736842105,0.375,0.375
6961,"['LREMTTTTUSM156S_x', 'TWEXBMTH', 'EXJPUS']",0.736842105,0.375,0.375
6963,"['LREMTTTTUSM156S_x', 'TWEXBMTH', 'EXCHUS']",0.736842105,0.375,0.375
6965,"['LREMTTTTUSM156S_x', 'TWEXBMTH', '정책금리']",0.736842105,0.375,0.375
6986,"['LREMTTTTUSM156S_x', 'UNRATENSA', '서울아파트매매가격지수']",0.736842105,0.375,0.375
6999,"['LREMTTTTUSM156S_x', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7005,"['LREMTTTTUSM156S_x', 'TCU', 'RMFSL']",0.736842105,0.375,0.375
7084,"['LREMTTTTUSM156S_x', 'RMFSL', 'FEDFUNDS']",0.736842105,0.375,0.375
7087,"['LREMTTTTUSM156S_x', 'RMFSL', 'UMCSENT']",0.736842105,0.375,0.375
7098,"['LREMTTTTUSM156S_x', 'RMFSL', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
7159,"['LREMTTTTUSM156S_x', 'HSN1F', 'EXCHUS']",0.736842105,0.375,0.375
7177,"['LREMTTTTUSM156S_x', 'FEDFUNDS', 'EXJPUS']",0.736842105,0.375,0.375
7179,"['LREMTTTTUSM156S_x', 'FEDFUNDS', 'EXCHUS']",0.736842105,0.375,0.375
7184,"['LREMTTTTUSM156S_x', 'FEDFUNDS', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
7187,"['LREMTTTTUSM156S_x', 'FEDFUNDS', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7198,"['LREMTTTTUSM156S_x', 'USSLIND', 'EXCHUS']",0.736842105,0.375,0.375
7216,"['LREMTTTTUSM156S_x', 'TOTALSA', 'EXCHUS']",0.736842105,0.375,0.375
7293,"['LREMTTTTUSM156S_x', 'EXJPUS', '정책금리']",0.736842105,0.375,0.375
7299,"['LREMTTTTUSM156S_x', 'EXJPUS', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7303,"['LREMTTTTUSM156S_x', 'EXKOUS', 'EXCHUS']",0.736842105,0.375,0.375
7320,"['LREMTTTTUSM156S_x', 'EXCHUS', 'KORPROINDMISMEI']",0.736842105,0.375,0.375
7325,"['LREMTTTTUSM156S_x', 'EXCHUS', '환율평균']",0.736842105,0.375,0.375
7341,"['LREMTTTTUSM156S_x', '정책금리', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7381,"['LREMTTTTUSM156S_y', 'DGORDER', 'TWEXBMTH']",0.736842105,0.375,0.375
7407,"['LREMTTTTUSM156S_y', 'DGORDER', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7423,"['LREMTTTTUSM156S_y', 'TWEXBMTH', '서울아파트매매가격지수']",0.736842105,0.375,0.375
7426,"['LREMTTTTUSM156S_y', 'TWEXBMTH', 'EXJPUS']",0.736842105,0.375,0.375
7428,"['LREMTTTTUSM156S_y', 'TWEXBMTH', 'EXCHUS']",0.736842105,0.375,0.375
7430,"['LREMTTTTUSM156S_y', 'TWEXBMTH', '정책금리']",0.736842105,0.375,0.375
7451,"['LREMTTTTUSM156S_y', 'UNRATENSA', '서울아파트매매가격지수']",0.736842105,0.375,0.375
7464,"['LREMTTTTUSM156S_y', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7470,"['LREMTTTTUSM156S_y', 'TCU', 'RMFSL']",0.736842105,0.375,0.375
7549,"['LREMTTTTUSM156S_y', 'RMFSL', 'FEDFUNDS']",0.736842105,0.375,0.375
7552,"['LREMTTTTUSM156S_y', 'RMFSL', 'UMCSENT']",0.736842105,0.375,0.375
7563,"['LREMTTTTUSM156S_y', 'RMFSL', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
7624,"['LREMTTTTUSM156S_y', 'HSN1F', 'EXCHUS']",0.736842105,0.375,0.375
7642,"['LREMTTTTUSM156S_y', 'FEDFUNDS', 'EXJPUS']",0.736842105,0.375,0.375
7644,"['LREMTTTTUSM156S_y', 'FEDFUNDS', 'EXCHUS']",0.736842105,0.375,0.375
7649,"['LREMTTTTUSM156S_y', 'FEDFUNDS', 'XTIMVA01KRM667S']",0.736842105,0.375,0.375
7652,"['LREMTTTTUSM156S_y', 'FEDFUNDS', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7663,"['LREMTTTTUSM156S_y', 'USSLIND', 'EXCHUS']",0.736842105,0.375,0.375
7681,"['LREMTTTTUSM156S_y', 'TOTALSA', 'EXCHUS']",0.736842105,0.375,0.375
7758,"['LREMTTTTUSM156S_y', 'EXJPUS', '정책금리']",0.736842105,0.375,0.375
7764,"['LREMTTTTUSM156S_y', 'EXJPUS', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7768,"['LREMTTTTUSM156S_y', 'EXKOUS', 'EXCHUS']",0.736842105,0.375,0.375
7785,"['LREMTTTTUSM156S_y', 'EXCHUS', 'KORPROINDMISMEI']",0.736842105,0.375,0.375
7790,"['LREMTTTTUSM156S_y', 'EXCHUS', '환율평균']",0.736842105,0.375,0.375
7806,"['LREMTTTTUSM156S_y', '정책금리', 'LRUNTTTTKRM156S']",0.736842105,0.375,0.375
7929,"['DGORDER', 'TCU', '환율평균']",0.736842105,0.375,0.375
11605,"['UMCSENT', 'EXCHUS', '환율평균']",0.473684211,0.285714286,1
9753,"['PPIACO', 'RMFSL', 'EXCHUS']",0.736842105,0.375,0.375
10128,"['RMFSL', 'USSLIND', 'UMCSENT']",0.736842105,0.375,0.375
10134,"['RMFSL', 'USSLIND', 'EXCHUS']",0.736842105,0.375,0.375
11716,"['서울아파트매매가격지수', 'EXCHUS', '정책금리']",0.473684211,0.285714286,1
11724,"['서울아파트매매가격지수', 'EXCHUS', 'IR3TCD01KRM156N']",0.473684211,0.285714286,1
1454,"['ISM_PMI_Actual', 'HSN1F', '서울아파트매매가격지수']",0.447368421,0.275862069,1
1548,"['ISM_PMI_Actual', '서울아파트매매가격지수', 'EXKOUS']",0.447368421,0.275862069,1
4168,"['UNRATE', 'UNRATENSA', 'RMFSL']",0.447368421,0.275862069,1
5737,"['NEWORDER', 'EXCHUS', 'LRUNTTTTKRM156S']",0.447368421,0.275862069,1
285,"['Volume', 'CSUSHPINSA', '수출물가지수']",0.421052632,0.266666667,1
3941,"['UNRATE', 'NEWORDER', 'CSUSHPINSA']",0.421052632,0.266666667,1
3981,"['UNRATE', 'CSUSHPINSA', 'UNRATENSA']",0.421052632,0.266666667,1
4175,"['UNRATE', 'UNRATENSA', 'UMCSENT']",0.421052632,0.266666667,1
4176,"['UNRATE', 'UNRATENSA', '서울아파트매매가격지수']",0.421052632,0.266666667,1
