,bias,미국 내구재 주문,미국 생산 자원사용률,미국 신규 실업수당 청구건수,"미국 항공기 제외, 비국방 자본재 주문",중국 차이신 PMI Actual
2532,1,194518.0,75.64399999999999,4062000.0,61858.0,55.3
2531,1,194518.0,75.64399999999999,4062000.0,61858.0,55.3
5603,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
2530,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
2529,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
2528,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
2527,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
2526,1,194518.0,75.64399999999999,4113000.0,61858.0,55.3
5604,1,194518.0,75.64399999999999,4088000.0,61858.0,55.3
2525,1,194518.0,75.64399999999999,4088000.0,61858.0,55.3
2524,1,194518.0,75.64399999999999,4088000.0,61858.0,55.3
2523,1,194518.0,75.64399999999999,4088000.0,61858.0,55.3
2522,1,194518.0,75.64399999999999,4088000.0,61858.0,54.4
2521,1,194518.0,75.64399999999999,4088000.0,61858.0,54.4
7,1,203534.0,75.5769,3898000.0,60696.0,54.4
2520,1,203534.0,75.5769,3898000.0,60696.0,54.4
2519,1,203534.0,75.5769,3898000.0,60696.0,54.4
2518,1,203534.0,75.5769,3898000.0,60696.0,54.4
2517,1,203534.0,75.5769,3898000.0,60696.0,54.4
2516,1,203534.0,75.5769,3898000.0,60696.0,54.4
5605,1,203534.0,75.5769,3907000.0,60696.0,54.4
2515,1,203534.0,75.5769,3907000.0,60696.0,54.4
2514,1,203534.0,75.5769,3907000.0,60696.0,54.4
2513,1,203534.0,75.5769,3907000.0,60696.0,54.4
2512,1,203534.0,75.5769,3907000.0,60696.0,54.4
2511,1,203534.0,75.5769,3907000.0,60696.0,54.4
5606,1,203534.0,75.5769,3974000.0,60696.0,54.4
2510,1,203534.0,75.5769,3974000.0,60696.0,54.4
2509,1,203534.0,75.5769,3974000.0,60696.0,54.4
2508,1,203534.0,75.5769,3974000.0,60696.0,54.4
2507,1,203534.0,75.5769,3974000.0,60696.0,54.4
2506,1,203534.0,75.5769,3974000.0,60696.0,54.4
5607,1,203534.0,75.5769,3926000.0,60696.0,54.4
2505,1,203534.0,75.5769,3926000.0,60696.0,54.4
2504,1,203534.0,75.5769,3926000.0,60696.0,54.4
2503,1,203534.0,75.5769,3926000.0,60696.0,54.4
2502,1,203534.0,75.5769,3926000.0,60696.0,54.4
2501,1,203534.0,75.5769,3926000.0,60696.0,54.4
5608,1,203534.0,75.5769,3887000.0,60696.0,54.4
2500,1,203534.0,75.5769,3887000.0,60696.0,54.4
380,1,195611.0,75.2522,3887000.0,59049.0,54.5
5609,1,195611.0,75.2522,3928000.0,59049.0,54.5
2499,1,195611.0,75.2522,3928000.0,59049.0,54.5
2498,1,195611.0,75.2522,3928000.0,59049.0,54.5
2497,1,195611.0,75.2522,3928000.0,59049.0,54.5
2496,1,195611.0,75.2522,3928000.0,59049.0,54.5
2495,1,195611.0,75.2522,3928000.0,59049.0,54.5
5610,1,195611.0,75.2522,3839000.0,59049.0,54.5
2494,1,195611.0,75.2522,3839000.0,59049.0,54.5
2493,1,195611.0,75.2522,3839000.0,59049.0,54.5
2492,1,195611.0,75.2522,3839000.0,59049.0,54.5
2491,1,195611.0,75.2522,3839000.0,59049.0,54.5
2490,1,195611.0,75.2522,3839000.0,59049.0,54.5
5611,1,195611.0,75.2522,3821000.0,59049.0,54.5
2489,1,195611.0,75.2522,3821000.0,59049.0,51.5
2488,1,195611.0,75.2522,3821000.0,59049.0,51.5
2487,1,195611.0,75.2522,3821000.0,59049.0,51.5
2486,1,195611.0,75.2522,3821000.0,59049.0,51.5
2485,1,195611.0,75.2522,3821000.0,59049.0,51.5
5612,1,195611.0,75.2522,3809000.0,59049.0,51.5
2484,1,195611.0,75.2522,3809000.0,59049.0,51.5
381,1,210937.0,75.9846,3809000.0,62057.0,52.5
2483,1,210937.0,75.9846,3809000.0,62057.0,52.5
2482,1,210937.0,75.9846,3809000.0,62057.0,52.5
2481,1,210937.0,75.9846,3809000.0,62057.0,52.5
5613,1,210937.0,75.9846,3772000.0,62057.0,52.5
2480,1,210937.0,75.9846,3772000.0,62057.0,52.5
2479,1,210937.0,75.9846,3772000.0,62057.0,52.5
2478,1,210937.0,75.9846,3772000.0,62057.0,52.5
2477,1,210937.0,75.9846,3772000.0,62057.0,52.5
2476,1,210937.0,75.9846,3772000.0,62057.0,52.5
5614,1,210937.0,75.9846,3772000.0,62057.0,52.5
2475,1,210937.0,75.9846,3772000.0,62057.0,52.5
2474,1,210937.0,75.9846,3772000.0,62057.0,52.5
2473,1,210937.0,75.9846,3772000.0,62057.0,52.5
2472,1,210937.0,75.9846,3772000.0,62057.0,52.5
2471,1,210937.0,75.9846,3772000.0,62057.0,52.5
5615,1,210937.0,75.9846,3752000.0,62057.0,52.5
2470,1,210937.0,75.9846,3752000.0,62057.0,52.5
2469,1,210937.0,75.9846,3752000.0,62057.0,52.5
2468,1,210937.0,75.9846,3752000.0,62057.0,52.5
2467,1,210937.0,75.9846,3752000.0,62057.0,52.5
2466,1,210937.0,75.9846,3752000.0,62057.0,52.5
5616,1,210937.0,75.9846,3766000.0,62057.0,52.5
2465,1,210937.0,75.9846,3766000.0,62057.0,52.5
2464,1,210937.0,75.9846,3766000.0,62057.0,52.5
2463,1,210937.0,75.9846,3766000.0,62057.0,52.5
2462,1,210937.0,75.9846,3766000.0,62057.0,52.5
382,1,201546.0,75.6763,3766000.0,61957.0,51.8
5617,1,201546.0,75.6763,3756000.0,61957.0,51.8
2461,1,201546.0,75.6763,3756000.0,61957.0,51.8
2460,1,201546.0,75.6763,3756000.0,61957.0,51.8
2459,1,201546.0,75.6763,3756000.0,61957.0,51.8
2458,1,201546.0,75.6763,3756000.0,61957.0,51.8
2457,1,201546.0,75.6763,3756000.0,61957.0,51.8
5618,1,201546.0,75.6763,3751000.0,61957.0,51.8
2456,1,201546.0,75.6763,3751000.0,61957.0,51.8
2455,1,201546.0,75.6763,3751000.0,61957.0,51.8
2454,1,201546.0,75.6763,3751000.0,61957.0,51.8
2453,1,201546.0,75.6763,3751000.0,61957.0,51.8
2452,1,201546.0,75.6763,3751000.0,61957.0,51.8
5619,1,201546.0,75.6763,3717000.0,61957.0,51.8
2451,1,201546.0,75.6763,3717000.0,61957.0,51.8
2450,1,201546.0,75.6763,3717000.0,61957.0,51.8
2449,1,201546.0,75.6763,3717000.0,61957.0,51.8
2448,1,201546.0,75.6763,3717000.0,61957.0,51.8
2447,1,201546.0,75.6763,3717000.0,61957.0,51.8
5620,1,201546.0,75.6763,3796000.0,61957.0,51.8
2446,1,201546.0,75.6763,3796000.0,61957.0,51.8
2445,1,201546.0,75.6763,3796000.0,61957.0,51.8
2444,1,201546.0,75.6763,3796000.0,61957.0,51.8
2443,1,201546.0,75.6763,3796000.0,61957.0,51.8
2442,1,201546.0,75.6763,3796000.0,61957.0,51.8
5621,1,201546.0,75.6763,3834000.0,61957.0,51.8
383,1,205957.0,75.7913,3834000.0,63863.0,51.8
2441,1,205957.0,75.7913,3834000.0,63863.0,51.8
2440,1,205957.0,75.7913,3834000.0,63863.0,51.8
2439,1,205957.0,75.7913,3834000.0,63863.0,51.8
2438,1,205957.0,75.7913,3834000.0,63863.0,51.8
5622,1,205957.0,75.7913,3787000.0,63863.0,51.8
2437,1,205957.0,75.7913,3787000.0,63863.0,51.8
2436,1,205957.0,75.7913,3787000.0,63863.0,51.8
2435,1,205957.0,75.7913,3787000.0,63863.0,51.8
2434,1,205957.0,75.7913,3787000.0,63863.0,51.8
5623,1,205957.0,75.7913,3781000.0,63863.0,51.8
2433,1,205957.0,75.7913,3781000.0,63863.0,51.8
2432,1,205957.0,75.7913,3781000.0,63863.0,51.8
2431,1,205957.0,75.7913,3781000.0,63863.0,51.8
2430,1,205957.0,75.7913,3781000.0,63863.0,51.8
2429,1,205957.0,75.7913,3781000.0,63863.0,51.8
5624,1,205957.0,75.7913,3799000.0,63863.0,51.8
2428,1,205957.0,75.7913,3799000.0,63863.0,51.1
2427,1,205957.0,75.7913,3799000.0,63863.0,51.1
2426,1,205957.0,75.7913,3799000.0,63863.0,51.1
2425,1,205957.0,75.7913,3799000.0,63863.0,51.1
2424,1,205957.0,75.7913,3799000.0,63863.0,51.1
5625,1,205957.0,75.7913,3728000.0,63863.0,51.1
2423,1,205957.0,75.7913,3728000.0,63863.0,51.1
2422,1,205957.0,75.7913,3728000.0,63863.0,51.1
384,1,201861.0,75.932,3728000.0,63492.0,50.1
2421,1,201861.0,75.932,3728000.0,63492.0,50.1
2420,1,201861.0,75.932,3728000.0,63492.0,50.1
5626,1,201861.0,75.932,3750000.0,63492.0,50.1
2419,1,201861.0,75.932,3750000.0,63492.0,50.1
2418,1,201861.0,75.932,3750000.0,63492.0,50.1
2417,1,201861.0,75.932,3750000.0,63492.0,50.1
2416,1,201861.0,75.932,3750000.0,63492.0,50.1
5627,1,201861.0,75.932,3746000.0,63492.0,50.1
2415,1,201861.0,75.932,3746000.0,63492.0,50.1
2414,1,201861.0,75.932,3746000.0,63492.0,50.1
2413,1,201861.0,75.932,3746000.0,63492.0,50.1
2412,1,201861.0,75.932,3746000.0,63492.0,50.1
2411,1,201861.0,75.932,3746000.0,63492.0,50.1
5628,1,201861.0,75.932,3752000.0,63492.0,50.1
2410,1,201861.0,75.932,3752000.0,63492.0,50.1
2409,1,201861.0,75.932,3752000.0,63492.0,50.1
2408,1,201861.0,75.932,3752000.0,63492.0,50.1
2407,1,201861.0,75.932,3752000.0,63492.0,50.1
2406,1,201861.0,75.932,3752000.0,63492.0,50.1
5629,1,201861.0,75.932,3719000.0,63492.0,50.1
2405,1,201861.0,75.932,3719000.0,63492.0,50.1
2404,1,201861.0,75.932,3719000.0,63492.0,50.1
2403,1,201861.0,75.932,3719000.0,63492.0,50.1
2402,1,201861.0,75.932,3719000.0,63492.0,50.1
385,1,207547.0,76.2397,3719000.0,64870.0,48.9
5630,1,207547.0,76.2397,3733000.0,64870.0,48.9
2401,1,207547.0,76.2397,3733000.0,64870.0,48.9
2400,1,207547.0,76.2397,3733000.0,64870.0,48.9
2399,1,207547.0,76.2397,3733000.0,64870.0,48.9
2398,1,207547.0,76.2397,3733000.0,64870.0,48.9
2397,1,207547.0,76.2397,3733000.0,64870.0,48.9
5631,1,207547.0,76.2397,3724000.0,64870.0,48.9
2396,1,207547.0,76.2397,3724000.0,64870.0,48.9
2395,1,207547.0,76.2397,3724000.0,64870.0,48.9
2394,1,207547.0,76.2397,3724000.0,64870.0,48.9
2393,1,207547.0,76.2397,3724000.0,64870.0,48.9
2392,1,207547.0,76.2397,3724000.0,64870.0,48.9
5632,1,207547.0,76.2397,3734000.0,64870.0,48.9
2391,1,207547.0,76.2397,3734000.0,64870.0,48.9
2390,1,207547.0,76.2397,3734000.0,64870.0,48.9
2389,1,207547.0,76.2397,3734000.0,64870.0,48.9
2388,1,207547.0,76.2397,3734000.0,64870.0,48.9
2387,1,207547.0,76.2397,3734000.0,64870.0,48.9
5633,1,207547.0,76.2397,3741000.0,64870.0,48.9
2386,1,207547.0,76.2397,3741000.0,64870.0,48.9
2385,1,207547.0,76.2397,3741000.0,64870.0,48.9
2384,1,207547.0,76.2397,3741000.0,64870.0,48.9
2383,1,207547.0,76.2397,3741000.0,64870.0,48.9
2382,1,207547.0,76.2397,3741000.0,64870.0,48.9
5634,1,207547.0,76.2397,3676000.0,64870.0,48.9
386,1,215526.0,76.5547,3676000.0,64663.0,49.3
2381,1,215526.0,76.5547,3676000.0,64663.0,49.3
2380,1,215526.0,76.5547,3676000.0,64663.0,49.3
2379,1,215526.0,76.5547,3676000.0,64663.0,49.3
2378,1,215526.0,76.5547,3676000.0,64663.0,49.3
5635,1,215526.0,76.5547,3709000.0,64663.0,49.3
2377,1,215526.0,76.5547,3709000.0,64663.0,49.3
2376,1,215526.0,76.5547,3709000.0,64663.0,49.3
2375,1,215526.0,76.5547,3709000.0,64663.0,49.3
2374,1,215526.0,76.5547,3709000.0,64663.0,49.3
2373,1,215526.0,76.5547,3709000.0,64663.0,49.3
5636,1,215526.0,76.5547,3717000.0,64663.0,49.3
2372,1,215526.0,76.5547,3717000.0,64663.0,49.3
2371,1,215526.0,76.5547,3717000.0,64663.0,49.3
2370,1,215526.0,76.5547,3717000.0,64663.0,49.3
2369,1,215526.0,76.5547,3717000.0,64663.0,49.3
5637,1,215526.0,76.5547,3715000.0,64663.0,49.3
2368,1,215526.0,76.5547,3715000.0,64663.0,49.3
2367,1,215526.0,76.5547,3715000.0,64663.0,49.8
2366,1,215526.0,76.5547,3715000.0,64663.0,49.8
2365,1,215526.0,76.5547,3715000.0,64663.0,49.8
2364,1,215526.0,76.5547,3715000.0,64663.0,49.8
5638,1,215526.0,76.5547,3723000.0,64663.0,49.8
2363,1,215526.0,76.5547,3723000.0,64663.0,49.8
2362,1,215526.0,76.5547,3723000.0,64663.0,49.8
2361,1,215526.0,76.5547,3723000.0,64663.0,49.8
387,1,207678.0,76.4131,3723000.0,65559.0,49.9
2360,1,207678.0,76.4131,3723000.0,65559.0,49.9
5639,1,207678.0,76.4131,3759000.0,65559.0,49.9
2359,1,207678.0,76.4131,3759000.0,65559.0,49.9
2358,1,207678.0,76.4131,3759000.0,65559.0,49.9
2357,1,207678.0,76.4131,3759000.0,65559.0,49.9
2356,1,207678.0,76.4131,3759000.0,65559.0,49.9
2355,1,207678.0,76.4131,3759000.0,65559.0,49.9
5640,1,207678.0,76.4131,3758000.0,65559.0,49.9
2354,1,207678.0,76.4131,3758000.0,65559.0,49.9
2353,1,207678.0,76.4131,3758000.0,65559.0,49.9
2352,1,207678.0,76.4131,3758000.0,65559.0,49.9
5641,1,207678.0,76.4131,3747000.0,65559.0,49.9
2351,1,207678.0,76.4131,3747000.0,65559.0,49.9
2350,1,207678.0,76.4131,3747000.0,65559.0,49.9
2349,1,207678.0,76.4131,3747000.0,65559.0,49.9
2348,1,207678.0,76.4131,3747000.0,65559.0,49.4
2347,1,207678.0,76.4131,3747000.0,65559.0,49.4
5642,1,207678.0,76.4131,3707000.0,65559.0,49.4
2346,1,207678.0,76.4131,3707000.0,65559.0,49.4
2345,1,207678.0,76.4131,3707000.0,65559.0,49.4
2344,1,207678.0,76.4131,3707000.0,65559.0,49.4
2343,1,207678.0,76.4131,3707000.0,65559.0,49.4
2342,1,207678.0,76.4131,3707000.0,65559.0,49.4
388,1,208606.0,76.8067,3697000.0,67585.0,49.4
2880,1,208606.0,76.8067,3697000.0,67585.0,49.4
2341,1,208606.0,76.8067,3697000.0,67585.0,49.4
2340,1,208606.0,76.8067,3697000.0,67585.0,49.4
2339,1,208606.0,76.8067,3697000.0,67585.0,49.4
2338,1,208606.0,76.8067,3697000.0,67585.0,49.4
5643,1,208606.0,76.8067,3731000.0,67585.0,49.4
2337,1,208606.0,76.8067,3731000.0,67585.0,49.4
2336,1,208606.0,76.8067,3731000.0,67585.0,49.4
2335,1,208606.0,76.8067,3731000.0,67585.0,49.4
2334,1,208606.0,76.8067,3731000.0,67585.0,49.4
2333,1,208606.0,76.8067,3731000.0,67585.0,49.4
5644,1,208606.0,76.8067,3704000.0,67585.0,49.4
2332,1,208606.0,76.8067,3704000.0,67585.0,49.4
2331,1,208606.0,76.8067,3704000.0,67585.0,49.4
2330,1,208606.0,76.8067,3704000.0,67585.0,49.4
2329,1,208606.0,76.8067,3704000.0,67585.0,49.4
2328,1,208606.0,76.8067,3704000.0,67585.0,49.4
5645,1,208606.0,76.8067,3699000.0,67585.0,49.4
2327,1,208606.0,76.8067,3699000.0,67585.0,51.1
2326,1,208606.0,76.8067,3699000.0,67585.0,51.1
2325,1,208606.0,76.8067,3699000.0,67585.0,51.1
2324,1,208606.0,76.8067,3699000.0,67585.0,51.1
2323,1,208606.0,76.8067,3699000.0,67585.0,51.1
5646,1,208606.0,76.8067,3677000.0,67585.0,51.1
2322,1,208606.0,76.8067,3677000.0,67585.0,51.1
389,1,217018.0,76.6057,3677000.0,65081.0,51.0
2321,1,217018.0,76.6057,3677000.0,65081.0,51.0
2320,1,217018.0,76.6057,3677000.0,65081.0,51.0
2319,1,217018.0,76.6057,3677000.0,65081.0,51.0
5647,1,217018.0,76.6057,3603000.0,65081.0,51.0
2318,1,217018.0,76.6057,3603000.0,65081.0,51.0
2317,1,217018.0,76.6057,3603000.0,65081.0,51.0
2316,1,217018.0,76.6057,3603000.0,65081.0,51.0
2315,1,217018.0,76.6057,3603000.0,65081.0,51.0
2314,1,217018.0,76.6057,3603000.0,65081.0,51.0
5648,1,217018.0,76.6057,3676000.0,65081.0,51.0
2313,1,217018.0,76.6057,3676000.0,65081.0,51.0
2312,1,217018.0,76.6057,3676000.0,65081.0,51.0
2311,1,217018.0,76.6057,3676000.0,65081.0,51.0
2310,1,217018.0,76.6057,3676000.0,65081.0,51.0
2309,1,217018.0,76.6057,3676000.0,65081.0,51.0
5649,1,217018.0,76.6057,3739000.0,65081.0,51.0
2308,1,217018.0,76.6057,3739000.0,65081.0,51.0
2307,1,217018.0,76.6057,3739000.0,65081.0,51.0
2306,1,217018.0,76.6057,3739000.0,65081.0,48.0
2305,1,217018.0,76.6057,3739000.0,65081.0,48.0
2304,1,217018.0,76.6057,3739000.0,65081.0,48.0
5650,1,217018.0,76.6057,3592000.0,65081.0,48.0
2303,1,217018.0,76.6057,3592000.0,65081.0,48.0
2302,1,217018.0,76.6057,3592000.0,65081.0,48.0
2301,1,217018.0,76.6057,3592000.0,65081.0,48.0
390,1,226369.0,76.8861,3592000.0,68520.0,47.7
2300,1,226369.0,76.8861,3592000.0,68520.0,47.7
5651,1,226369.0,76.8861,3595000.0,68520.0,47.7
2299,1,226369.0,76.8861,3595000.0,68520.0,47.7
2298,1,226369.0,76.8861,3595000.0,68520.0,47.7
2297,1,226369.0,76.8861,3595000.0,68520.0,47.7
2296,1,226369.0,76.8861,3595000.0,68520.0,47.7
2295,1,226369.0,76.8861,3595000.0,68520.0,47.7
5652,1,226369.0,76.8861,3543000.0,68520.0,47.7
2294,1,226369.0,76.8861,3543000.0,68520.0,47.7
2293,1,226369.0,76.8861,3543000.0,68520.0,47.7
2292,1,226369.0,76.8861,3543000.0,68520.0,47.7
2291,1,226369.0,76.8861,3543000.0,68520.0,49.0
2290,1,226369.0,76.8861,3543000.0,68520.0,49.0
5653,1,226369.0,76.8861,3588000.0,68520.0,49.0
2289,1,226369.0,76.8861,3588000.0,68520.0,49.0
2288,1,226369.0,76.8861,3588000.0,68520.0,49.0
2287,1,226369.0,76.8861,3588000.0,68520.0,49.0
2286,1,226369.0,76.8861,3588000.0,68520.0,49.0
2285,1,226369.0,76.8861,3588000.0,68520.0,49.0
5654,1,226369.0,76.8861,3575000.0,68520.0,49.0
2284,1,226369.0,76.8861,3575000.0,68520.0,49.0
2283,1,226369.0,76.8861,3575000.0,68520.0,49.0
2282,1,226369.0,76.8861,3575000.0,68520.0,49.0
2281,1,226369.0,76.8861,3575000.0,68520.0,49.0
2280,1,226369.0,76.8861,3575000.0,68520.0,48.7
5655,1,226369.0,76.8861,3566000.0,68520.0,48.7
6,1,224023.0,77.2097,3566000.0,67740.0,48.7
2279,1,224023.0,77.2097,3566000.0,67740.0,48.7
2278,1,224023.0,77.2097,3566000.0,67740.0,48.7
2277,1,224023.0,77.2097,3566000.0,67740.0,48.7
2276,1,224023.0,77.2097,3566000.0,67740.0,48.7
2275,1,224023.0,77.2097,3566000.0,67740.0,48.7
5656,1,224023.0,77.2097,3421000.0,67740.0,48.7
2274,1,224023.0,77.2097,3421000.0,67740.0,48.7
2273,1,224023.0,77.2097,3421000.0,67740.0,48.7
2272,1,224023.0,77.2097,3421000.0,67740.0,48.7
2271,1,224023.0,77.2097,3421000.0,67740.0,48.7
2270,1,224023.0,77.2097,3421000.0,67740.0,48.7
5657,1,224023.0,77.2097,3511000.0,67740.0,48.7
2269,1,224023.0,77.2097,3511000.0,67740.0,48.7
2268,1,224023.0,77.2097,3511000.0,67740.0,48.7
2267,1,224023.0,77.2097,3511000.0,67740.0,48.7
2266,1,224023.0,77.2097,3511000.0,67740.0,48.7
2265,1,224023.0,77.2097,3511000.0,67740.0,48.8
5658,1,224023.0,77.2097,3419000.0,67740.0,48.8
2264,1,224023.0,77.2097,3419000.0,67740.0,48.8
2263,1,224023.0,77.2097,3419000.0,67740.0,48.8
2262,1,224023.0,77.2097,3419000.0,67740.0,48.8
5659,1,224023.0,77.2097,3454000.0,67740.0,48.8
2261,1,224023.0,77.2097,3454000.0,67740.0,48.8
2260,1,224023.0,77.2097,3454000.0,67740.0,48.8
391,1,226122.0,77.2402,3454000.0,69729.0,48.8
2259,1,226122.0,77.2402,3454000.0,69729.0,48.8
2258,1,226122.0,77.2402,3454000.0,69729.0,48.8
5660,1,226122.0,77.2402,3391000.0,69729.0,48.8
2257,1,226122.0,77.2402,3391000.0,69729.0,48.8
2256,1,226122.0,77.2402,3391000.0,69729.0,48.8
2255,1,226122.0,77.2402,3391000.0,69729.0,48.8
2254,1,226122.0,77.2402,3391000.0,69729.0,48.8
2253,1,226122.0,77.2402,3391000.0,69729.0,48.8
5661,1,226122.0,77.2402,3362000.0,69729.0,48.8
2252,1,226122.0,77.2402,3362000.0,69729.0,48.8
2251,1,226122.0,77.2402,3362000.0,69729.0,48.8
2250,1,226122.0,77.2402,3362000.0,69729.0,48.8
2249,1,226122.0,77.2402,3362000.0,69729.0,48.8
2248,1,226122.0,77.2402,3362000.0,69729.0,48.8
5662,1,226122.0,77.2402,3382000.0,69729.0,48.8
2247,1,226122.0,77.2402,3382000.0,69729.0,48.8
2246,1,226122.0,77.2402,3382000.0,69729.0,48.8
2245,1,226122.0,77.2402,3382000.0,69729.0,49.7
2244,1,226122.0,77.2402,3382000.0,69729.0,49.7
2243,1,226122.0,77.2402,3382000.0,69729.0,49.7
5663,1,226122.0,77.2402,3392000.0,69729.0,49.7
2242,1,226122.0,77.2402,3392000.0,69729.0,49.7
2241,1,226122.0,77.2402,3392000.0,69729.0,49.7
2240,1,226122.0,77.2402,3392000.0,69729.0,49.7
392,1,220455.0,76.7353,3392000.0,69443.0,48.1
2239,1,220455.0,76.7353,3392000.0,69443.0,48.1
5664,1,220455.0,76.7353,3367000.0,69443.0,48.1
2238,1,220455.0,76.7353,3367000.0,69443.0,48.1
2237,1,220455.0,76.7353,3367000.0,69443.0,48.1
2236,1,220455.0,76.7353,3367000.0,69443.0,48.1
2235,1,220455.0,76.7353,3367000.0,69443.0,48.1
2234,1,220455.0,76.7353,3367000.0,69443.0,48.1
5665,1,220455.0,76.7353,3353000.0,69443.0,48.1
2233,1,220455.0,76.7353,3353000.0,69443.0,48.1
2232,1,220455.0,76.7353,3353000.0,69443.0,48.1
2231,1,220455.0,76.7353,3353000.0,69443.0,48.1
2230,1,220455.0,76.7353,3353000.0,69443.0,48.1
2229,1,220455.0,76.7353,3353000.0,69443.0,48.1
5666,1,220455.0,76.7353,3342000.0,69443.0,48.1
2228,1,220455.0,76.7353,3342000.0,69443.0,48.1
2227,1,220455.0,76.7353,3342000.0,69443.0,48.1
2226,1,220455.0,76.7353,3342000.0,69443.0,48.1
2225,1,220455.0,76.7353,3342000.0,69443.0,48.1
2224,1,220455.0,76.7353,3342000.0,69443.0,48.1
5667,1,220455.0,76.7353,3336000.0,69443.0,48.1
2223,1,220455.0,76.7353,3336000.0,69443.0,48.1
2222,1,220455.0,76.7353,3336000.0,69443.0,48.1
2221,1,220455.0,76.7353,3336000.0,69443.0,48.1
2220,1,220455.0,76.7353,3336000.0,69443.0,48.1
2219,1,220455.0,76.7353,3336000.0,69443.0,48.1
5668,1,220455.0,76.7353,3286000.0,69443.0,48.1
393,1,218051.0,77.1696,3286000.0,67904.0,48.3
2218,1,218051.0,77.1696,3286000.0,67904.0,48.3
2217,1,218051.0,77.1696,3286000.0,67904.0,48.3
2216,1,218051.0,77.1696,3286000.0,67904.0,48.3
2215,1,218051.0,77.1696,3286000.0,67904.0,48.3
2214,1,218051.0,77.1696,3286000.0,67904.0,48.3
5669,1,218051.0,77.1696,3325000.0,67904.0,48.3
2213,1,218051.0,77.1696,3325000.0,67904.0,48.3
2212,1,218051.0,77.1696,3325000.0,67904.0,48.3
2211,1,218051.0,77.1696,3325000.0,67904.0,48.3
2210,1,218051.0,77.1696,3325000.0,67904.0,48.3
5670,1,218051.0,77.1696,3355000.0,67904.0,48.3
2209,1,218051.0,77.1696,3355000.0,67904.0,48.3
2208,1,218051.0,77.1696,3355000.0,67904.0,48.3
2207,1,218051.0,77.1696,3355000.0,67904.0,48.3
2206,1,218051.0,77.1696,3355000.0,67904.0,48.3
2205,1,218051.0,77.1696,3355000.0,67904.0,48.3
5671,1,218051.0,77.1696,3316000.0,67904.0,48.3
2204,1,218051.0,77.1696,3316000.0,67904.0,49.1
2203,1,218051.0,77.1696,3316000.0,67904.0,49.1
2202,1,218051.0,77.1696,3316000.0,67904.0,49.1
2201,1,218051.0,77.1696,3316000.0,67904.0,49.1
2200,1,218051.0,77.1696,3316000.0,67904.0,49.1
5672,1,218051.0,77.1696,3296000.0,67904.0,49.1
2199,1,218051.0,77.1696,3296000.0,67904.0,49.1
394,1,218474.0,77.1784,3296000.0,69087.0,49.1
2198,1,218474.0,77.1784,3296000.0,69087.0,49.3
2197,1,218474.0,77.1784,3296000.0,69087.0,49.3
2196,1,218474.0,77.1784,3296000.0,69087.0,49.3
5673,1,218474.0,77.1784,3326000.0,69087.0,49.3
2195,1,218474.0,77.1784,3326000.0,69087.0,49.3
2194,1,218474.0,77.1784,3326000.0,69087.0,49.3
2193,1,218474.0,77.1784,3326000.0,69087.0,49.3
2192,1,218474.0,77.1784,3326000.0,69087.0,49.3
2191,1,218474.0,77.1784,3326000.0,69087.0,49.3
5674,1,218474.0,77.1784,3334000.0,69087.0,49.3
2190,1,218474.0,77.1784,3334000.0,69087.0,49.3
2189,1,218474.0,77.1784,3334000.0,69087.0,49.3
2188,1,218474.0,77.1784,3334000.0,69087.0,49.3
2187,1,218474.0,77.1784,3334000.0,69087.0,49.3
2186,1,218474.0,77.1784,3334000.0,69087.0,49.3
5675,1,218474.0,77.1784,3301000.0,69087.0,49.3
2185,1,218474.0,77.1784,3301000.0,69087.0,49.3
2184,1,218474.0,77.1784,3301000.0,69087.0,49.3
2183,1,218474.0,77.1784,3301000.0,69087.0,49.3
2182,1,218474.0,77.1784,3301000.0,69087.0,48.7
2181,1,218474.0,77.1784,3301000.0,69087.0,48.7
5676,1,218474.0,77.1784,3351000.0,69087.0,48.7
2180,1,218474.0,77.1784,3351000.0,69087.0,48.7
2179,1,218474.0,77.1784,3351000.0,69087.0,48.7
2178,1,218474.0,77.1784,3351000.0,69087.0,48.7
395,1,218603.0,77.0278,3351000.0,66981.0,48.1
5677,1,218603.0,77.0278,3327000.0,66981.0,48.1
2177,1,218603.0,77.0278,3327000.0,66981.0,48.1
2176,1,218603.0,77.0278,3327000.0,66981.0,48.1
2175,1,218603.0,77.0278,3327000.0,66981.0,48.1
2174,1,218603.0,77.0278,3327000.0,66981.0,48.1
5678,1,218603.0,77.0278,3343000.0,66981.0,48.1
2173,1,218603.0,77.0278,3343000.0,66981.0,48.1
2172,1,218603.0,77.0278,3343000.0,66981.0,48.1
2171,1,218603.0,77.0278,3343000.0,66981.0,48.1
2170,1,218603.0,77.0278,3343000.0,66981.0,48.1
2169,1,218603.0,77.0278,3343000.0,66981.0,48.1
5679,1,218603.0,77.0278,3323000.0,66981.0,48.1
2168,1,218603.0,77.0278,3323000.0,66981.0,48.1
2167,1,218603.0,77.0278,3323000.0,66981.0,48.1
2166,1,218603.0,77.0278,3323000.0,66981.0,48.1
2165,1,218603.0,77.0278,3323000.0,66981.0,48.1
