,bias,미국 내구재 주문,미국 생산 자원사용률,미국 신규 실업수당 청구건수,"미국 항공기 제외, 비국방 자본재 주문",중국 차이신 PMI Actual
bias,,,,,,
미국 내구재 주문,,1.0,0.8754113583146097,-0.8716184910570719,0.8290591414523703,-0.5927683753406502
미국 생산 자원사용률,,0.8754113583146097,1.0,-0.752344570578725,0.9129958782506189,-0.6760653346898473
미국 신규 실업수당 청구건수,,-0.8716184910570719,-0.752344570578725,1.0,-0.6518637293189681,0.6346015568666317
"미국 항공기 제외, 비국방 자본재 주문",,0.8290591414523703,0.9129958782506189,-0.6518637293189681,1.0,-0.6232507958256134
중국 차이신 PMI Actual,,-0.5927683753406502,-0.6760653346898473,0.6346015568666317,-0.6232507958256134,1.0
