,Date,Open,High,Low,Close,Adj Close,Volume,Hammer,Upinclude,3UP,5days,10days,15days,5days_avgUpRate
54,1997-09-15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
55,1997-09-16,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
56,1997-09-17,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
57,1997-09-18,700.8099980000001,705.200012,700.8099980000001,701.3900150000001,701.3900150000001,0,0,0,0,-0.07754603549638506,-0.09230241323010568,-0.13121092121620825,-0.05481118661205926
58,1997-09-19,700.570007,700.570007,689.159973,689.159973,689.159973,0,0,0,0,-0.0738579792706563,-1.0,-0.1150965655400884,-0.05280917497511126
59,1997-09-22,678.77002,682.22998,666.950012,668.450012,668.450012,0,0,0,0,-0.06489640843928957,-0.03626298087342994,-0.08295311691908536,-0.03644252997634769
60,1997-09-23,666.5599980000001,666.5599980000001,654.369995,654.369995,654.369995,0,0,0,0,-0.01109465601337678,-0.03719603005330341,-0.05148463752528876,-0.017928686659907277
61,1997-09-24,653.299988,658.580017,645.469971,655.75,655.75,0,0,0,0,-0.01651546626000766,-0.06909645139153653,-0.07778880670987409,-0.0232985177277925
62,1997-09-25,655.219971,658.780029,643.3099980000001,647.0,647.0,0,0,0,0,-0.015996871715610483,-0.05817622102009279,-0.10471406491499224,-0.013289023493044994
63,1997-09-26,644.380005,645.960022,637.289978,638.26001,638.26001,0,0,0,0,-1.0,-0.04452728128776229,-0.08267793559555758,-0.1997775329837758
64,1997-09-29,625.4400019999999,633.02002,622.030029,625.070007,625.070007,0,0,0,0,0.030620594150504443,-0.019309848280722353,-0.0950773374733368,-0.17676740679064445
65,1997-09-30,623.929993,647.1099849999999,623.3099980000001,647.1099849999999,647.1099849999999,0,0,1,0,-0.026394208706267963,-0.04084312189990391,-0.12402838908443048,-0.21008480250849465
66,1997-10-01,646.8599849999999,654.049988,644.919983,644.919983,644.919983,0,0,0,0,-0.05346396748261417,-0.06230229184881675,-0.06760524894450348,-0.2180952231402637
67,1997-10-02,644.4400019999999,647.700012,633.700012,636.650024,636.650024,0,0,0,0,-0.04286505610812652,-0.09015946255583585,-0.051189860632126494,-0.21651144459864186
68,1997-10-03,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
69,1997-10-06,644.679993,655.039978,644.130005,644.210022,644.210022,0,0,0,0,-0.04844696750153943,-0.12196334163829559,-0.17655740692590471,-0.046065743137414294
70,1997-10-07,642.25,642.25,629.460022,630.030029,630.030029,0,0,0,0,-0.014840619604815752,-0.10028101850999238,-0.21387874196072643,-0.027563809343443248
71,1997-10-08,627.679993,627.799988,610.1900019999999,610.4400019999999,610.4400019999999,0,0,0,0,-0.009337546657042117,-0.014940035007731889,-0.17004125984522211,0.001775763377970918
72,1997-10-09,607.48999,616.539978,601.130005,609.3599849999999,609.3599849999999,0,0,0,0,-0.04941247495928036,-0.008697628873677754,-0.2039516887542262,-0.006331205026532771
73,1997-10-10,612.820007,616.97998,607.3900150000001,609.840027,609.840027,0,0,0,0,-0.039928564741454564,-0.06383650183066769,-0.22801064515891467,-0.015099094831963278
74,1997-10-13,618.219971,619.340027,611.830017,613.0,613.0,0,0,0,0,-0.07725935562805863,-0.134633,-0.1653181011419249,-0.035628062642740765
75,1997-10-14,619.669983,627.330017,617.22998,620.679993,620.679993,0,0,0,0,-0.08672748857236001,-0.2020364687347026,-0.1265547285008105,-0.06490623067336401
76,1997-10-15,621.5,621.51001,602.820007,604.73999,604.73999,0,0,0,0,-0.005655294930966948,-0.16221843539733494,-0.08102655820727189,-0.041389676247472806
77,1997-10-16,598.130005,598.130005,573.429993,579.25,579.25,0,0,0,0,0.04283124384980597,-0.16257231419939577,-0.04381528700906345,0.00936037496763049
78,1997-10-17,577.869995,592.840027,564.469971,585.48999,585.48999,0,0,0,0,-0.02490224811529229,-0.19590425619402996,-0.11931883754323458,-0.006377557710252191
79,1997-10-20,584.590027,585.400024,561.0,565.6400150000001,565.6400150000001,0,0,0,0,-0.06217743276171872,-0.09543174027389145,-0.07128209979981703,0.01605609532416121
80,1997-10-21,559.77002,582.849976,554.580017,566.849976,566.849976,0,0,0,0,-0.12625911622160846,-0.04360937116807784,-0.07892739330379728,-0.011364535014110722
81,1997-10-22,569.469971,601.929993,569.469971,601.320007,601.320007,0,0,0,0,-0.15745358693844347,-0.07579993426029474,-0.13940999139248667,-0.09952773083101488
82,1997-10-23,602.98999,614.619995,593.960022,604.0599980000001,604.0599980000001,0,0,0,0,-0.19696720755212138,-0.08308777797929945,-0.14003580319847642,-0.1430056770619002
83,1997-10-24,596.330017,596.330017,569.799988,570.909973,570.909973,0,0,0,0,-0.17536909273784929,-0.09682781982160271,-0.08915584839503243,-0.12831791396994915
84,1997-10-27,549.3099980000001,557.570007,529.119995,530.469971,530.469971,0,0,0,0,-0.03545906088621931,-0.009708304487606845,-0.06313262169556422,-0.06895766056472966
85,1997-10-28,522.3900150000001,522.3900150000001,492.299988,495.27999900000003,495.27999900000003,0,0,0,0,0.09459296982432752,0.054171349649029255,-0.0012518070611610144,0.016112108334905707
86,1997-10-29,500.049988,519.070007,486.64001500000006,506.64001500000006,506.64001500000006,0,0,0,0,0.09691294320682498,0.02141555084234703,-0.007993879046446994,0.012711163369123035
87,1997-10-30,499.64999400000005,502.19000199999994,480.540009,485.079987,485.079987,0,0,0,0,0.14181168022501822,0.0708954913037878,0.006864882265283034,0.08608479986621234
88,1997-10-31,476.079987,476.94000199999994,462.829987,470.790009,470.790009,0,0,0,0,0.09524415374753636,0.10454767530973652,0.07493786470732022,0.13809976753351183
89,1997-11-03,497.10998499999994,517.679993,487.670013,511.660004,511.660004,0,0,0,0,0.026697421907536878,-0.02869091366383203,-0.11925886042091327,0.05253097015572088
90,1997-11-04,514.080017,542.8599849999999,514.080017,542.130005,542.130005,0,0,0,0,-0.036928448555434645,-0.08756202490581566,-0.18914284037829632,-0.01401141521395779
91,1997-11-05,547.330017,565.159973,546.299988,555.73999,555.73999,0,0,0,1,-0.0688271506248812,-0.09563823902613167,-0.21060204431212515,-0.05192355079575961
92,1997-11-06,555.210022,558.25,544.530029,553.869995,553.869995,0,0,0,0,-0.06210848088999665,-0.118186562895504,-0.2180475383939151,-0.0611443185327273
93,1997-11-07,554.380005,554.73999,514.9400019999999,515.630005,515.630005,0,0,0,0,0.008494472698500122,-0.018540422216119734,-0.20115198881802854,0.01018169530301094
94,1997-11-10,501.450012,526.599976,501.450012,525.320007,525.320007,0,0,0,0,-0.05394806141468733,-0.1421609514293637,-0.25157999169827927,-0.019241630749464278
95,1997-11-11,521.619995,537.950012,509.42999299999997,522.1099849999999,522.1099849999999,0,0,0,0,-0.0525750929662836,-0.15805096889690773,-0.27817891665105765,-0.023726778180654762
96,1997-11-12,521.330017,521.330017,507.22000099999997,517.48999,517.48999,0,0,0,0,-0.028792815876496514,-0.1522541102679107,-0.26701964225433616,-0.020769467637432017
97,1997-11-13,521.460022,529.780029,515.570007,519.469971,519.469971,0,0,0,0,-0.05979165059379332,-0.16626555878434024,-0.21879989093729535,-0.036460174903931095
98,1997-11-14,519.1400150000001,522.76001,509.52999900000003,520.01001,520.01001,0,0,0,0,-0.02680718203866872,-0.20788062522104134,-0.1651699262481504,-0.04282226336373771
99,1997-11-17,517.650024,526.119995,495.410004,496.98001100000005,496.98001100000005,0,0,0,0,-0.09324317874828969,-0.20890177613199823,-0.16529844698321283,-0.017115388167996314
100,1997-11-18,489.69000199999994,500.48999000000003,476.299988,494.660004,494.660004,0,0,0,0,-0.11132900892468356,-0.23812317156735396,-0.21562285840275863,-0.034771358632018946
101,1997-11-19,494.73999000000003,502.589996,482.950012,502.589996,502.589996,0,0,0,0,-0.12712147975185717,-0.24528939887613677,-0.2044210804386961,-0.07542527607334222
102,1997-11-20,504.94000199999994,505.709991,475.85998499999994,488.410004,488.410004,0,0,0,0,-0.11324501453086544,-0.16912021728367388,-0.22734998892446923,-0.071231130638348
103,1997-11-21,493.42999299999997,506.07000700000003,483.23999000000003,506.07000700000003,506.07000700000003,0,0,0,0,-0.1860612201821319,-0.1421740292939352,-0.30705240747452556,-0.1408540308930027
104,1997-11-24,477.089996,477.089996,450.01000999999997,450.64001500000006,450.64001500000006,0,0,0,0,-0.12755194631351152,-0.07946482071726368,-0.14388430863158053,-0.060687044402836676
105,1997-11-25,441.660004,448.10998499999994,423.69000199999994,439.589996,439.589996,0,0,0,0,-0.14267840845040514,-0.11735934955171268,-0.08037031397775474,-0.06561111959426835
106,1997-11-26,436.450012,444.32000700000003,429.51000999999997,438.700012,438.700012,0,0,0,0,-0.13537727917819165,-0.08855711177869763,-0.046067976857042,-0.0907909950091362
107,1997-11-27,439.049988,445.55999800000006,432.829987,433.10000599999995,433.10000599999995,0,0,0,0,-0.06301086959578561,-0.12867700352791023,-1.0,-0.09163704837261069
108,1997-11-28,430.25,430.25,407.22000099999997,411.910004,411.910004,0,0,0,0,0.05391952315875281,-0.14864900197956832,-0.03614870931855296,-0.03412397335219861
109,1997-12-01,405.519989,412.149994,393.160004,393.160004,393.160004,0,0,0,0,0.05511746561076958,-0.018720154453961246,0.007376116518708731,0.022962637369390214
110,1997-12-02,389.119995,389.119995,367.339996,376.869995,376.869995,0,0,0,0,0.029532743778129644,0.07267762189452087,-0.02788762740318451,0.07308621266068158
111,1997-12-03,369.01001,379.450012,356.820007,379.309998,379.309998,0,0,0,0,0.054150979695504864,0.10329280062899882,-0.07344912115920554,0.0770135228547284
112,1997-12-04,383.059998,406.01001,383.059998,405.809998,405.809998,0,0,0,0,-0.07008206584402588,-1.0,-1.0,-0.007333484671809209
113,1997-12-05,417.429993,436.5,417.429993,434.119995,434.119995,0,0,0,1,-0.19220492711928638,-0.08546025621326192,-0.13583802100615072,-0.11050861363803346
114,1997-12-08,432.77999900000003,438.549988,414.630005,414.829987,414.829987,0,0,0,0,-0.06998047371151117,-0.045247425664046825,-1.0,-0.08314247205084531
115,1997-12-09,410.130005,410.130005,387.929993,388.0,388.0,0,0,0,0,0.04190724226804132,-0.05577323453608252,-1.0,-0.0113608288659794
116,1997-12-10,396.329987,405.459991,380.459991,399.850006,399.850006,0,0,0,0,0.04661744084105379,-0.12104537520001935,-1.0,-0.0313367778216314
117,1997-12-11,398.059998,398.059998,376.190002,377.369995,377.369995,0,0,0,0,-1.0,-1.0,-1.0,-0.1736333033048906
118,1997-12-12,362.649994,362.649994,350.679993,350.679993,350.679993,0,0,0,0,0.13214325574598718,0.06977871988265938,-1.0,-0.0843104773302537
119,1997-12-15,367.040009,385.950012,367.040009,385.799988,385.799988,0,0,0,0,0.026594116949531843,-1.0,0.02770866338129596,-0.16234834771430826
120,1997-12-16,393.920013,413.119995,393.920013,404.26001,404.26001,0,0,0,0,-0.09375160555702755,-1.0,0.005145168823401436,-0.21934897196485004
121,1997-12-17,404.480011,422.51998899999995,398.97000099999997,418.48999,418.48999,0,0,0,1,-0.16019493799600792,-1.0,-0.021673103817847594,-0.2779325574788539
122,1997-12-18,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,inf,inf
123,1997-12-19,416.109985,420.14001500000006,396.589996,397.019989,397.019989,0,0,0,0,-0.055085375059037656,-1.0,0.04276865515705808,-0.24990175293163902
124,1997-12-22,402.119995,409.040009,395.440002,396.059998,396.059998,0,0,0,0,-1.0,0.0010856738932771837,0.15184571606244357,-0.44808362545111163
125,1997-12-23,391.269989,391.269989,366.320007,366.359985,366.359985,0,0,0,0,-1.0,0.10912766851434386,0.26580415161879656,-0.6033409565730821
126,1997-12-24,361.320007,361.320007,343.320007,351.450012,351.450012,0,0,0,0,-1.0,0.1649452241304803,0.35191346927596623,-0.7865130282027135
127,1997-12-25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,inf,inf,inf
128,1997-12-26,359.649994,376.839996,359.649994,375.149994,375.149994,0,0,0,0,-1.0,0.10355859421924984,0.3010796049752835,-1.0
129,1997-12-29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
130,1997-12-30,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
131,1997-12-31,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
132,1998-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
133,1998-01-02,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
134,1998-01-05,389.079987,403.929993,389.079987,396.48999,396.48999,0,0,0,0,0.150596543433543,0.3336276661108142,0.308078458676851,0.06429925860171153
135,1998-01-06,396.839996,406.390015,395.890015,406.339996,406.339996,0,0,0,0,0.1412609995694345,0.3130629356013479,-1.0,0.06675199455384159
136,1998-01-07,407.690002,424.01000999999997,407.22000099999997,409.420013,409.420013,0,0,0,0,0.1604953102280322,0.23750668729523006,-1.0,0.09082601098935542
137,1998-01-08,409.880005,424.80999800000006,403.079987,423.959991,423.959991,0,0,0,0,0.19346169860636686,0.14159354720809025,-1.0,0.09210777768886214
138,1998-01-09,420.76998899999995,420.920013,408.309998,414.0,414.0,0,0,0,0,0.1789855217391303,0.17599030193236698,0.34862322946859914,0.15417875555555566
139,1998-01-12,447.07000700000003,461.55999800000006,444.07000700000003,456.200012,456.200012,0,0,0,0,0.15907498047150437,0.13686979692582746,0.19175795418435881,0.07922839423336096
140,1998-01-13,456.0,466.589996,450.01000999999997,463.73999000000003,463.73999000000003,0,0,0,0,0.15053693773530274,-1.0,0.18646231479842812,0.09178853865934648
141,1998-01-14,466.0,482.839996,463.80999800000006,475.130005,475.130005,0,0,0,1,0.0663607826662096,-1.0,0.15185322593970896,0.07888788416972332
142,1998-01-15,479.549988,506.51998899999995,479.549988,505.98001100000005,505.98001100000005,0,0,0,1,-0.043460256377598316,-1.0,0.04361827843037047,0.004415175602658294
143,1998-01-16,512.27002,532.429993,485.829987,488.10000599999995,488.10000599999995,0,0,0,0,-0.00254050601261413,0.1438844706754625,0.10725262314379091,0.04070065797130944
144,1998-01-19,502.30999800000006,528.799988,502.30999800000006,528.77002,528.77002,0,0,0,0,-0.019157676526365797,0.028197462859183897,0.04816833223638506,-0.04317571484101919
145,1998-01-20,529.25,543.460022,520.48999,533.549988,533.549988,0,0,0,0,-1.0,0.031224879345325807,0.015406301536642575,-0.25174771290595543
146,1998-01-21,529.820007,529.820007,504.07000700000003,506.660004,506.660004,0,0,0,0,-1.0,0.08017215623753882,0.02660563473251787,-0.41203569326936645
147,1998-01-22,503.98999000000003,510.869995,483.98999000000003,483.98999000000003,483.98999000000003,0,0,0,0,-1.0,0.09103493648701266,0.05888551538018372,-0.5844955388436857
148,1998-01-23,483.47000099999997,492.670013,474.47000099999997,486.85998499999994,486.85998499999994,0,0,0,0,0.14679791768058337,0.11007276968962665,0.03972400196331627,-0.5575853160329041
149,1998-01-26,512.6099849999999,522.5,512.130005,518.6400150000001,518.6400150000001,0,0,0,0,0.048280073414697755,0.06864101104886777,-0.08032547199428874,-0.5750385708283616
150,1998-01-27,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
151,1998-01-28,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
152,1998-01-29,0.0,0.0,0.0,0.0,0.0,0,0,0,0,inf,inf,inf,inf
153,1998-01-30,528.47998,558.340027,528.47998,558.330017,558.330017,0,0,0,0,-0.0320240797657132,-0.09336772771075996,-0.0648362274958969,-0.029366159262040982
154,1998-02-02,556.580017,556.580017,534.3900150000001,543.679993,543.679993,0,0,0,0,0.019423184843956776,-0.12268242874260027,-0.0011403675102679145,0.0006732180781204633
155,1998-02-03,547.700012,564.130005,539.679993,550.210022,550.210022,0,0,0,0,-0.015339600629811767,-0.14263646219079584,-0.01693899897737583,-0.014270939979352092
156,1998-02-04,552.969971,560.8599849999999,545.789978,547.280029,547.280029,0,0,0,0,-0.049590726066855884,-0.10881087349160323,-0.056461084568463216,-0.018911751665617694
157,1998-02-05,546.73999,549.169983,524.380005,528.049988,528.049988,0,0,0,0,-0.029466903425059754,-0.02764885206284673,-0.005813858668244132,0.010923241229199831
158,1998-02-06,539.3099980000001,553.1099849999999,534.76001,540.450012,540.450012,0,0,0,0,-0.06337311358964315,-0.03389769006055643,0.014746916131070487,-0.02494589009279178
159,1998-02-09,543.080017,557.960022,542.919983,554.23999,554.23999,0,0,0,0,-0.1393980593136197,-0.020171752673422194,0.03628389571817059,-0.07708570505711787
160,1998-02-10,554.830017,558.650024,538.369995,541.77002,541.77002,0,0,0,0,-0.1292799645871877,-0.001624314686146655,0.05374973498902724,-0.08169889540953204
161,1998-02-11,539.219971,539.219971,511.80999800000006,520.1400150000001,520.1400150000001,0,0,0,0,-0.06231015316135602,-0.007228842026314908,0.10116505841220436,-0.055973405545428
162,1998-02-12,516.5,516.5,497.26998899999995,512.48999,512.48999,0,0,0,0,0.0018732502463121303,0.024371188206036898,0.045249670144776655,-0.04150711041204911
163,1998-02-13,519.469971,529.1400150000001,506.200012,506.200012,506.200012,0,0,0,0,0.03146976021802228,0.08340570920413182,0.032299438191242036,-0.023303045674364854
164,1998-02-16,482.92999299999997,486.98999000000003,469.85998499999994,476.98001100000005,476.98001100000005,0,0,0,0,0.13853827304306043,0.20413846021736104,0.06442613797499352,0.0642374852056431
165,1998-02-17,475.880005,475.880005,462.26000999999997,471.73001100000005,471.73001100000005,0,0,0,0,0.14660929427277836,0.210204993720444,0.11411185581745831,0.10540350632896231
166,1998-02-18,475.160004,492.709991,472.619995,487.73001100000005,487.73001100000005,0,0,0,0,0.05874150319611959,0.17433825494080568,0.0888195846533626,0.08088900643844106
167,1998-02-19,488.55999800000006,516.6900019999999,488.55999800000006,513.450012,513.450012,0,0,0,0,0.022455872491049744,0.04329531693535138,0.04360700063631495,0.031235735174157498
168,1998-02-20,518.710022,536.630005,518.710022,522.130005,522.130005,0,0,0,0,0.05035140242514902,0.0008043648056579311,0.026870641153825314,0.024162547793054046
169,1998-02-23,537.549988,553.530029,537.549988,543.0599980000001,543.0599980000001,0,0,0,0,0.057617902469774496,-0.06509410954625328,-0.02611128245907013,-0.0037859651006741045
170,1998-02-24,541.580017,546.330017,534.070007,540.8900150000001,540.8900150000001,0,0,0,0,0.055464140893782155,-0.028342207426402588,-0.04692267244016346,0.01130354902188362
171,1998-02-25,539.380005,547.789978,516.099976,516.380005,516.380005,0,0,0,0,0.10918316831419528,0.02840927777596658,0.003292172399278037,0.08114177039058675
172,1998-02-26,516.719971,531.409973,507.589996,524.97998,524.97998,0,0,0,0,0.020381754367090332,0.02068659265825712,-0.006190712262970521,0.06750736551896708
173,1998-02-27,527.400024,551.1900019999999,527.400024,548.419983,548.419983,0,0,0,0,-0.047171867914958976,-0.022355148207646502,-0.04097219593838175,0.01244668978446022
174,1998-03-02,562.659973,581.119995,562.6400150000001,574.349976,574.349976,0,0,0,1,-0.11602679165081042,-0.07916770766958292,-0.10873158284940876,-0.05646727249101513
