,Date,Open,High,Low,Close,Adj Close,Volume,Hammer
32,1997-08-14,762.780029,762.780029,753.659973,755.780029,755.780029,0,0
33,1997-08-15,0.0,0.0,0.0,0.0,0.0,0,0
34,1997-08-18,747.840027,749.4400019999999,745.369995,747.289978,747.289978,0,0
35,1997-08-19,746.460022,747.450012,737.539978,741.289978,741.289978,0,0
36,1997-08-20,741.159973,749.3099980000001,735.369995,746.22998,746.22998,0,0
37,1997-08-21,745.75,746.6900019999999,739.419983,739.469971,739.469971,0,0
38,1997-08-22,738.919983,742.280029,729.719971,736.619995,736.619995,0,0
39,1997-08-25,744.039978,746.98999,739.98999,741.76001,741.76001,0,0
40,1997-08-26,740.77002,740.77002,731.549988,734.030029,734.030029,0,0
41,1997-08-27,732.549988,735.72998,730.23999,730.280029,730.280029,0,0
42,1997-08-28,729.8599849999999,731.3599849999999,716.599976,716.8599849999999,716.8599849999999,0,0
43,1997-08-29,714.969971,718.6099849999999,704.27002,704.27002,704.27002,0,0
44,1997-09-01,691.799988,697.380005,682.099976,682.200012,682.200012,0,0
45,1997-09-02,679.090027,688.780029,671.090027,688.780029,688.780029,0,0
46,1997-09-03,690.72998,697.4400019999999,687.330017,688.630005,688.630005,0,0
47,1997-09-04,687.369995,690.1900019999999,682.219971,687.98999,687.98999,0,0
48,1997-09-05,688.039978,701.3599849999999,686.98999,700.919983,700.919983,0,0
49,1997-09-08,703.460022,703.650024,696.049988,697.97998,697.97998,0,0
50,1997-09-09,694.830017,694.830017,687.75,688.969971,688.969971,0,0
51,1997-09-10,687.52002,691.619995,685.650024,691.619995,691.619995,0,0
52,1997-09-11,690.5,695.369995,687.6900019999999,695.369995,695.369995,0,0
53,1997-09-12,694.469971,699.75,693.6099849999999,699.330017,699.330017,0,0
54,1997-09-15,0.0,0.0,0.0,0.0,0.0,0,0
55,1997-09-16,0.0,0.0,0.0,0.0,0.0,0,0
56,1997-09-17,0.0,0.0,0.0,0.0,0.0,0,0
57,1997-09-18,700.8099980000001,705.200012,700.8099980000001,701.3900150000001,701.3900150000001,0,0
58,1997-09-19,700.570007,700.570007,689.159973,689.159973,689.159973,0,0
59,1997-09-22,678.77002,682.22998,666.950012,668.450012,668.450012,0,0
60,1997-09-23,666.5599980000001,666.5599980000001,654.369995,654.369995,654.369995,0,0
61,1997-09-24,653.299988,658.580017,645.469971,655.75,655.75,0,0
62,1997-09-25,655.219971,658.780029,643.3099980000001,647.0,647.0,0,0
63,1997-09-26,644.380005,645.960022,637.289978,638.26001,638.26001,0,0
64,1997-09-29,625.4400019999999,633.02002,622.030029,625.070007,625.070007,0,0
65,1997-09-30,623.929993,647.1099849999999,623.3099980000001,647.1099849999999,647.1099849999999,0,0
66,1997-10-01,646.8599849999999,654.049988,644.919983,644.919983,644.919983,0,0
67,1997-10-02,644.4400019999999,647.700012,633.700012,636.650024,636.650024,0,0
68,1997-10-03,0.0,0.0,0.0,0.0,0.0,0,0
69,1997-10-06,644.679993,655.039978,644.130005,644.210022,644.210022,0,0
70,1997-10-07,642.25,642.25,629.460022,630.030029,630.030029,0,0
71,1997-10-08,627.679993,627.799988,610.1900019999999,610.4400019999999,610.4400019999999,0,0
72,1997-10-09,607.48999,616.539978,601.130005,609.3599849999999,609.3599849999999,0,0
73,1997-10-10,612.820007,616.97998,607.3900150000001,609.840027,609.840027,0,0
74,1997-10-13,618.219971,619.340027,611.830017,613.0,613.0,0,0
75,1997-10-14,619.669983,627.330017,617.22998,620.679993,620.679993,0,0
76,1997-10-15,621.5,621.51001,602.820007,604.73999,604.73999,0,0
77,1997-10-16,598.130005,598.130005,573.429993,579.25,579.25,0,0
78,1997-10-17,577.869995,592.840027,564.469971,585.48999,585.48999,0,0
79,1997-10-20,584.590027,585.400024,561.0,565.6400150000001,565.6400150000001,0,0
80,1997-10-21,559.77002,582.849976,554.580017,566.849976,566.849976,0,0
81,1997-10-22,569.469971,601.929993,569.469971,601.320007,601.320007,0,0
82,1997-10-23,602.98999,614.619995,593.960022,604.0599980000001,604.0599980000001,0,0
83,1997-10-24,596.330017,596.330017,569.799988,570.909973,570.909973,0,0
84,1997-10-27,549.3099980000001,557.570007,529.119995,530.469971,530.469971,0,0
85,1997-10-28,522.3900150000001,522.3900150000001,492.299988,495.27999900000003,495.27999900000003,0,0
86,1997-10-29,500.049988,519.070007,486.64001500000006,506.64001500000006,506.64001500000006,0,0
87,1997-10-30,499.64999400000005,502.19000199999994,480.540009,485.079987,485.079987,0,0
88,1997-10-31,476.079987,476.94000199999994,462.829987,470.790009,470.790009,0,0
89,1997-11-03,497.10998499999994,517.679993,487.670013,511.660004,511.660004,0,0
90,1997-11-04,514.080017,542.8599849999999,514.080017,542.130005,542.130005,0,0
91,1997-11-05,547.330017,565.159973,546.299988,555.73999,555.73999,0,0
92,1997-11-06,555.210022,558.25,544.530029,553.869995,553.869995,0,0
93,1997-11-07,554.380005,554.73999,514.9400019999999,515.630005,515.630005,0,0
94,1997-11-10,501.450012,526.599976,501.450012,525.320007,525.320007,0,0
95,1997-11-11,521.619995,537.950012,509.42999299999997,522.1099849999999,522.1099849999999,0,0
96,1997-11-12,521.330017,521.330017,507.22000099999997,517.48999,517.48999,0,0
97,1997-11-13,521.460022,529.780029,515.570007,519.469971,519.469971,0,0
98,1997-11-14,519.1400150000001,522.76001,509.52999900000003,520.01001,520.01001,0,0
99,1997-11-17,517.650024,526.119995,495.410004,496.98001100000005,496.98001100000005,0,0
100,1997-11-18,489.69000199999994,500.48999000000003,476.299988,494.660004,494.660004,0,0
101,1997-11-19,494.73999000000003,502.589996,482.950012,502.589996,502.589996,0,0
102,1997-11-20,504.94000199999994,505.709991,475.85998499999994,488.410004,488.410004,0,0
103,1997-11-21,493.42999299999997,506.07000700000003,483.23999000000003,506.07000700000003,506.07000700000003,0,0
104,1997-11-24,477.089996,477.089996,450.01000999999997,450.64001500000006,450.64001500000006,0,0
105,1997-11-25,441.660004,448.10998499999994,423.69000199999994,439.589996,439.589996,0,0
106,1997-11-26,436.450012,444.32000700000003,429.51000999999997,438.700012,438.700012,0,0
107,1997-11-27,439.049988,445.55999800000006,432.829987,433.10000599999995,433.10000599999995,0,0
108,1997-11-28,430.25,430.25,407.22000099999997,411.910004,411.910004,0,0
109,1997-12-01,405.519989,412.149994,393.160004,393.160004,393.160004,0,0
110,1997-12-02,389.119995,389.119995,367.339996,376.869995,376.869995,0,0
111,1997-12-03,369.01001,379.450012,356.820007,379.309998,379.309998,0,0
112,1997-12-04,383.059998,406.01001,383.059998,405.809998,405.809998,0,0
113,1997-12-05,417.429993,436.5,417.429993,434.119995,434.119995,0,0
114,1997-12-08,432.77999900000003,438.549988,414.630005,414.829987,414.829987,0,0
115,1997-12-09,410.130005,410.130005,387.929993,388.0,388.0,0,0
116,1997-12-10,396.329987,405.459991,380.459991,399.850006,399.850006,0,0
117,1997-12-11,398.059998,398.059998,376.190002,377.369995,377.369995,0,0
118,1997-12-12,362.649994,362.649994,350.679993,350.679993,350.679993,0,0
119,1997-12-15,367.040009,385.950012,367.040009,385.799988,385.799988,0,0
120,1997-12-16,393.920013,413.119995,393.920013,404.26001,404.26001,0,0
121,1997-12-17,404.480011,422.51998899999995,398.97000099999997,418.48999,418.48999,0,0
122,1997-12-18,0.0,0.0,0.0,0.0,0.0,0,0
123,1997-12-19,416.109985,420.14001500000006,396.589996,397.019989,397.019989,0,0
124,1997-12-22,402.119995,409.040009,395.440002,396.059998,396.059998,0,0
125,1997-12-23,391.269989,391.269989,366.320007,366.359985,366.359985,0,0
126,1997-12-24,361.320007,361.320007,343.320007,351.450012,351.450012,0,0
127,1997-12-25,0.0,0.0,0.0,0.0,0.0,0,0
128,1997-12-26,359.649994,376.839996,359.649994,375.149994,375.149994,0,0
129,1997-12-29,0.0,0.0,0.0,0.0,0.0,0,0
130,1997-12-30,0.0,0.0,0.0,0.0,0.0,0,0
131,1997-12-31,0.0,0.0,0.0,0.0,0.0,0,0
132,1998-01-01,0.0,0.0,0.0,0.0,0.0,0,0
133,1998-01-02,0.0,0.0,0.0,0.0,0.0,0,0
134,1998-01-05,389.079987,403.929993,389.079987,396.48999,396.48999,0,0
135,1998-01-06,396.839996,406.390015,395.890015,406.339996,406.339996,0,0
136,1998-01-07,407.690002,424.01000999999997,407.22000099999997,409.420013,409.420013,0,0
137,1998-01-08,409.880005,424.80999800000006,403.079987,423.959991,423.959991,0,0
138,1998-01-09,420.76998899999995,420.920013,408.309998,414.0,414.0,0,0
139,1998-01-12,447.07000700000003,461.55999800000006,444.07000700000003,456.200012,456.200012,0,0
140,1998-01-13,456.0,466.589996,450.01000999999997,463.73999000000003,463.73999000000003,0,0
141,1998-01-14,466.0,482.839996,463.80999800000006,475.130005,475.130005,0,0
142,1998-01-15,479.549988,506.51998899999995,479.549988,505.98001100000005,505.98001100000005,0,0
143,1998-01-16,512.27002,532.429993,485.829987,488.10000599999995,488.10000599999995,0,0
144,1998-01-19,502.30999800000006,528.799988,502.30999800000006,528.77002,528.77002,0,0
145,1998-01-20,529.25,543.460022,520.48999,533.549988,533.549988,0,0
146,1998-01-21,529.820007,529.820007,504.07000700000003,506.660004,506.660004,0,0
147,1998-01-22,503.98999000000003,510.869995,483.98999000000003,483.98999000000003,483.98999000000003,0,0
148,1998-01-23,483.47000099999997,492.670013,474.47000099999997,486.85998499999994,486.85998499999994,0,0
149,1998-01-26,512.6099849999999,522.5,512.130005,518.6400150000001,518.6400150000001,0,0
150,1998-01-27,0.0,0.0,0.0,0.0,0.0,0,0
151,1998-01-28,0.0,0.0,0.0,0.0,0.0,0,0
152,1998-01-29,0.0,0.0,0.0,0.0,0.0,0,0
153,1998-01-30,528.47998,558.340027,528.47998,558.330017,558.330017,0,0
154,1998-02-02,556.580017,556.580017,534.3900150000001,543.679993,543.679993,0,0
155,1998-02-03,547.700012,564.130005,539.679993,550.210022,550.210022,0,0
156,1998-02-04,552.969971,560.8599849999999,545.789978,547.280029,547.280029,0,0
157,1998-02-05,546.73999,549.169983,524.380005,528.049988,528.049988,0,0
158,1998-02-06,539.3099980000001,553.1099849999999,534.76001,540.450012,540.450012,0,0
159,1998-02-09,543.080017,557.960022,542.919983,554.23999,554.23999,0,0
160,1998-02-10,554.830017,558.650024,538.369995,541.77002,541.77002,0,0
161,1998-02-11,539.219971,539.219971,511.80999800000006,520.1400150000001,520.1400150000001,0,0
162,1998-02-12,516.5,516.5,497.26998899999995,512.48999,512.48999,0,0
163,1998-02-13,519.469971,529.1400150000001,506.200012,506.200012,506.200012,0,0
164,1998-02-16,482.92999299999997,486.98999000000003,469.85998499999994,476.98001100000005,476.98001100000005,0,0
165,1998-02-17,475.880005,475.880005,462.26000999999997,471.73001100000005,471.73001100000005,0,0
166,1998-02-18,475.160004,492.709991,472.619995,487.73001100000005,487.73001100000005,0,0
167,1998-02-19,488.55999800000006,516.6900019999999,488.55999800000006,513.450012,513.450012,0,0
168,1998-02-20,518.710022,536.630005,518.710022,522.130005,522.130005,0,0
169,1998-02-23,537.549988,553.530029,537.549988,543.0599980000001,543.0599980000001,0,0
170,1998-02-24,541.580017,546.330017,534.070007,540.8900150000001,540.8900150000001,0,0
171,1998-02-25,539.380005,547.789978,516.099976,516.380005,516.380005,0,0
172,1998-02-26,516.719971,531.409973,507.589996,524.97998,524.97998,0,0
173,1998-02-27,527.400024,551.1900019999999,527.400024,548.419983,548.419983,0,0
174,1998-03-02,562.659973,581.119995,562.6400150000001,574.349976,574.349976,0,0
175,1998-03-03,577.23999,591.700012,567.549988,570.8900150000001,570.8900150000001,0,0
176,1998-03-04,570.330017,572.76001,553.25,572.76001,572.76001,0,0
177,1998-03-05,570.130005,570.130005,535.679993,535.679993,535.679993,0,0
178,1998-03-06,530.76001,535.630005,517.0599980000001,522.549988,522.549988,0,0
179,1998-03-09,526.400024,531.530029,507.709991,507.709991,507.709991,0,0
180,1998-03-10,507.82000700000003,525.5599980000001,501.839996,525.5599980000001,525.5599980000001,0,0
181,1998-03-11,522.0599980000001,540.9400019999999,518.3099980000001,531.049988,531.049988,0,0
182,1998-03-12,534.950012,544.590027,534.539978,535.840027,535.840027,0,0
183,1998-03-13,537.840027,540.090027,521.799988,536.159973,536.159973,0,0
184,1998-03-16,535.599976,539.539978,528.869995,528.880005,528.880005,0,0
185,1998-03-17,528.539978,528.539978,513.4400019999999,515.51001,515.51001,0,0
186,1998-03-18,516.0,526.77002,510.869995,518.080017,518.080017,0,0
187,1998-03-19,518.0,525.119995,518.0,521.72998,521.72998,0,0
188,1998-03-20,522.380005,530.400024,522.380005,525.950012,525.950012,0,0
189,1998-03-23,521.909973,522.840027,511.89001500000006,511.89999400000005,511.89999400000005,0,0
190,1998-03-24,512.799988,513.369995,506.10000599999995,508.42999299999997,508.42999299999997,0,0
191,1998-03-25,509.25,512.849976,503.73999000000003,510.14001500000006,510.14001500000006,0,0
192,1998-03-26,508.89001500000006,508.89001500000006,498.42999299999997,501.130005,501.130005,0,0
193,1998-03-27,501.200012,503.079987,493.950012,503.079987,503.079987,0,0
194,1998-03-30,493.049988,493.049988,479.51998899999995,482.329987,482.329987,0,0
195,1998-03-31,482.910004,490.30999800000006,481.040009,481.040009,481.040009,0,0
196,1998-04-01,482.880005,482.880005,468.22000099999997,468.22000099999997,468.22000099999997,0,0
197,1998-04-02,464.869995,466.339996,450.25,453.660004,453.660004,0,0
198,1998-04-03,449.64001500000006,450.73999000000003,421.920013,434.450012,434.450012,0,0
199,1998-04-06,441.079987,441.880005,431.869995,435.920013,435.920013,0,0
200,1998-04-07,437.709991,459.579987,437.709991,459.579987,459.579987,0,0
201,1998-04-08,458.959991,465.82000700000003,455.10998499999994,455.52999900000003,455.52999900000003,0,0
202,1998-04-09,467.98999000000003,475.02999900000003,465.48999000000003,468.10998499999994,468.10998499999994,0,0
203,1998-04-10,467.23001100000005,470.049988,463.73001100000005,468.290009,468.290009,0,0
204,1998-04-13,488.839996,498.709991,486.130005,494.89001500000006,494.89001500000006,0,0
205,1998-04-14,491.19000199999994,491.19000199999994,467.07000700000003,467.630005,467.630005,0,0
206,1998-04-15,466.94000199999994,470.60998499999994,462.01998899999995,467.869995,467.869995,0,0
207,1998-04-16,465.89999400000005,465.89999400000005,447.35000599999995,454.14999400000005,454.14999400000005,0,0
208,1998-04-17,450.52999900000003,454.380005,446.459991,450.23001100000005,450.23001100000005,0,0
209,1998-04-20,441.22000099999997,441.22000099999997,434.44000199999994,435.73001100000005,435.73001100000005,0,0
210,1998-04-21,434.079987,441.170013,429.329987,439.209991,439.209991,0,0
211,1998-04-22,437.97000099999997,444.01000999999997,431.80999800000006,431.80999800000006,431.80999800000006,0,0
212,1998-04-23,428.76000999999997,428.76000999999997,414.290009,416.540009,416.540009,0,0
213,1998-04-24,416.209991,429.48001100000005,412.339996,414.559998,414.559998,0,0
214,1998-04-27,411.589996,413.850006,406.059998,406.25,406.25,0,0
215,1998-04-28,406.160004,407.51001,399.480011,402.390015,402.390015,4015700,0
216,1998-04-29,403.339996,418.47000099999997,401.190002,417.049988,417.049988,4712700,0
217,1998-04-30,418.309998,423.47000099999997,414.609985,421.22000099999997,421.22000099999997,4890600,0
218,1998-05-01,0.0,0.0,0.0,0.0,0.0,0,0
219,1998-05-04,401.52999900000003,401.52999900000003,389.820007,391.799988,391.799988,4159300,0
220,1998-05-05,0.0,0.0,0.0,0.0,0.0,0,0
221,1998-05-06,388.799988,388.799988,374.52999900000003,376.230011,376.230011,4418700,0
222,1998-05-07,376.109985,380.450012,369.950012,379.47000099999997,379.47000099999997,5012100,0
223,1998-05-08,376.459991,379.630005,368.570007,373.040009,373.040009,4757000,0
224,1998-05-11,372.290009,372.290009,361.579987,361.579987,361.579987,3930900,0
225,1998-05-12,356.549988,356.799988,348.609985,351.859985,351.859985,4383600,0
226,1998-05-13,349.380005,360.140015,344.570007,356.579987,356.579987,5529500,0
227,1998-05-14,354.690002,372.829987,349.070007,362.940002,362.940002,8917800,0
228,1998-05-15,361.690002,367.450012,350.950012,352.829987,352.829987,8917800,0
229,1998-05-18,353.380005,361.850006,353.380005,359.0,359.0,5667600,0
230,1998-05-19,360.160004,362.52999900000003,355.019989,362.52999900000003,362.52999900000003,6349400,0
231,1998-05-20,364.059998,374.97000099999997,364.059998,369.170013,369.170013,7914300,0
232,1998-05-21,370.549988,375.459991,362.299988,362.299988,362.299988,9302300,0
233,1998-05-22,361.089996,361.089996,352.230011,353.670013,353.670013,6210000,0
234,1998-05-25,353.399994,353.399994,331.75,331.899994,331.899994,5198800,0
235,1998-05-26,324.959991,324.959991,308.459991,311.98999,311.98999,4801900,0
236,1998-05-27,313.839996,313.839996,301.22000099999997,313.480011,313.480011,5977700,0
237,1998-05-28,313.809998,331.929993,309.570007,323.089996,323.089996,7216800,0
238,1998-05-29,323.769989,337.890015,323.769989,336.630005,336.630005,7026400,0
239,1998-06-01,334.100006,342.109985,333.01001,336.700012,336.700012,8372400,0
240,1998-06-02,335.480011,335.480011,323.670013,324.100006,324.100006,6770000,0
241,1998-06-03,324.820007,332.609985,324.820007,332.459991,332.459991,8564500,0
242,1998-06-04,0.0,0.0,0.0,0.0,0.0,0,0
243,1998-06-05,334.01001,341.52999900000003,333.369995,341.52999900000003,341.52999900000003,7829900,0
244,1998-06-08,345.380005,353.290009,345.380005,345.880005,345.880005,7877500,0
245,1998-06-09,344.200012,344.200012,334.190002,339.22000099999997,339.22000099999997,7661800,0
246,1998-06-10,341.790009,344.369995,324.540009,324.540009,324.540009,7971200,0
247,1998-06-11,323.140015,328.700012,317.540009,328.700012,328.700012,6962600,0
248,1998-06-12,318.309998,318.309998,301.100006,302.089996,302.089996,7365900,0
249,1998-06-15,300.690002,303.609985,288.209991,288.209991,288.209991,5337000,0
250,1998-06-16,283.410004,291.01001,277.369995,280.0,280.0,6941200,0
251,1998-06-17,287.980011,303.809998,287.980011,303.809998,303.809998,7807800,0
252,1998-06-18,310.119995,330.140015,310.119995,325.48999,325.48999,11539800,0
253,1998-06-19,323.049988,324.26001,308.98999,313.26001,313.26001,7946800,0
254,1998-06-22,316.160004,319.549988,311.269989,311.269989,311.269989,6082500,0
255,1998-06-23,308.390015,308.390015,299.27999900000003,303.309998,303.309998,5646300,0
256,1998-06-24,300.320007,304.089996,296.269989,301.72000099999997,301.72000099999997,7414100,0
257,1998-06-25,299.559998,301.420013,294.929993,300.570007,300.570007,6209200,0
258,1998-06-26,299.869995,305.130005,297.940002,298.540009,298.540009,6078000,0
259,1998-06-29,302.799988,305.450012,296.27999900000003,298.600006,298.600006,6548400,0
260,1998-06-30,296.380005,299.290009,293.450012,297.880005,297.880005,5265300,0
261,1998-07-01,298.01001,318.73999,298.01001,315.559998,315.559998,10013300,0
262,1998-07-02,315.23999,320.98999,309.839996,311.769989,311.769989,8863600,0
263,1998-07-03,312.119995,316.089996,306.369995,308.52999900000003,308.52999900000003,6454200,0
264,1998-07-06,306.119995,310.570007,305.059998,309.609985,309.609985,6151300,0
265,1998-07-07,310.480011,319.97000099999997,310.480011,317.5,317.5,7610700,0
266,1998-07-08,321.48999,323.399994,318.01001,318.790009,318.790009,8556200,0
267,1998-07-09,319.899994,323.660004,316.619995,319.019989,319.019989,8558000,0
268,1998-07-10,319.299988,320.76001,306.410004,309.27999900000003,309.27999900000003,8184900,0
269,1998-07-13,303.73999,304.910004,299.679993,301.369995,301.369995,5553600,0
270,1998-07-14,301.910004,306.790009,301.910004,306.730011,306.730011,5944600,0
271,1998-07-15,307.98999,316.100006,307.98999,313.420013,313.420013,8168000,0
272,1998-07-16,314.679993,330.350006,314.679993,330.350006,330.350006,8218300,0
273,1998-07-17,0.0,0.0,0.0,0.0,0.0,0,0
274,1998-07-20,348.640015,365.179993,345.799988,365.179993,365.179993,12126300,0
275,1998-07-21,366.76001,374.079987,364.23999,364.76001,364.76001,13494000,0
276,1998-07-22,363.190002,366.040009,357.630005,362.070007,362.070007,15960200,0
277,1998-07-23,366.329987,366.329987,341.459991,341.459991,341.459991,12082600,0
278,1998-07-24,341.890015,347.959991,334.26001,343.790009,343.790009,11372400,0
279,1998-07-27,328.829987,332.72000099999997,323.899994,329.799988,329.799988,7627600,0
280,1998-07-28,329.980011,335.329987,329.980011,335.329987,335.329987,6779200,0
281,1998-07-29,337.130005,354.339996,337.130005,344.410004,344.410004,11249000,0
282,1998-07-30,343.97000099999997,346.920013,339.350006,344.910004,344.910004,9424200,0
283,1998-07-31,346.049988,349.049988,340.02999900000003,343.329987,343.329987,13307500,0
284,1998-08-03,336.119995,338.709991,329.440002,329.47000099999997,329.47000099999997,8377400,0
285,1998-08-04,328.100006,335.100006,326.339996,333.200012,333.200012,7555300,0
286,1998-08-05,333.820007,335.359985,317.22000099999997,322.829987,322.829987,9142400,0
287,1998-08-06,320.309998,324.369995,318.100006,320.570007,320.570007,8547200,0
288,1998-08-07,320.660004,324.22000099999997,319.519989,321.709991,321.709991,7581700,0
289,1998-08-10,314.459991,315.790009,308.369995,311.950012,311.950012,7586600,0
290,1998-08-11,312.519989,318.920013,311.25,311.25,311.25,7203300,0
291,1998-08-12,309.369995,309.369995,301.73999,305.350006,305.350006,6735500,0
292,1998-08-13,305.380005,308.040009,302.589996,303.01001,303.01001,7253100,0
293,1998-08-14,302.730011,305.790009,297.329987,304.609985,304.609985,6917600,0
294,1998-08-17,304.399994,305.769989,301.619995,301.619995,301.619995,6363400,0
295,1998-08-18,296.640015,296.640015,288.059998,291.149994,291.149994,7955800,0
296,1998-08-19,294.130005,303.070007,294.130005,301.899994,301.899994,7747400,0
297,1998-08-20,303.190002,317.640015,301.76001,316.589996,316.589996,9166000,0
298,1998-08-21,317.600006,319.410004,313.910004,316.619995,316.619995,9403900,0
299,1998-08-24,305.390015,308.230011,302.299988,305.149994,305.149994,6176600,0
300,1998-08-25,305.290009,313.299988,305.290009,310.230011,310.230011,7271000,0
301,1998-08-26,311.070007,319.730011,311.070007,317.559998,317.559998,9322000,0
302,1998-08-27,317.130005,317.130005,311.570007,313.920013,313.920013,8125600,0
303,1998-08-28,308.980011,309.320007,302.630005,309.320007,309.320007,7940800,0
304,1998-08-31,307.519989,311.700012,307.369995,310.160004,310.160004,7523300,0
305,1998-09-01,309.73999,312.660004,306.119995,309.709991,309.709991,8178100,0
306,1998-09-02,314.23999,317.190002,311.420013,314.399994,314.399994,8437300,0
307,1998-09-03,314.950012,315.97000099999997,311.579987,314.77999900000003,314.77999900000003,8372900,0
308,1998-09-04,314.47000099999997,318.730011,314.059998,314.22000099999997,314.22000099999997,7266300,0
309,1998-09-07,316.410004,328.22000099999997,316.410004,328.22000099999997,328.22000099999997,8979700,0
310,1998-09-08,329.76001,334.420013,324.769989,326.339996,326.339996,8631100,0
311,1998-09-09,327.429993,329.97000099999997,324.109985,329.22000099999997,329.22000099999997,9164400,0
312,1998-09-10,329.269989,338.950012,326.859985,338.950012,338.950012,10587100,0
313,1998-09-11,329.23999,329.23999,320.609985,320.609985,320.609985,7942400,0
314,1998-09-14,319.23999,319.23999,313.839996,314.23999,314.23999,7755700,0
315,1998-09-15,313.910004,315.450012,307.269989,307.269989,307.269989,7942400,0
316,1998-09-16,310.420013,314.820007,310.420013,313.170013,313.170013,6360100,0
317,1998-09-17,313.390015,315.0,310.880005,310.880005,310.880005,6733900,0
318,1998-09-18,308.309998,309.309998,299.170013,302.209991,302.209991,6867800,0
319,1998-09-21,301.25,301.25,295.630005,297.450012,297.450012,6109000,0
320,1998-09-22,297.100006,299.649994,292.579987,292.609985,292.609985,5645300,0
321,1998-09-23,291.809998,292.829987,287.459991,291.929993,291.929993,5247900,0
322,1998-09-24,293.480011,310.75,293.480011,310.75,310.75,5247900,0
323,1998-09-25,309.97000099999997,309.97000099999997,302.579987,303.790009,303.790009,5247900,0
324,1998-09-28,307.820007,312.920013,305.380005,305.730011,305.730011,5397200,0
325,1998-09-29,305.77999900000003,312.359985,305.140015,312.329987,312.329987,6159800,0
326,1998-09-30,311.97000099999997,313.51001,308.959991,310.320007,310.320007,6159800,0
327,1998-10-01,309.519989,309.519989,304.299988,305.640015,305.640015,6135900,0
328,1998-10-02,304.77999900000003,308.440002,302.709991,308.25,308.25,6847900,0
329,1998-10-05,0.0,0.0,0.0,0.0,0.0,0,0
330,1998-10-06,0.0,0.0,0.0,0.0,0.0,0,0
331,1998-10-07,309.839996,315.980011,309.839996,313.48999,313.48999,7043600,0
332,1998-10-08,315.410004,320.97000099999997,305.22000099999997,305.22000099999997,305.22000099999997,9308700,0
333,1998-10-09,310.369995,328.609985,310.369995,327.959991,327.959991,1132900,0
334,1998-10-12,339.709991,353.540009,336.119995,352.170013,352.170013,1315200,0
335,1998-10-13,352.769989,358.309998,344.910004,346.079987,346.079987,1363500,0
336,1998-10-14,347.25,347.959991,340.02999900000003,346.130005,346.130005,9800100,0
337,1998-10-15,347.98999,369.040009,347.98999,368.73999,368.73999,1358200,0
338,1998-10-16,375.339996,385.02999900000003,370.27999900000003,374.01001,374.01001,14356200,0
339,1998-10-19,385.119995,387.329987,371.25,373.97000099999997,373.97000099999997,14356200,0
340,1998-10-20,372.869995,388.350006,370.190002,388.350006,388.350006,12252400,0
