DATE,경상수지,상품수지,상품수출,상품수입(FOB),일반상품수지,일반상품수출(FOB),일반상품수입(FOB),중계무역순수출,비화폐용금수지,비화폐용금수출(FOB),비화폐용금수입(FOB),서비스수지,서비스수입,서비스지급,가공서비스수지,가공서비스수입,가공서비스지급,운송수지,운송수입,여객운임수입,화물운임수입,기타운송수입,운송지급,여객운임지급,화물운임지급,기타운송지급,여행수지,여행수입,유학연수수입,일반여행수입,여행지급,유학연수지급,일반여행지급,건설수지,건설수입,건설지급,보험서비스수지,보험서비스수입,보험서비스지급,직접보험서비스수지,직접보험서비스수입,직접보험서비스지급,재보험서비스수지,재보험서비스수입,재보험서비스지급,보험보조서비스수지,보험보조서비스수입,보험보조서비스지급,금융서비스수지,금융서비스수입,명시적수수료및기타금융서비스수입,금융중개서비스수입,금융서비스지급,명시적수수료및기타금융서비스지급,금융중개서비스지급,"통신,컴퓨터,정보서비스수지","통신,컴퓨터,정보서비스수입",통신서비스수입,컴퓨터서비스수입,정보서비스수입,"통신,컴퓨터,정보서비스지급",통신서비스지급,컴퓨터서비스지급,정보서비스지급,지식재산권사용료수지,지식재산권사용료수입,지식재산권사용료지급,유지보수서비스수지,유지보수서비스수입,유지보수서비스지급,기타사업서비스수지,기타사업서비스수입,기타사업서비스지급,연구개발서비스수지,연구개발서비스수입,연구개발서비스지급,전문.경영컨설팅서비스수지,전문.경영컨설팅서비스수입,전문.경영컨설팅서비스지급,"기술,무역,기타사업서비스수지","기술,무역,기타사업서비스수입","기술,무역,기타사업서비스지급","개인,문화,여가서비스수지","개인,문화,여가서비스수입",음향영상 및 관련서비스수입,기타개인문화여가서비스수입,"개인,문화,여가서비스지급",음향영상 및 관련서비스지급,기타개인문화여가서비스지급,정부서비스수지,정부서비스수입,정부서비스지급,본원소득수지,본원소득수입,본원소득지급,급료및임금수지,급료및임금수입,급료및임금지급,투자소득수지,투자소득수입,투자소득배당수입,투자소득이자수입,투자소득지급,투자소득배당지급,투자소득이자지급,직접투자소득수지,직접투자소득수입,직접투자배당수입,직접투자일반배당수입,재투자수익수입,직접투자이자수입,직접투자소득지급,직접투자배당지급,직접투자일반배당지급,재투자수익지급,직접투자이자지급,증권투자소득수지,증권투자소득수입,증권투자배당수입,증권투자이자수입,증권투자소득지급,증권투자배당지급,증권투자이자지급,기타투자소득수지,기타투자소득수입,기타투자소득지급,이전소득수지,이전소득수입,이전소득지급,일반정부이전소득수지,일반정부이전소득수입,일반정부이전소득지급,기타부문이전소득수지,기타부문이전소득수입,개인이전소득수입,기타경상이전소득수입,기타부문이전소득지급,개인이전소득지급,기타경상이전소득지급,자본수지,자본이전,수입,지급,비생산비금융자산,수입,지급,금융계정,직접투자,직접투자(자산),주식(자산),수익재투자(자산),채무상품(자산),직접투자(부채),주식(부채),수익재투자(부채),채무상품(부채),증권투자,증권투자(자산),주식(자산),중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,부채성증권(자산),장기증권(자산),중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,단기증권(자산),중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,증권투자(부채),주식(부채),[부문별],중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,부채성증권(부채),장기증권(부채),[부문별],중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,단기증권(부채),[부문별],중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,파생금융상품(순자산),선도형,옵션형,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,기타투자,기타투자(자산),무역신용(자산),장기무역신용(자산),단기무역신용(자산),대출,장기대출,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,단기대출,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,현금및예금(자산),중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,기타자산,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,기타지분(자산),기타투자(부채),무역신용(부채),장기무역신용(부채),단기무역신용(부채),차입,장기차입,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,단기차입,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,현금및예금(부채),중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,기타부채,중앙은행,일반정부,예금취급기관,기타부문,기타금융기관,비금융기업등,기타지분(부채),특별인출권,준비자산,오차및누락
1990-01-01,-2804.2,-3689.4,59861.3,63550.7,-3712.9,59592.2,63305.1,90.8,-67.3,178.3,245.6,501,10792.2,10291.2,426.7,591.6,164.9,-746.9,3299.2,848.6,2238.9,211.7,4046.1,352.1,1982.7,1711.3,393.1,3161.1,0,3161.1,2768,0,2768,382.5,472,89.5,24.3,3.9,-20.4,-,-,-,-,-,-,-,-,-,-10.3,0.7,-,-,11,-,-,118.1,258.9,-,-,-,140.8,-,-,-,-1339.7,37.1,1376.8,131.1,131.1,0,850.1,2355,1504.9,-,-,-,-,-,-,-,-,-,-7.4,0,-,-,7.4,-,-,279.4,481.6,202.2,-548.1,2702.4,3250.5,494.4,547.6,53.2,-1042.5,2154.8,176,1978.8,3197.3,507.5,2689.8,-331.5,176,176,94.4,81.6,0,507.5,507.5,250.4,257.1,0,-257.6,53.9,0,53.9,311.5,0,311.5,-453.4,1924.9,2378.3,932.3,2089.6,1157.3,-9.8,76,85.8,942.1,2013.6,1696.9,316.7,1071.5,982.7,88.8,0,0,0,0,0,0,0,-3529.2,87.6,1133.2,802.1,81.6,249.5,1045.6,773,257.1,15.5,-161.8,499.7,54.5,-,-,-,-,-,-,445.2,414.1,-,-,-,-,-,-,31.1,-,-,-,-,-,-,661.5,380.5,-,-,-,-,-,-,-,281,277.6,-,-,-,-,-,-,-,3.4,-,-,-,-,-,-,-,78.2,-,-,-,-,-,-,-,-,-2347.5,2945.3,218.2,188.2,30,750.9,4.3,-,-,-,-,-,-,746.6,-,-,-,-,-,-,198.5,-,-,-,-,-,-,1751.9,-,-,-,-,-,-,25.8,5292.8,3233.1,549.2,2683.9,2150,-1402.2,-,-,-,-,-,-,3552.2,-,-,-,-,-,-,-3,-,-,-,-,-,-,-87.8,-,-,-,-,-,-,0.5,0,-1185.7,-725
1991-01-01,-8033.5,-7153.4,67400.8,74554.2,-7165.2,67128.1,74293.3,75,-63.2,197.7,260.9,-1013.3,11197.2,12210.5,491.4,624.4,133,-980.1,3976,933.3,2790.9,251.8,4956.1,489.9,2511.7,1954.5,-357.9,2855.7,0,2855.7,3213.6,0,3213.6,332,409.8,77.8,-3.1,-16.5,-13.4,-,-,-,-,-,-,-,-,-,-39.4,1.6,-,-,41,-,-,60.2,233.6,-,-,-,173.4,-,-,-,-1548.2,60.5,1608.7,164.9,192.3,27.4,814.9,2536.1,1721.2,-,-,-,-,-,-,-,-,-,-7.5,0,-,-,7.5,-,-,59.5,323.7,264.2,-606.8,2757.5,3364.3,525,610,85,-1131.8,2147.5,226.6,1920.9,3279.3,554.6,2724.7,-328,226.6,226.6,124,102.6,0,554.6,554.6,279.2,275.4,0,-263.2,47.6,0,47.6,310.8,0,310.8,-540.6,1873.3,2413.9,740,2328.1,1588.1,-177.7,51.1,228.8,917.7,2277,1879.1,397.9,1359.3,1193.6,165.7,0,0,0,0,0,0,0,-7206.8,136,1591.2,1254.4,102.6,234.2,1455.2,1162.7,275.4,17.1,-3103.6,-197.8,-10.2,-,-,-,-,-,-,-187.6,-174.8,-,-,-,-,-,-,-12.8,-,-,-,-,-,-,2905.8,199.9,-,-,-,-,-,-,-,2705.9,2695.7,-,-,-,-,-,-,-,10.2,-,-,-,-,-,-,-,48.8,-,-,-,-,-,-,-,-,-3144.8,3853.5,343,240.1,102.9,1051.1,15.4,-,-,-,-,-,-,1035.7,-,-,-,-,-,-,266.9,-,-,-,-,-,-,2170.5,-,-,-,-,-,-,22,6998.3,1252.3,724.5,527.8,5085.2,3061.4,-,-,-,-,-,-,2023.8,-,-,-,-,-,-,141.2,-,-,-,-,-,-,520.1,-,-,-,-,-,-,-0.5,0,-1143.2,826.7
1992-01-01,-2901.2,-1440.4,73489,74929.4,-1416.1,73166.6,74582.7,85.4,-109.7,237,346.7,-1832,11772.3,13604.3,485.9,639.3,153.4,-1117.1,4492.2,991.7,3105.9,394.6,5609.3,472.7,2445.6,2691,-523,2689.5,0,2689.5,3212.5,0,3212.5,199.4,246.2,46.8,-113.3,29.1,142.4,-,-,-,-,-,-,-,-,-,-21.5,23.4,-,-,44.9,-,-,46.2,248,-,-,-,201.8,-,-,-,-1567.7,105,1672.7,188.2,214.1,25.9,673,2842.6,2169.6,-,-,-,-,-,-,-,-,-,-8.5,0,-,-,8.5,-,-,-73.6,242.9,316.5,-533.6,2609,3142.6,520.3,627.9,107.6,-1053.9,1981.1,426.9,1554.2,3035,505,2530,-78.1,426.9,426.9,212.7,214.2,0,505,505,231.7,273.3,0,-302.4,43,0,43,345.4,0,345.4,-673.4,1511.2,2184.6,904.8,2472.6,1567.8,-25.3,68.5,93.8,930.1,2404.1,2058,346.1,1474,1297.7,176.3,0,0,0,0,0,0,0,-1583.8,374.1,1375.7,960.2,214.2,201.3,1001.6,713.7,273.3,14.6,-5950.5,-76,-7.8,-,-,-,-,-,-,-68.2,-73.7,-,-,-,-,-,-,5.5,-,-,-,-,-,-,5874.5,2482.1,-,-,-,-,-,-,-,3392.4,3393.7,-,-,-,-,-,-,-,-1.3,-,-,-,-,-,-,-,148,-,-,-,-,-,-,-,-,136.2,5059.7,9.4,-3.9,13.3,2301.3,260,-,-,-,-,-,-,2041.3,-,-,-,-,-,-,1531,-,-,-,-,-,-,1195.5,-,-,-,-,-,-,22.5,4923.5,2125.6,217.8,1907.8,2582.8,1059.9,-,-,-,-,-,-,1522.9,-,-,-,-,-,-,77.5,-,-,-,-,-,-,132.8,-,-,-,-,-,-,4.8,0,3708.4,1317.4
1993-01-01,1688.1,2682.7,80789.6,78106.9,2695.9,80424.5,77728.6,74.9,-88.1,290.2,378.3,-1019,14078.9,15097.9,365.7,451.1,85.4,-821.7,5542,1179,3789.1,573.9,6363.7,389.4,2642.3,3332,-568.9,2964.4,34.9,2929.5,3533.3,297.4,3235.9,422.3,521.2,98.9,-74.2,23.2,97.4,-,-,-,-,-,-,-,-,-,-40,62.4,-,-,102.4,-,-,12.3,250,-,-,-,237.7,-,-,-,-1321.9,129.5,1451.4,207,210.1,3.1,687,3454.1,2767.1,-,-,-,-,-,-,-,-,-,-6.4,0,-,-,6.4,-,-,119.8,470.9,351.1,-742.3,2436.9,3179.2,667.5,807.2,139.7,-1409.8,1629.7,203.7,1426,3039.5,483.4,2556.1,-242.8,203.7,203.7,100.2,103.5,0,446.5,446.5,202.3,244.2,0,-512.2,43.3,0,43.3,555.5,36.9,518.6,-654.8,1382.7,2037.5,766.7,2310.9,1544.2,-142.8,101,243.8,909.5,2209.9,1825.8,384.1,1300.4,1047,253.4,0,0,0,0,0,0,0,472.5,611.2,1443.5,1287.2,103.5,52.8,832.3,573.8,244.2,14.3,-10102,985.8,204.4,-,-,-,-,-,-,781.4,731.8,-,-,-,-,-,-,49.6,-,-,-,-,-,-,11087.8,6615,-,-,-,-,-,-,-,4472.8,4478.4,-,-,-,-,-,-,-,-5.6,-,-,-,-,-,-,-,87.6,-,-,-,-,-,-,-,-,6868,5412.9,88.4,16.8,71.6,2498.5,-14.9,-,-,-,-,-,-,2513.4,-,-,-,-,-,-,1412.3,-,-,-,-,-,-,1387.1,-,-,-,-,-,-,26.6,-1455.1,-1693.7,-459.4,-1234.3,25.4,-1328.1,-,-,-,-,-,-,1353.5,-,-,-,-,-,-,80.7,-,-,-,-,-,-,128.1,-,-,-,-,-,-,4.4,0,3007.7,-1215.6
1994-01-01,-4793.5,-3860.8,91980.1,95840.9,-3835.1,91322.8,95157.9,89.9,-115.6,567.4,683,-572.3,18038.5,18610.8,383,525.3,142.3,207.4,7483.8,1317,5144.8,1022,7276.4,451.9,3028.1,3796.4,-1172.9,3339.6,23.1,3316.5,4512.5,944.6,3567.9,451,556.9,105.9,-128.9,50.1,179,-,-,-,-,-,-,-,-,-,3.1,91.9,-,-,88.8,-,-,0.9,324.2,-,-,-,323.3,-,-,-,-1612.5,154.8,1767.3,225.1,225.3,0.2,866.3,4713.7,3847.4,-,-,-,-,-,-,-,-,-,-9.5,0,-,-,9.5,-,-,214.7,572.9,358.2,-1174.8,2537.1,3711.9,630.9,795.9,165,-1805.7,1741.2,252.6,1488.6,3546.9,674.6,2872.3,-313.3,252.6,252.6,123.6,129,0,565.9,565.9,241.6,324.3,0,-728.8,51.5,0,51.5,780.3,108.7,671.6,-763.6,1437.1,2200.7,814.4,2497.4,1683,-228.7,89.2,317.9,1043.1,2408.2,1961.6,446.6,1365.1,1202.7,162.4,0,0,0,0,0,0,0,-6297.5,1453.5,2590.1,2322.4,129,138.7,1136.6,782.3,324.3,30,-6232.3,2480.8,382.4,-,-,-,-,-,-,2098.4,1901.8,-,-,-,-,-,-,196.6,-,-,-,-,-,-,8713.1,3614.1,-,-,-,-,-,-,-,5099,5099,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,112.2,-,-,-,-,-,-,-,-,-6277.1,7355,115.9,62.5,53.4,2048,134.2,-,-,-,-,-,-,1913.8,-,-,-,-,-,-,1559.4,-,-,-,-,-,-,3605,-,-,-,-,-,-,26.7,13632.1,2857.6,-330.4,3188,10817.2,3171.8,-,-,-,-,-,-,7645.4,-,-,-,-,-,-,-11.5,-,-,-,-,-,-,-34.1,-,-,-,-,-,-,2.9,0,4646.2,-1504
1995-01-01,-10229.7,-7004,119577.7,126581.7,-6878.1,117083,123961.1,64,-189.9,2430.7,2620.6,-1394.7,24424.6,25819.3,542.7,751.3,208.6,-475.7,9406.3,1519.9,6630.6,1255.8,9882,606.4,3877.9,5397.7,-1190.3,5150.4,90.2,5060.2,6340.7,998.1,5342.6,579.6,715.5,135.9,-274.6,-19.9,254.7,-,-,-,-,-,-,-,-,-,-24.7,105,-,-,129.7,-,-,-85.8,368.1,-,-,-,453.9,-,-,-,-2168.9,299.2,2468.1,209.4,228.7,19.3,1226,6725.9,5499.9,-,-,-,-,-,-,-,-,-,-14.6,0,-,-,14.6,-,-,282.2,694.1,411.9,-2122.1,3466.7,5588.8,559,789.4,230.4,-2681.1,2677.3,528.1,2149.2,5358.4,1182.4,4176,-580.3,506.1,506.1,189.6,316.5,0,1086.4,1086.4,375.1,711.3,0,-921.9,76,22,54,997.9,96,901.9,-1178.9,2095.2,3274.1,291.1,2922.2,2631.1,-496,89.7,585.7,787.1,2832.5,2505.2,327.3,2045.4,1856.7,188.7,0,0,0,0,0,0,0,-11517,1381.4,3868.5,3261.9,316.5,290.1,2487.1,1766.9,711.3,8.9,-11712,2907.3,238,-,-,-,-,-,-,2669.3,2355.7,-,-,-,-,-,-,313.6,-,-,-,-,-,-,14619.3,4218.9,-,-,-,-,-,-,-,10400.4,10402.1,-,-,-,-,-,-,-,-1.7,-,-,-,-,-,-,-,121.3,-,-,-,-,-,-,-,-,-8352.6,13097,117.1,-18.5,135.6,4953.7,294.4,-,-,-,-,-,-,4659.3,-,-,-,-,-,-,2655.5,-,-,-,-,-,-,5347.1,-,-,-,-,-,-,23.6,21449.6,4140.9,-190.6,4331.5,16239.2,3800.4,-,-,-,-,-,-,12438.8,-,-,-,-,-,-,954.1,-,-,-,-,-,-,109.9,-,-,-,-,-,-,5.5,0,7044.9,-1287.3
1996-01-01,-24461.1,-17346.5,124427.4,141773.9,-17354.3,119037.5,136391.8,79.7,-71.9,5310.2,5382.1,-4631.8,24970.2,29602,558.6,854.3,295.7,-1560.7,8930.4,1469.9,6960.1,500.4,10491.1,808.5,3426.8,6255.8,-2602.6,4879.7,24.3,4855.4,7482.3,1128,6354.3,459.7,567.6,107.9,-108.3,95.1,203.4,-,-,-,-,-,-,-,-,-,20.2,122.7,-,-,102.5,-,-,-50.1,422.7,-,-,-,472.8,-,-,-,-2352.1,184.9,2537,155.8,237.4,81.6,532.4,7911.2,7378.8,-,-,-,-,-,-,-,-,-,-14.8,0,-,-,14.8,-,-,330.1,764.2,434.1,-2214.8,3867.8,6082.6,452,763.3,311.3,-2666.8,3104.5,576.3,2528.2,5771.3,1114.6,4656.7,-268.4,556.9,556.9,273.7,283.2,0,825.3,825.3,368.1,457.2,0,-1391.8,111.8,19.4,92.4,1503.6,289.3,1214.3,-1006.6,2435.8,3442.4,-268,3076.7,3344.7,-374.1,31.6,405.7,106.1,3045.1,2609.2,435.9,2939,2605.7,333.3,0,0,0,0,0,0,0,-23467.9,2170.7,4953.3,4372.5,283.2,297.6,2782.6,2305,457.2,20.4,-15101.8,6412.6,652.8,-,-,-,-,-,-,5759.8,4557.5,-,-,-,-,-,-,1202.3,-,-,-,-,-,-,21514.4,5953.6,-,-,-,-,-,-,-,15560.8,15543.6,-,-,-,-,-,-,-,17.2,-,-,-,-,-,-,-,-82.8,-,-,-,-,-,-,-,-,-11842.6,12728.2,62.2,-94.3,156.5,5556.2,295.3,-,-,-,-,-,-,5260.9,-,-,-,-,-,-,2631.5,-,-,-,-,-,-,4473.3,-,-,-,-,-,-,5,24570.8,4546,522.2,4023.8,19347.2,4797.9,-,-,-,-,-,-,14549.3,-,-,-,-,-,-,-5.3,-,-,-,-,-,-,685.6,-,-,-,-,-,-,-2.7,0,1388.6,993.2
1997-01-01,-10811.5,-6745,132366.7,139111.7,-6823.4,126033.5,132856.9,175.6,-97.2,6157.6,6254.8,-1244.2,28253.6,29497.8,809.5,1169.1,359.6,480.6,11156.4,1585.7,8687.1,883.6,10675.8,1051,2782.9,6841.9,-2256.4,4731.1,20.9,4710.2,6987.5,1157.7,5829.8,543.6,671,127.4,-164.1,-1.9,162.2,-,-,-,-,-,-,-,-,-,85.3,159.4,-,-,74.1,-,-,-126.3,425.6,-,-,-,551.9,-,-,-,-2277.2,252.6,2529.8,224.1,240.4,16.3,1055.3,8583.2,7527.9,-,-,-,-,-,-,-,-,-,-16.2,4.4,-,-,20.6,-,-,397.6,862.3,464.7,-3167.4,3757.2,6924.6,585.6,726,140.4,-3753,3031.2,254.1,2777.1,6784.2,1106.1,5678.1,-625.1,237.3,233.9,272,-38.1,3.4,862.4,860.1,403.2,456.9,2.3,-1208,252.4,20.2,232.2,1460.4,246,1214.4,-1919.9,2541.5,4461.4,345.1,3882.1,3537,-419,46.6,465.6,764.1,3835.5,3180.8,654.7,3071.4,2716.1,355.3,0,0,0,0,0,0,0,-17785.3,1110.2,4411.3,4258.4,-38.1,191,3301.1,2778.1,456.9,66.1,-14384,-1075.9,319.5,-,-,-,-,-,-,-1395.4,-744.5,-,-,-,-,-,-,-650.9,-,-,-,-,-,-,13308.1,2525,-,-,-,-,-,-,-,10783.1,10723.9,-,-,-,-,-,-,-,59.2,-,-,-,-,-,-,-,88.7,-,-,-,-,-,-,-,-,7321.5,12055.4,1170.3,-89.7,1260,11866.3,259.1,-,-,-,-,-,-,11607.2,-,-,-,-,-,-,-138.8,-,-,-,-,-,-,-923.9,-,-,-,-,-,-,81.5,4733.9,-361.9,267,-628.9,3784.9,21777,-,-,-,-,-,-,-17992.1,-,-,-,-,-,-,-576.5,-,-,-,-,-,-,1883.7,-,-,-,-,-,-,3.7,0,-11921.7,-6973.8
1998-01-01,40112.8,39613.8,127539,87925.2,37134,120752.1,83618.1,94.9,2384.9,6692,4307.1,2881.3,27430.6,24549.3,838.3,1193.7,355.4,722.3,10322.6,1354.6,8008.4,959.6,9600.3,556.5,2060.7,6983.1,3438.2,6908.2,42.8,6865.4,3470,829.7,2640.3,448.5,560.5,112,-91.3,51.5,142.8,-,-,-,-,-,-,-,-,-,36.2,145.1,-,-,108.9,-,-,-165.4,469.9,-,-,-,635.3,-,-,-,-2172.9,261.5,2434.4,231.2,234.5,3.3,-706.6,6535.7,7242.3,-,-,-,-,-,-,-,-,-,-4.9,10.8,-,-,15.7,-,-,307.7,736.6,428.9,-5201,3812.7,9013.7,290.1,461.6,171.5,-5491.1,3351.1,164.6,3186.5,8842.2,1070.4,7771.8,-811.2,156.6,137.1,147,-9.9,19.5,967.8,962.9,386,576.9,4.9,-1781.8,493.5,27.5,466,2275.3,107.5,2167.8,-2898.1,2701,5599.1,2818.7,5305.6,2486.9,-435.6,41,476.6,3254.3,5264.6,4508.7,755.9,2010.3,1592.5,417.8,441.7,2,2,0,439.7,457.5,17.8,33969.4,-1768.9,4220.3,3313.2,-9.9,917,5989.2,4888.6,576.9,523.7,1224.1,1998.9,-41.6,-,-,-,-,-,-,2040.5,1864.4,-,-,-,-,-,-,176.1,-,-,-,-,-,-,774.8,3856.2,-,-,-,-,-,-,-,-3081.4,-2854.6,-,-,-,-,-,-,-,-226.8,-,-,-,-,-,-,-,654.1,-,-,-,-,-,-,-,-,2885.1,-4883.1,621.9,-38,659.9,-3604.3,3527.5,-,-,-,-,-,-,-7131.8,-,-,-,-,-,-,-613.3,-,-,-,-,-,-,-1323.7,-,-,-,-,-,-,36.3,-7768.2,-6008.5,36.9,-6045.4,-1507.9,19107.4,-,-,-,-,-,-,-20615.3,-,-,-,-,-,-,705.9,-,-,-,-,-,-,-955.3,-,-,-,-,-,-,-2.4,0,30975,-6585.1
1999-01-01,21784.6,25446.4,136030.6,110584.2,25590.3,132973.1,107382.8,107,-250.9,2950.5,3201.4,1042.1,28226.6,27184.5,986.6,1510.5,523.9,1189.1,11527.4,1496,8936,1095.4,10338.3,673.9,2858.6,6805.8,1959.7,6840.6,38.7,6801.9,4880.9,905.5,3975.4,400.3,498.3,98,162.6,48.4,-114.2,-,-,-,-,-,-,-,-,-,-3.8,182.1,-,-,185.9,-,-,-142.7,263.8,-,-,-,406.5,-,-,-,-2278.1,463.1,2741.2,97.8,126.7,28.9,-1643,5984.8,7627.8,-,-,-,-,-,-,-,-,-,-42.3,18.1,-,-,60.4,-,-,355.9,762.8,406.9,-5536.8,4427.4,9964.2,362.8,541,178.2,-5899.6,3886.4,349.8,3536.6,9786,2452.1,7333.9,-1868.7,379.2,328.6,157,171.6,50.6,2247.9,2207.8,814.9,1392.9,40.1,-2669.1,464.2,21.2,443,3133.3,244.3,2889,-1361.8,3043,4404.8,832.9,4363.8,3530.9,-360.7,59.5,420.2,1193.6,4304.3,3805.1,499.2,3110.7,2324.2,786.5,56.2,70.9,75.7,4.8,-14.7,10.3,25,18370.8,-6759.1,3967.2,3602,171.6,193.6,10726.3,8889.2,1392.9,444.2,-9189.9,-1282,270.5,-,-,-,-,-,-,-1552.5,-910.5,-,-,-,-,-,-,-642,-,-,-,-,-,-,7907.9,12072.2,-,-,-,-,-,-,-,-4164.3,-3770.7,-,-,-,-,-,-,-,-393.6,-,-,-,-,-,-,-,513.5,-,-,-,-,-,-,-,-,10823.4,1896.7,601.5,0,601.5,-4833.5,-1570.3,-,-,-,-,-,-,-3263.2,-,-,-,-,-,-,2718.5,-,-,-,-,-,-,3238.1,-,-,-,-,-,-,172.1,-8926.7,4441,102.3,4338.7,-13454.8,-16093,-,-,-,-,-,-,2638.2,-,-,-,-,-,-,-494.5,-,-,-,-,-,-,587.1,-,-,-,-,-,-,-5.5,0,22982.9,-3470
2000-01-01,10180.8,15392.5,169523.6,154131.1,15733.2,167711.2,151978,289,-629.7,1523.4,2153.1,-845.7,32556.4,33402.1,878.4,1596.2,717.8,2299.6,13734.4,1692.5,9914.5,2127.4,11434.8,813.1,3247.8,7373.9,-297.6,6834.3,23,6811.3,7131.9,957.9,6174,745.8,933.1,187.3,-77.8,68.2,146,-,-,-,-,-,-,-,-,-,85,276.2,-,-,191.2,-,-,-65.4,257.2,-,-,-,322.6,-,-,-,-2598.8,701.5,3300.3,78.8,102.5,23.7,-2234.2,7239,9473.2,-,-,-,-,-,-,-,-,-,-22.3,26.4,-,-,48.7,-,-,362.8,787.4,424.6,-4151.7,7036.9,11188.6,379,598.7,219.7,-4530.7,6438.2,1066.2,5372,10968.9,4066.8,6902.1,-2323,1093.3,1044.4,683.8,360.6,48.9,3416.3,3379.8,1153.8,2226,36.5,-2873,252.6,21.8,230.8,3125.6,687,2438.6,665.3,5092.3,4427,-214.3,4440.7,4655,-509.4,41.1,550.5,295.1,4399.6,3924.8,474.8,4104.5,3420.7,683.8,38.4,49.8,65,15.2,-11.4,7.8,19.2,9525.8,-6667.3,4842.1,4099.9,360.6,381.6,11509.4,8282.2,2226,1001.2,-12176.7,520.3,480.1,-,-,-,-,-,-,40.2,-4.5,-,-,-,-,-,-,44.7,-,-,-,-,-,-,12697,13093.6,0,-,-,-,-,-,-,-396.6,-3251,0,-,-,-,-,-,-,2854.4,0,-,-,-,-,-,-,179.2,-,-,-,-,-,-,-,-,4419.4,3043.2,885.1,0,885.1,2238.5,-1486.5,-,-,-,-,-,-,3725,-,-,-,-,-,-,-887.6,-,-,-,-,-,-,753.2,-,-,-,-,-,-,54,-1376.2,4235.3,-40.8,4276.1,-4858.2,-3898.8,-,-,-,-,-,-,-959.4,-,-,-,-,-,-,-924.8,-,-,-,-,-,-,148.6,-,-,-,-,-,-,22.9,0,23771.2,-693.4
2001-01-01,2165.2,9406.5,146419.6,137013.1,9643.5,145098.2,135454.7,265.9,-502.9,1055.5,1558.4,-2266.3,30776.6,33042.9,306.4,1045.9,739.5,1735,13261.8,1534.5,9498.5,2228.8,11526.8,732.4,3100.2,7694.2,-1235.5,6381.5,10.8,6370.7,7617,1070,6547,964.1,1189.7,225.6,-313.8,60.1,373.9,-,-,-,-,-,-,-,-,-,117,199.9,-,-,82.9,-,-,-146,239.6,-,-,-,385.6,-,-,-,-2194.7,947.3,3142,5.8,37.2,31.4,-2023,6404,8427,-,-,-,-,-,-,-,-,-,19.8,57.2,-,-,37.4,-,-,498.6,952.4,453.8,-3713.8,7277.7,10991.5,361.4,580.9,219.5,-4075.2,6696.8,1172.3,5524.5,10772,5236.9,5535.1,-3468.2,1186.1,1145.3,578.6,566.7,40.8,4654.3,4637.1,1642.5,2994.6,17.2,-2529.1,180.3,27,153.3,2709.4,599.8,2109.6,1922.1,5330.4,3408.3,-1261.2,4476.3,5737.5,-591.1,49.8,640.9,-670.1,4426.5,3935.3,491.2,5096.6,4267,829.6,-64.1,-0.7,1.5,2.2,-63.4,4.4,67.8,8288.7,-3778.8,2743.5,1948.7,566.7,228.1,6522.3,3189.2,2994.6,338.5,-6706.3,5521,491.7,-,-,-,-,-,-,5029.3,3818.9,-,-,-,-,-,-,1210.4,-,-,-,-,-,-,12227.3,10265.7,-,-,-,-,-,-,-,1961.6,3002.7,-,-,-,-,-,-,-,-1041.1,-,-,-,-,-,-,-,122.9,-,-,-,-,-,-,-,-,11075.1,-6645.2,1208.4,0,1208.4,-3105.2,-737.9,-,-,-,-,-,-,-2367.3,-,-,-,-,-,-,-2242.3,-,-,-,-,-,-,-2548.7,-,-,-,-,-,-,42.6,-17720.3,-3144.5,-154.5,-2990,-13208.1,-9004.7,-,-,-,-,-,-,-4203.4,-,-,-,-,-,-,-1159.3,-,-,-,-,-,-,-222.3,-,-,-,-,-,-,13.9,0,7575.8,6187.6
