DATE,무역 가중치 미국 달러 인덱스
2019-01-01,0
2019-01-02,122.7588
2019-01-03,122.757
2019-01-04,122.1693
2019-01-07,121.8086
2019-01-08,121.9925
2019-01-09,121.4256
2019-01-10,121.1344
2019-01-11,120.9314
2019-01-14,0
2019-01-15,120.9727
2019-01-16,120.7626
2019-01-17,121.1373
2019-01-18,121.2632
2019-01-21,0
2019-01-22,121.5988
2019-01-23,121.4036
2019-01-24,121.1217
2019-01-25,120.6413
2019-01-28,120.8534
2019-01-29,120.6739
2019-01-30,120.7802
2019-01-31,120.2123
2019-02-01,120.7083
2019-02-04,120.6054
2019-02-05,120.6642
2019-02-06,120.7815
2019-02-07,120.8524
2019-02-08,120.8647
2019-02-11,121.5331
2019-02-12,121.2051
2019-02-13,121.4942
2019-02-14,121.5546
2019-02-15,121.4452
2019-02-18,0
2019-02-19,121.0863
2019-02-20,0
2019-02-21,121.0938
2019-02-22,120.6744
2019-02-25,120.3737
2019-02-26,120.6071
2019-02-27,120.6014
2019-02-28,120.8374
2019-03-01,121.1308
2019-03-04,121.1044
2019-03-05,121.0449
2019-03-06,121.299
2019-03-07,121.8877
2019-03-08,121.7281
2019-03-11,121.6009
2019-03-12,121.1882
2019-03-13,121.2402
2019-03-14,121.3127
2019-03-15,120.9736
2019-03-18,120.7086
2019-03-19,120.4908
2019-03-20,120.2042
2019-03-21,120.1919
2019-03-22,121.0978
2019-03-25,120.6715
2019-03-26,120.9716
2019-03-27,121.69
2019-03-28,121.8095
2019-03-29,121.583
2019-04-01,121.1519
2019-04-02,121.2569
2019-04-03,120.9501
2019-04-04,121.1129
2019-04-05,120.9706
2019-04-08,120.8403
2019-04-09,120.6267
2019-04-10,120.4284
2019-04-11,120.5687
2019-04-12,120.2534
2019-04-15,120.4476
2019-04-16,120.7593
2019-04-17,120.399
2019-04-18,120.4394
2019-04-19,120.4119
2019-04-22,120.6556
2019-04-23,121.0094
2019-04-24,121.349
2019-04-25,121.7408
2019-04-26,121.3294
2019-04-29,121.4519
2019-04-30,121.413
2019-05-01,121.0964
2019-05-02,121.7142
2019-05-03,121.3547
2019-05-06,121.6066
2019-05-07,121.9476
2019-05-08,121.9135
2019-05-09,122.7105
2019-05-10,122.3423
2019-05-13,123.0223
2019-05-14,122.8422
2019-05-15,122.7285
2019-05-16,122.8364
2019-05-17,123.4353
2019-05-20,123.2909
2019-05-21,123.0989
2019-05-22,123.0075
2019-05-23,123.0736
2019-05-24,122.9835
2019-05-27,0
2019-05-28,123.2513
2019-05-29,123.4091
2019-05-30,123.0893
2019-05-31,123.9292
2019-06-03,123.8708
2019-06-04,123.4663
2019-06-05,123.444
2019-06-06,123.6916
2019-06-07,123.5686
2019-06-10,122.9865
2019-06-11,122.6923
2019-06-12,122.7311
2019-06-13,122.8582
2019-06-14,122.9357
2019-06-17,123.0501
2019-06-18,122.6819
2019-06-19,122.7589
2019-06-20,121.696
2019-06-21,121.9627
2019-06-24,122.0462
2019-06-25,122.1131
2019-06-26,121.9706
2019-06-27,122.0555
2019-06-28,121.9604
