,feature,precision
170,"['Volume', 'PCE', '정책금리']",0.3488372093023256
171,"['Volume', 'PCE', '통화량']",0.3488372093023256
172,"['Volume', 'PCE', 'GACDFSA066MSFRBPHI']",0.3409090909090909
173,"['Volume', 'PCE', 'XTIMVA01KRM667S']",0.3409090909090909
174,"['Volume', 'PCE', 'KORPROINDMISMEI']",0.38461538461538464
175,"['Volume', 'PCE', 'KORCPIALLMINMEI']",0.3488372093023256
176,"['Volume', 'PCE', 'LRUNTTTTKRM156S']",0.3333333333333333
177,"['Volume', 'PCE', '한국실업률']",0.3488372093023256
178,"['Volume', 'PCE', 'IR3TCD01KRM156N']",0.35714285714285715
179,"['Volume', 'PCE', '환율평균']",0.3409090909090909
180,"['Volume', 'LREMTTTTUSM156S', 'DGORDER']",0.5
181,"['Volume', 'LREMTTTTUSM156S', 'TWEXBMTH']",0.3409090909090909
182,"['Volume', 'LREMTTTTUSM156S', 'UNRATENSA']",0.42857142857142855
183,"['Volume', 'LREMTTTTUSM156S', 'TCU']",0.2727272727272727
184,"['Volume', 'LREMTTTTUSM156S', 'INDPRO']",0.18181818181818182
185,"['Volume', 'LREMTTTTUSM156S', 'PPIACO']",0.42105263157894735
186,"['Volume', 'LREMTTTTUSM156S', 'CPIAUCSL']",0.34210526315789475
187,"['Volume', 'LREMTTTTUSM156S', 'HOUST']",0.2903225806451613
188,"['Volume', 'LREMTTTTUSM156S', 'HSN1F']",0.5
189,"['Volume', 'LREMTTTTUSM156S', 'FEDFUNDS']",0.3333333333333333
190,"['Volume', 'LREMTTTTUSM156S', 'USSLIND']",0.5
191,"['Volume', 'LREMTTTTUSM156S', 'TOTALSA']",0.5
192,"['Volume', 'LREMTTTTUSM156S', 'NEWORDER']",0.4
193,"['Volume', 'LREMTTTTUSM156S', '서울아파트매매가격지수']",0.3333333333333333
194,"['Volume', 'LREMTTTTUSM156S', 'AMBNS']",0.3333333333333333
195,"['Volume', 'LREMTTTTUSM156S', '자가주거비포함지수']",0.35714285714285715
196,"['Volume', 'LREMTTTTUSM156S', '자가주거비']",0.3488372093023256
197,"['Volume', 'LREMTTTTUSM156S', '수출물가지수']",0.5
198,"['Volume', 'LREMTTTTUSM156S', 'EXJPUS']",0.2727272727272727
199,"['Volume', 'LREMTTTTUSM156S', 'EXKOUS']",0.16666666666666666
200,"['Volume', 'LREMTTTTUSM156S', 'EXCHUS']",0.34615384615384615
201,"['Volume', 'LREMTTTTUSM156S', 'T10Y2YM']",0.5555555555555556
202,"['Volume', 'LREMTTTTUSM156S', 'XTEXVA01CNM667S']",0.3
203,"['Volume', 'LREMTTTTUSM156S', '정책금리']",0.3333333333333333
204,"['Volume', 'LREMTTTTUSM156S', '통화량']",0.3488372093023256
205,"['Volume', 'LREMTTTTUSM156S', 'GACDFSA066MSFRBPHI']",0.3333333333333333
206,"['Volume', 'LREMTTTTUSM156S', 'XTIMVA01KRM667S']",0.26666666666666666
207,"['Volume', 'LREMTTTTUSM156S', 'KORPROINDMISMEI']",0.0
208,"['Volume', 'LREMTTTTUSM156S', 'KORCPIALLMINMEI']",0.325
209,"['Volume', 'LREMTTTTUSM156S', 'LRUNTTTTKRM156S']",0.2727272727272727
210,"['Volume', 'LREMTTTTUSM156S', '한국실업률']",0.3333333333333333
211,"['Volume', 'LREMTTTTUSM156S', 'IR3TCD01KRM156N']",0.375
212,"['Volume', 'LREMTTTTUSM156S', '환율평균']",0.2692307692307692
213,"['Volume', 'DGORDER', 'TWEXBMTH']",0.3488372093023256
214,"['Volume', 'DGORDER', 'UNRATENSA']",0.3684210526315789
215,"['Volume', 'DGORDER', 'TCU']",0.4
216,"['Volume', 'DGORDER', 'INDPRO']",0.3333333333333333
217,"['Volume', 'DGORDER', 'PPIACO']",0.3076923076923077
218,"['Volume', 'DGORDER', 'CPIAUCSL']",0.34210526315789475
219,"['Volume', 'DGORDER', 'HOUST']",0.1111111111111111
220,"['Volume', 'DGORDER', 'HSN1F']",0.3333333333333333
221,"['Volume', 'DGORDER', 'FEDFUNDS']",0.42857142857142855
222,"['Volume', 'DGORDER', 'USSLIND']",0.5
223,"['Volume', 'DGORDER', 'TOTALSA']",0.5
224,"['Volume', 'DGORDER', 'NEWORDER']",1.0
225,"['Volume', 'DGORDER', '서울아파트매매가격지수']",0.25
226,"['Volume', 'DGORDER', 'AMBNS']",0.4
227,"['Volume', 'DGORDER', '자가주거비포함지수']",0.32432432432432434
228,"['Volume', 'DGORDER', '자가주거비']",0.3488372093023256
229,"['Volume', 'DGORDER', '수출물가지수']",0.0
230,"['Volume', 'DGORDER', 'EXJPUS']",0.14285714285714285
231,"['Volume', 'DGORDER', 'EXKOUS']",0.35714285714285715
232,"['Volume', 'DGORDER', 'EXCHUS']",0.2857142857142857
233,"['Volume', 'DGORDER', 'T10Y2YM']",0.3333333333333333
234,"['Volume', 'DGORDER', 'XTEXVA01CNM667S']",0.3
235,"['Volume', 'DGORDER', '정책금리']",0.3076923076923077
236,"['Volume', 'DGORDER', '통화량']",0.3488372093023256
237,"['Volume', 'DGORDER', 'GACDFSA066MSFRBPHI']",0.5
238,"['Volume', 'DGORDER', 'XTIMVA01KRM667S']",0.3333333333333333
239,"['Volume', 'DGORDER', 'KORPROINDMISMEI']",0.0
240,"['Volume', 'DGORDER', 'KORCPIALLMINMEI']",0.2972972972972973
241,"['Volume', 'DGORDER', 'LRUNTTTTKRM156S']",0.5
242,"['Volume', 'DGORDER', '한국실업률']",0.42857142857142855
243,"['Volume', 'DGORDER', 'IR3TCD01KRM156N']",0.3235294117647059
244,"['Volume', 'DGORDER', '환율평균']",0.375
245,"['Volume', 'TWEXBMTH', 'UNRATENSA']",0.3409090909090909
246,"['Volume', 'TWEXBMTH', 'TCU']",0.3409090909090909
247,"['Volume', 'TWEXBMTH', 'INDPRO']",0.0
248,"['Volume', 'TWEXBMTH', 'PPIACO']",0.3409090909090909
249,"['Volume', 'TWEXBMTH', 'CPIAUCSL']",0.34210526315789475
250,"['Volume', 'TWEXBMTH', 'HOUST']",0.3409090909090909
251,"['Volume', 'TWEXBMTH', 'HSN1F']",0.3409090909090909
252,"['Volume', 'TWEXBMTH', 'FEDFUNDS']",0.3409090909090909
253,"['Volume', 'TWEXBMTH', 'USSLIND']",0.3333333333333333
254,"['Volume', 'TWEXBMTH', 'TOTALSA']",0.3409090909090909
255,"['Volume', 'TWEXBMTH', 'NEWORDER']",0.3409090909090909
256,"['Volume', 'TWEXBMTH', '서울아파트매매가격지수']",0.3488372093023256
257,"['Volume', 'TWEXBMTH', 'AMBNS']",0.3409090909090909
258,"['Volume', 'TWEXBMTH', '자가주거비포함지수']",0.35714285714285715
259,"['Volume', 'TWEXBMTH', '자가주거비']",0.3488372093023256
260,"['Volume', 'TWEXBMTH', '수출물가지수']",0.3409090909090909
261,"['Volume', 'TWEXBMTH', 'EXJPUS']",0.23076923076923078
262,"['Volume', 'TWEXBMTH', 'EXKOUS']",0.3409090909090909
263,"['Volume', 'TWEXBMTH', 'EXCHUS']",0.3409090909090909
264,"['Volume', 'TWEXBMTH', 'T10Y2YM']",0.3409090909090909
265,"['Volume', 'TWEXBMTH', 'XTEXVA01CNM667S']",0.3488372093023256
266,"['Volume', 'TWEXBMTH', '정책금리']",0.3488372093023256
267,"['Volume', 'TWEXBMTH', '통화량']",0.3488372093023256
268,"['Volume', 'TWEXBMTH', 'GACDFSA066MSFRBPHI']",0.3409090909090909
269,"['Volume', 'TWEXBMTH', 'XTIMVA01KRM667S']",0.3409090909090909
270,"['Volume', 'TWEXBMTH', 'KORPROINDMISMEI']",0.2222222222222222
271,"['Volume', 'TWEXBMTH', 'KORCPIALLMINMEI']",0.325
272,"['Volume', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0.3488372093023256
273,"['Volume', 'TWEXBMTH', '한국실업률']",0.3409090909090909
274,"['Volume', 'TWEXBMTH', 'IR3TCD01KRM156N']",0.3488372093023256
275,"['Volume', 'TWEXBMTH', '환율평균']",0.3409090909090909
276,"['Volume', 'UNRATENSA', 'TCU']",0.3235294117647059
277,"['Volume', 'UNRATENSA', 'INDPRO']",0.3684210526315789
278,"['Volume', 'UNRATENSA', 'PPIACO']",0.4
279,"['Volume', 'UNRATENSA', 'CPIAUCSL']",0.3333333333333333
280,"['Volume', 'UNRATENSA', 'HOUST']",0.35294117647058826
281,"['Volume', 'UNRATENSA', 'HSN1F']",0.3103448275862069
282,"['Volume', 'UNRATENSA', 'FEDFUNDS']",0.4
283,"['Volume', 'UNRATENSA', 'USSLIND']",0.35
284,"['Volume', 'UNRATENSA', 'TOTALSA']",0.42857142857142855
285,"['Volume', 'UNRATENSA', 'NEWORDER']",0.38095238095238093
286,"['Volume', 'UNRATENSA', '서울아파트매매가격지수']",0.358974358974359
287,"['Volume', 'UNRATENSA', 'AMBNS']",0.391304347826087
288,"['Volume', 'UNRATENSA', '자가주거비포함지수']",0.3488372093023256
289,"['Volume', 'UNRATENSA', '자가주거비']",0.3409090909090909
290,"['Volume', 'UNRATENSA', '수출물가지수']",0.35
291,"['Volume', 'UNRATENSA', 'EXJPUS']",0.2727272727272727
292,"['Volume', 'UNRATENSA', 'EXKOUS']",0.3225806451612903
293,"['Volume', 'UNRATENSA', 'EXCHUS']",0.4166666666666667
294,"['Volume', 'UNRATENSA', 'T10Y2YM']",0.4090909090909091
295,"['Volume', 'UNRATENSA', 'XTEXVA01CNM667S']",0.36363636363636365
296,"['Volume', 'UNRATENSA', '정책금리']",0.3783783783783784
297,"['Volume', 'UNRATENSA', '통화량']",0.3409090909090909
298,"['Volume', 'UNRATENSA', 'GACDFSA066MSFRBPHI']",0.4
299,"['Volume', 'UNRATENSA', 'XTIMVA01KRM667S']",0.34615384615384615
300,"['Volume', 'UNRATENSA', 'KORPROINDMISMEI']",0.3888888888888889
301,"['Volume', 'UNRATENSA', 'KORCPIALLMINMEI']",0.3170731707317073
302,"['Volume', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.375
303,"['Volume', 'UNRATENSA', '한국실업률']",0.37037037037037035
304,"['Volume', 'UNRATENSA', 'IR3TCD01KRM156N']",0.3409090909090909
305,"['Volume', 'UNRATENSA', '환율평균']",0.35294117647058826
306,"['Volume', 'TCU', 'INDPRO']",0.0
307,"['Volume', 'TCU', 'PPIACO']",0.3
308,"['Volume', 'TCU', 'CPIAUCSL']",0.3333333333333333
309,"['Volume', 'TCU', 'HOUST']",0.4375
310,"['Volume', 'TCU', 'HSN1F']",0.23809523809523808
311,"['Volume', 'TCU', 'FEDFUNDS']",0.2727272727272727
312,"['Volume', 'TCU', 'USSLIND']",0.5
313,"['Volume', 'TCU', 'TOTALSA']",0.3333333333333333
314,"['Volume', 'TCU', 'NEWORDER']",0.36363636363636365
315,"['Volume', 'TCU', '서울아파트매매가격지수']",0.3333333333333333
316,"['Volume', 'TCU', 'AMBNS']",0.42857142857142855
317,"['Volume', 'TCU', '자가주거비포함지수']",0.35714285714285715
318,"['Volume', 'TCU', '자가주거비']",0.3409090909090909
319,"['Volume', 'TCU', '수출물가지수']",0.5
320,"['Volume', 'TCU', 'EXJPUS']",0.2222222222222222
321,"['Volume', 'TCU', 'EXKOUS']",0.15384615384615385
322,"['Volume', 'TCU', 'EXCHUS']",0.2727272727272727
323,"['Volume', 'TCU', 'T10Y2YM']",0.5
324,"['Volume', 'TCU', 'XTEXVA01CNM667S']",0.25
325,"['Volume', 'TCU', '정책금리']",0.23529411764705882
326,"['Volume', 'TCU', '통화량']",0.3488372093023256
327,"['Volume', 'TCU', 'GACDFSA066MSFRBPHI']",0.3333333333333333
328,"['Volume', 'TCU', 'XTIMVA01KRM667S']",0.23809523809523808
329,"['Volume', 'TCU', 'KORPROINDMISMEI']",0.0
330,"['Volume', 'TCU', 'KORCPIALLMINMEI']",0.325
331,"['Volume', 'TCU', 'LRUNTTTTKRM156S']",0.3076923076923077
332,"['Volume', 'TCU', '한국실업률']",0.35294117647058826
333,"['Volume', 'TCU', 'IR3TCD01KRM156N']",0.35714285714285715
334,"['Volume', 'TCU', '환율평균']",0.1
335,"['Volume', 'INDPRO', 'PPIACO']",0.2727272727272727
336,"['Volume', 'INDPRO', 'CPIAUCSL']",0.34210526315789475
337,"['Volume', 'INDPRO', 'HOUST']",0.0
338,"['Volume', 'INDPRO', 'HSN1F']",0.2
339,"['Volume', 'INDPRO', 'FEDFUNDS']",0.1
340,"['Volume', 'INDPRO', 'USSLIND']",0.2
341,"['Volume', 'INDPRO', 'TOTALSA']",0.3333333333333333
342,"['Volume', 'INDPRO', 'NEWORDER']",0.3333333333333333
343,"['Volume', 'INDPRO', '서울아파트매매가격지수']",0.23809523809523808
344,"['Volume', 'INDPRO', 'AMBNS']",0.4444444444444444
345,"['Volume', 'INDPRO', '자가주거비포함지수']",0.24
346,"['Volume', 'INDPRO', '자가주거비']",0.23076923076923078
347,"['Volume', 'INDPRO', '수출물가지수']",0.0
348,"['Volume', 'INDPRO', 'EXJPUS']",0.15384615384615385
349,"['Volume', 'INDPRO', 'EXKOUS']",0.07692307692307693
350,"['Volume', 'INDPRO', 'EXCHUS']",0.38461538461538464
351,"['Volume', 'INDPRO', 'T10Y2YM']",0.4
352,"['Volume', 'INDPRO', 'XTEXVA01CNM667S']",0.3
353,"['Volume', 'INDPRO', '정책금리']",0.0
354,"['Volume', 'INDPRO', '통화량']",0.23076923076923078
355,"['Volume', 'INDPRO', 'GACDFSA066MSFRBPHI']",0.4
356,"['Volume', 'INDPRO', 'XTIMVA01KRM667S']",0.25
357,"['Volume', 'INDPRO', 'KORPROINDMISMEI']",0.0
358,"['Volume', 'INDPRO', 'KORCPIALLMINMEI']",0.20833333333333334
359,"['Volume', 'INDPRO', 'LRUNTTTTKRM156S']",0.16666666666666666
360,"['Volume', 'INDPRO', '한국실업률']",0.2857142857142857
361,"['Volume', 'INDPRO', 'IR3TCD01KRM156N']",0.23076923076923078
362,"['Volume', 'INDPRO', '환율평균']",0.25
363,"['Volume', 'PPIACO', 'CPIAUCSL']",0.3333333333333333
364,"['Volume', 'PPIACO', 'HOUST']",0.2916666666666667
365,"['Volume', 'PPIACO', 'HSN1F']",0.3076923076923077
366,"['Volume', 'PPIACO', 'FEDFUNDS']",0.3684210526315789
367,"['Volume', 'PPIACO', 'USSLIND']",0.6363636363636364
368,"['Volume', 'PPIACO', 'TOTALSA']",0.42857142857142855
369,"['Volume', 'PPIACO', 'NEWORDER']",0.5
370,"['Volume', 'PPIACO', '서울아파트매매가격지수']",0.3142857142857143
371,"['Volume', 'PPIACO', 'AMBNS']",0.375
372,"['Volume', 'PPIACO', '자가주거비포함지수']",0.35714285714285715
373,"['Volume', 'PPIACO', '자가주거비']",0.3488372093023256
374,"['Volume', 'PPIACO', '수출물가지수']",0.5
375,"['Volume', 'PPIACO', 'EXJPUS']",0.3333333333333333
376,"['Volume', 'PPIACO', 'EXKOUS']",0.3157894736842105
377,"['Volume', 'PPIACO', 'EXCHUS']",0.3333333333333333
378,"['Volume', 'PPIACO', 'T10Y2YM']",0.5
379,"['Volume', 'PPIACO', 'XTEXVA01CNM667S']",0.23076923076923078
380,"['Volume', 'PPIACO', '정책금리']",0.375
381,"['Volume', 'PPIACO', '통화량']",0.3409090909090909
382,"['Volume', 'PPIACO', 'GACDFSA066MSFRBPHI']",0.4
383,"['Volume', 'PPIACO', 'XTIMVA01KRM667S']",0.47619047619047616
384,"['Volume', 'PPIACO', 'KORPROINDMISMEI']",0.0
385,"['Volume', 'PPIACO', 'KORCPIALLMINMEI']",0.325
386,"['Volume', 'PPIACO', 'LRUNTTTTKRM156S']",0.4090909090909091
387,"['Volume', 'PPIACO', '한국실업률']",0.36363636363636365
388,"['Volume', 'PPIACO', 'IR3TCD01KRM156N']",0.375
389,"['Volume', 'PPIACO', '환율평균']",0.3333333333333333
390,"['Volume', 'CPIAUCSL', 'HOUST']",0.3333333333333333
391,"['Volume', 'CPIAUCSL', 'HSN1F']",0.3333333333333333
392,"['Volume', 'CPIAUCSL', 'FEDFUNDS']",0.3333333333333333
393,"['Volume', 'CPIAUCSL', 'USSLIND']",0.0
394,"['Volume', 'CPIAUCSL', 'TOTALSA']",0.34210526315789475
395,"['Volume', 'CPIAUCSL', 'NEWORDER']",0.3333333333333333
396,"['Volume', 'CPIAUCSL', '서울아파트매매가격지수']",0.2
