,feature,accuracy,precision,recall
5998,"['NEWORDER', '자가주거비', '환율평균']",0.783783784,0.5,0.125
5999,"['NEWORDER', '수출물가지수', 'EXJPUS']",0.783783784,0.5,0.25
6002,"['NEWORDER', '수출물가지수', 'XTEXVA01CNM667S']",0.783783784,0.5,0.125
6003,"['NEWORDER', '수출물가지수', '정책금리']",0.783783784,0.5,0.125
6004,"['NEWORDER', '수출물가지수', '통화량']",0.783783784,0.5,0.125
6010,"['NEWORDER', '수출물가지수', '한국실업률']",0.783783784,0.5,0.125
6011,"['NEWORDER', '수출물가지수', 'IR3TCD01KRM156N']",0.783783784,0.5,0.125
6012,"['NEWORDER', '수출물가지수', '환율평균']",0.783783784,0.5,0.125
6035,"['NEWORDER', 'EXKOUS', '한국실업률']",0.783783784,0.5,0.125
6058,"['NEWORDER', 'XTEXVA01CNM667S', '환율평균']",0.783783784,0.5,0.125
6075,"['NEWORDER', '통화량', '환율평균']",0.783783784,0.5,0.125
6097,"['NEWORDER', 'KORCPIALLMINMEI', '환율평균']",0.783783784,0.5,0.125
6103,"['NEWORDER', 'IR3TCD01KRM156N', '환율평균']",0.783783784,0.5,0.125
6230,"['CSUSHPINSA', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
6308,"['CSUSHPINSA', 'INDPRO', 'EXKOUS']",0.783783784,0.5,0.125
6360,"['CSUSHPINSA', 'RMFSL', 'EXJPUS']",0.783783784,0.5,0.125
6445,"['CSUSHPINSA', 'HSN1F', '환율평균']",0.783783784,0.5,0.125
6464,"['CSUSHPINSA', 'FEDFUNDS', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
6496,"['CSUSHPINSA', 'TOTALSA', 'EXKOUS']",0.783783784,0.5,0.125
6744,"['PCE', 'DGORDER', 'UMCSENT']",0.783783784,0.5,0.125
6782,"['PCE', 'TWEXBMTH', 'EXKOUS']",0.783783784,0.5,0.125
6811,"['PCE', 'UNRATENSA', 'EXJPUS']",0.783783784,0.5,0.125
6812,"['PCE', 'UNRATENSA', 'EXKOUS']",0.783783784,0.5,0.125
6841,"['PCE', 'TCU', 'EXKOUS']",0.783783784,0.5,0.125
6853,"['PCE', 'TCU', '환율평균']",0.783783784,0.5,0.125
6867,"['PCE', 'INDPRO', '수출물가지수']",0.783783784,0.5,0.125
6869,"['PCE', 'INDPRO', 'EXKOUS']",0.783783784,0.5,0.125
6894,"['PCE', 'PPIACO', '수출물가지수']",0.783783784,0.5,0.125
7036,"['PCE', 'USSLIND', 'EXJPUS']",0.783783784,0.5,0.125
7037,"['PCE', 'USSLIND', 'EXKOUS']",0.783783784,0.5,0.125
7050,"['PCE', 'TOTALSA', 'UMCSENT']",0.783783784,0.5,0.125
7171,"['PCE', 'EXJPUS', 'XTEXVA01CNM667S']",0.783783784,0.5,0.125
7185,"['PCE', 'EXKOUS', '통화량']",0.783783784,0.5,0.125
7189,"['PCE', 'EXKOUS', 'KORCPIALLMINMEI']",0.783783784,0.5,0.125
7267,"['LREMTTTTUSM156S', 'DGORDER', 'HOUST']",0.783783784,0.5,0.25
7294,"['LREMTTTTUSM156S', 'TWEXBMTH', 'INDPRO']",0.783783784,0.5,0.125
7298,"['LREMTTTTUSM156S', 'TWEXBMTH', 'HOUST']",0.783783784,0.5,0.25
7338,"['LREMTTTTUSM156S', 'UNRATENSA', '수출물가지수']",0.783783784,0.5,0.25
7349,"['LREMTTTTUSM156S', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
7370,"['LREMTTTTUSM156S', 'TCU', 'EXCHUS']",0.783783784,0.5,0.125
7387,"['LREMTTTTUSM156S', 'INDPRO', 'FEDFUNDS']",0.783783784,0.5,0.25
7440,"['LREMTTTTUSM156S', 'RMFSL', 'FEDFUNDS']",0.783783784,0.5,0.125
7488,"['LREMTTTTUSM156S', 'HOUST', 'HSN1F']",0.783783784,0.5,0.25
7489,"['LREMTTTTUSM156S', 'HOUST', 'FEDFUNDS']",0.783783784,0.5,0.25
7491,"['LREMTTTTUSM156S', 'HOUST', 'TOTALSA']",0.783783784,0.5,0.25
7510,"['LREMTTTTUSM156S', 'HOUST', 'IR3TCD01KRM156N']",0.783783784,0.5,0.125
7550,"['LREMTTTTUSM156S', 'FEDFUNDS', 'XTIMVA01KRM667S']",0.783783784,0.5,0.125
7563,"['LREMTTTTUSM156S', 'USSLIND', '수출물가지수']",0.783783784,0.5,0.125
7586,"['LREMTTTTUSM156S', 'TOTALSA', 'EXCHUS']",0.783783784,0.5,0.125
7628,"['LREMTTTTUSM156S', '서울아파트매매가격지수', 'XTIMVA01KRM667S']",0.783783784,0.5,0.375
7732,"['LREMTTTTUSM156S', 'EXCHUS', '환율평균']",0.783783784,0.5,0.125
7794,"['DGORDER', 'TWEXBMTH', 'HOUST']",0.783783784,0.5,0.25
7879,"['DGORDER', 'INDPRO', 'RMFSL']",0.783783784,0.5,0.5
7881,"['DGORDER', 'INDPRO', 'HOUST']",0.783783784,0.5,0.25
7921,"['DGORDER', 'PPIACO', 'EXCHUS']",0.783783784,0.5,0.125
7938,"['DGORDER', 'RMFSL', 'TOTALSA']",0.783783784,0.5,0.5
7985,"['DGORDER', 'HOUST', 'FEDFUNDS']",0.783783784,0.5,0.25
7987,"['DGORDER', 'HOUST', 'TOTALSA']",0.783783784,0.5,0.25
7993,"['DGORDER', 'HOUST', '수출물가지수']",0.783783784,0.5,0.25
7994,"['DGORDER', 'HOUST', 'EXJPUS']",0.783783784,0.5,0.25
7996,"['DGORDER', 'HOUST', 'EXCHUS']",0.783783784,0.5,0.25
8000,"['DGORDER', 'HOUST', 'GACDFSA066MSFRBPHI']",0.783783784,0.5,0.25
8019,"['DGORDER', 'HSN1F', 'EXCHUS']",0.783783784,0.5,0.125
8202,"['DGORDER', 'EXJPUS', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8310,"['TWEXBMTH', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8328,"['TWEXBMTH', 'TCU', '수출물가지수']",0.783783784,0.5,0.125
8409,"['TWEXBMTH', 'RMFSL', '수출물가지수']",0.783783784,0.5,0.125
8458,"['TWEXBMTH', 'HOUST', '수출물가지수']",0.783783784,0.5,0.25
8459,"['TWEXBMTH', 'HOUST', 'EXJPUS']",0.783783784,0.5,0.125
8492,"['TWEXBMTH', 'HSN1F', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8654,"['TWEXBMTH', '수출물가지수', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8655,"['TWEXBMTH', '수출물가지수', '한국실업률']",0.783783784,0.5,0.125
8667,"['TWEXBMTH', 'EXJPUS', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8782,"['UNRATENSA', 'INDPRO', 'HSN1F']",0.783783784,0.5,0.125
8838,"['UNRATENSA', 'RMFSL', 'TOTALSA']",0.783783784,0.5,0.5
8849,"['UNRATENSA', 'RMFSL', '정책금리']",0.783783784,0.5,0.125
8884,"['UNRATENSA', 'HOUST', 'HSN1F']",0.783783784,0.5,0.25
8905,"['UNRATENSA', 'HOUST', '한국실업률']",0.783783784,0.5,0.125
8917,"['UNRATENSA', 'HSN1F', 'EXJPUS']",0.783783784,0.5,0.125
8927,"['UNRATENSA', 'HSN1F', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
8990,"['UNRATENSA', 'TOTALSA', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
9202,"['TCU', 'INDPRO', '정책금리']",0.783783784,0.5,0.25
9203,"['TCU', 'INDPRO', '통화량']",0.783783784,0.5,0.125
9385,"['TCU', 'TOTALSA', '수출물가지수']",0.783783784,0.5,0.125
9397,"['TCU', 'TOTALSA', '한국실업률']",0.783783784,0.5,0.5
9489,"['TCU', '수출물가지수', '정책금리']",0.783783784,0.5,0.125
9574,"['TCU', 'XTIMVA01KRM667S', '환율평균']",0.783783784,0.5,0.25
9579,"['TCU', 'KORPROINDMISMEI', '환율평균']",0.783783784,0.5,0.125
9583,"['TCU', 'KORCPIALLMINMEI', '환율평균']",0.783783784,0.5,0.125
9668,"['INDPRO', 'HOUST', 'HSN1F']",0.783783784,0.5,0.25
9670,"['INDPRO', 'HOUST', 'USSLIND']",0.783783784,0.5,0.25
9671,"['INDPRO', 'HOUST', 'TOTALSA']",0.783783784,0.5,0.25
9678,"['INDPRO', 'HOUST', 'EXJPUS']",0.783783784,0.5,0.25
9700,"['INDPRO', 'HSN1F', '수출물가지수']",0.783783784,0.5,0.25
9743,"['INDPRO', 'USSLIND', '수출물가지수']",0.783783784,0.5,0.125
9871,"['INDPRO', '수출물가지수', 'KORPROINDMISMEI']",0.783783784,0.5,0.25
10353,"['RMFSL', 'HOUST', '수출물가지수']",0.783783784,0.5,0.25
10377,"['RMFSL', 'HSN1F', 'EXJPUS']",0.783783784,0.5,0.125
10413,"['RMFSL', 'USSLIND', 'TOTALSA']",0.783783784,0.5,0.375
10450,"['RMFSL', 'TOTALSA', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
10563,"['RMFSL', 'EXJPUS', '한국실업률']",0.783783784,0.5,0.125
10604,"['RMFSL', '정책금리', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
10840,"['CPIAUCSL', '수출물가지수', 'EXKOUS']",0.783783784,0.5,0.125
10953,"['HOUST', 'HSN1F', 'EXJPUS']",0.783783784,0.5,0.25
10986,"['HOUST', 'FEDFUNDS', '한국실업률']",0.783783784,0.5,0.125
11000,"['HOUST', 'USSLIND', '정책금리']",0.783783784,0.5,0.125
11016,"['HOUST', 'TOTALSA', 'EXJPUS']",0.783783784,0.5,0.125
11115,"['HOUST', '수출물가지수', 'EXJPUS']",0.783783784,0.5,0.25
11134,"['HOUST', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0.783783784,0.5,0.125
11138,"['HOUST', 'EXJPUS', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
11215,"['HOUST', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.783783784,0.5,0.125
11259,"['HSN1F', 'USSLIND', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
11268,"['HSN1F', 'TOTALSA', '수출물가지수']",0.783783784,0.5,0.5
11368,"['HSN1F', '수출물가지수', 'EXJPUS']",0.783783784,0.5,0.125
11372,"['HSN1F', '수출물가지수', '정책금리']",0.783783784,0.5,0.125
11378,"['HSN1F', '수출물가지수', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.25
11392,"['HSN1F', 'EXJPUS', '한국실업률']",0.783783784,0.5,0.125
11467,"['HSN1F', 'LRUNTTTTKRM156S', '한국실업률']",0.783783784,0.5,0.125
11712,"['USSLIND', 'TOTALSA', 'EXCHUS']",0.783783784,0.5,0.25
11813,"['USSLIND', '수출물가지수', '정책금리']",0.783783784,0.5,0.125
11820,"['USSLIND', '수출물가지수', '한국실업률']",0.783783784,0.5,0.125
12009,"['TOTALSA', '수출물가지수', 'LRUNTTTTKRM156S']",0.783783784,0.5,0.125
12026,"['TOTALSA', 'EXKOUS', 'EXCHUS']",0.783783784,0.5,0.25
12334,"['서울아파트매매가격지수', '수출물가지수', '한국실업률']",0.783783784,0.5,0.125
12580,"['자가주거비포함지수', '수출물가지수', 'EXKOUS']",0.783783784,0.5,0.125
12805,"['수출물가지수', 'EXKOUS', '통화량']",0.783783784,0.5,0.125
12832,"['수출물가지수', 'XTEXVA01CNM667S', '한국실업률']",0.783783784,0.5,0.125
12867,"['수출물가지수', 'KORPROINDMISMEI', '한국실업률']",0.783783784,0.5,0.25
2833,"['상품수지', 'LREMTTTTUSM156S', '한국실업률']",0.756756757,0.461538462,0.75
1062,"['ISM_PMI_Actual', 'T10Y2YM', 'CSUSHPINSA']",0.756756757,0.454545455,0.625
1065,"['ISM_PMI_Actual', 'T10Y2YM', 'DGORDER']",0.756756757,0.454545455,0.625
1154,"['ISM_PMI_Actual', 'CSUSHPINSA', '수출물가지수']",0.756756757,0.454545455,0.625
4956,"['T10Y2YM', 'DGORDER', 'USSLIND']",0.756756757,0.454545455,0.625
5146,"['T10Y2YM', 'RMFSL', '한국실업률']",0.756756757,0.454545455,0.625
1084,"['ISM_PMI_Actual', 'T10Y2YM', 'EXJPUS']",0.756756757,0.444444444,0.5
1096,"['ISM_PMI_Actual', 'T10Y2YM', 'IR3TCD01KRM156N']",0.756756757,0.444444444,0.5
1325,"['ISM_PMI_Actual', 'UNRATENSA', 'LRUNTTTTKRM156S']",0.756756757,0.444444444,0.5
2256,"['경상수지', 'RMFSL', '한국실업률']",0.756756757,0.444444444,0.5
2430,"['경상수지', '서울아파트매매가격지수', '환율평균']",0.756756757,0.444444444,0.5
2517,"['경상수지', 'EXKOUS', '환율평균']",0.756756757,0.444444444,0.5
2623,"['상품수지', 'UNRATE', 'T10Y2YM']",0.756756757,0.444444444,0.5
2667,"['상품수지', 'T10Y2YM', 'UNRATENSA']",0.756756757,0.444444444,0.5
2957,"['상품수지', 'TCU', '환율평균']",0.756756757,0.444444444,0.5
3297,"['상품수지', 'EXKOUS', '환율평균']",0.756756757,0.444444444,0.5
4919,"['T10Y2YM', 'LREMTTTTUSM156S', 'RMFSL']",0.756756757,0.444444444,0.5
8589,"['TWEXBMTH', '서울아파트매매가격지수', 'XTIMVA01KRM667S']",0.756756757,0.444444444,0.5
82,"['Volume', '경상수지', '환율평균']",0.756756757,0.428571429,0.375
352,"['Volume', 'LREMTTTTUSM156S', 'FEDFUNDS']",0.756756757,0.428571429,0.375
1088,"['ISM_PMI_Actual', 'T10Y2YM', '정책금리']",0.756756757,0.428571429,0.375
1140,"['ISM_PMI_Actual', 'CSUSHPINSA', 'INDPRO']",0.756756757,0.428571429,0.375
1237,"['ISM_PMI_Actual', 'DGORDER', 'UNRATENSA']",0.756756757,0.428571429,0.375
1246,"['ISM_PMI_Actual', 'DGORDER', 'USSLIND']",0.756756757,0.428571429,0.375
1247,"['ISM_PMI_Actual', 'DGORDER', 'TOTALSA']",0.756756757,0.428571429,0.375
1725,"['ISM_PMI_Actual', '정책금리', '한국실업률']",0.756756757,0.428571429,0.375
1942,"['경상수지', 'NEWORDER', 'EXCHUS']",0.756756757,0.428571429,0.375
1965,"['경상수지', 'CSUSHPINSA', 'HSN1F']",0.756756757,0.428571429,0.375
1974,"['경상수지', 'CSUSHPINSA', '수출물가지수']",0.756756757,0.428571429,0.375
2141,"['경상수지', 'UNRATENSA', 'GACDFSA066MSFRBPHI']",0.756756757,0.428571429,0.375
2547,"['경상수지', '정책금리', '환율평균']",0.756756757,0.428571429,0.375
2740,"['상품수지', 'CSUSHPINSA', 'INDPRO']",0.756756757,0.428571429,0.375
2744,"['상품수지', 'CSUSHPINSA', 'HOUST']",0.756756757,0.428571429,0.375
2748,"['상품수지', 'CSUSHPINSA', 'TOTALSA']",0.756756757,0.428571429,0.375
3306,"['상품수지', 'EXCHUS', '한국실업률']",0.756756757,0.428571429,0.375
4149,"['UNRATE', 'NEWORDER', 'INDPRO']",0.756756757,0.428571429,0.375
4186,"['UNRATE', 'CSUSHPINSA', 'RMFSL']",0.756756757,0.428571429,0.375
4285,"['UNRATE', 'DGORDER', 'RMFSL']",0.756756757,0.428571429,0.375
5393,"['T10Y2YM', 'EXJPUS', '한국실업률']",0.756756757,0.428571429,0.375
5758,"['NEWORDER', 'RMFSL', 'TOTALSA']",0.756756757,0.428571429,0.375
5764,"['NEWORDER', 'RMFSL', '수출물가지수']",0.756756757,0.428571429,0.375
6042,"['NEWORDER', 'EXCHUS', 'XTIMVA01KRM667S']",0.756756757,0.428571429,0.375
7265,"['LREMTTTTUSM156S', 'DGORDER', 'RMFSL']",0.756756757,0.428571429,0.375
7296,"['LREMTTTTUSM156S', 'TWEXBMTH', 'RMFSL']",0.756756757,0.428571429,0.375
7792,"['DGORDER', 'TWEXBMTH', 'RMFSL']",0.756756757,0.428571429,0.375
7934,"['DGORDER', 'RMFSL', 'HOUST']",0.756756757,0.428571429,0.375
7936,"['DGORDER', 'RMFSL', 'FEDFUNDS']",0.756756757,0.428571429,0.375
7945,"['DGORDER', 'RMFSL', 'EXJPUS']",0.756756757,0.428571429,0.375
8344,"['TWEXBMTH', 'INDPRO', 'RMFSL']",0.756756757,0.428571429,0.375
8524,"['TWEXBMTH', 'USSLIND', '수출물가지수']",0.756756757,0.428571429,0.375
8916,"['UNRATENSA', 'HSN1F', '수출물가지수']",0.756756757,0.428571429,0.375
9621,"['INDPRO', 'RMFSL', 'USSLIND']",0.756756757,0.428571429,0.375
10444,"['RMFSL', 'TOTALSA', '정책금리']",0.756756757,0.428571429,0.375
12713,"['자가주거비', 'EXKOUS', '정책금리']",0.756756757,0.428571429,0.375
12987,"['EXKOUS', '정책금리', '환율평균']",0.756756757,0.428571429,0.375
13077,"['EXCHUS', '한국실업률', '환율평균']",0.756756757,0.428571429,0.375
747,"['Volume', '서울아파트매매가격지수', '한국실업률']",0.72972973,0.416666667,0.625
1040,"['ISM_PMI_Actual', 'UNRATE', 'TOTALSA']",0.72972973,0.416666667,0.625
1077,"['ISM_PMI_Actual', 'T10Y2YM', 'TOTALSA']",0.72972973,0.416666667,0.625
1740,"['ISM_PMI_Actual', 'GACDFSA066MSFRBPHI', '한국실업률']",0.72972973,0.416666667,0.625
7956,"['DGORDER', 'RMFSL', '한국실업률']",0.72972973,0.416666667,0.625
8083,"['DGORDER', 'TOTALSA', 'XTEXVA01CNM667S']",0.72972973,0.416666667,0.625
9389,"['TCU', 'TOTALSA', 'XTEXVA01CNM667S']",0.72972973,0.416666667,0.625
9767,"['INDPRO', 'TOTALSA', 'XTEXVA01CNM667S']",0.72972973,0.416666667,0.625
44,"['Volume', '경상수지', 'UNRATE']",0.756756757,0.4,0.25
45,"['Volume', '경상수지', 'T10Y2YM']",0.756756757,0.4,0.25
50,"['Volume', '경상수지', 'DGORDER']",0.756756757,0.4,0.25
94,"['Volume', '상품수지', 'INDPRO']",0.756756757,0.4,0.25
171,"['Volume', 'UNRATE', 'INDPRO']",0.756756757,0.4,0.25
225,"['Volume', 'T10Y2YM', 'EXCHUS']",0.756756757,0.4,0.25
365,"['Volume', 'LREMTTTTUSM156S', '정책금리']",0.756756757,0.4,0.25
382,"['Volume', 'DGORDER', 'HOUST']",0.72972973,0.4,0.5
701,"['Volume', 'TOTALSA', 'EXCHUS']",0.756756757,0.4,0.25
922,"['ISM_PMI_Actual', '경상수지', 'USSLIND']",0.756756757,0.4,0.25
1057,"['ISM_PMI_Actual', 'UNRATE', 'LRUNTTTTKRM156S']",0.72972973,0.4,0.5
1074,"['ISM_PMI_Actual', 'T10Y2YM', 'HSN1F']",0.756756757,0.4,0.25
1547,"['ISM_PMI_Actual', 'USSLIND', 'XTIMVA01KRM667S']",0.756756757,0.4,0.25
1844,"['경상수지', 'UNRATE', 'NEWORDER']",0.756756757,0.4,0.25
1881,"['경상수지', 'T10Y2YM', 'NEWORDER']",0.756756757,0.4,0.25
1931,"['경상수지', 'NEWORDER', 'FEDFUNDS']",0.756756757,0.4,0.25
1953,"['경상수지', 'NEWORDER', '환율평균']",0.756756757,0.4,0.25
1975,"['경상수지', 'CSUSHPINSA', 'EXJPUS']",0.756756757,0.4,0.25
2105,"['경상수지', 'TWEXBMTH', 'EXJPUS']",0.756756757,0.4,0.25
2134,"['경상수지', 'UNRATENSA', '수출물가지수']",0.756756757,0.4,0.25
2171,"['경상수지', 'TCU', 'XTIMVA01KRM667S']",0.756756757,0.4,0.25
2346,"['경상수지', 'FEDFUNDS', 'XTIMVA01KRM667S']",0.756756757,0.4,0.25
2568,"['경상수지', 'XTIMVA01KRM667S', '환율평균']",0.72972973,0.4,0.5
2629,"['상품수지', 'UNRATE', 'TWEXBMTH']",0.756756757,0.4,0.25
2843,"['상품수지', 'DGORDER', 'HOUST']",0.756756757,0.4,0.25
2895,"['상품수지', 'TWEXBMTH', 'LRUNTTTTKRM156S']",0.756756757,0.4,0.25
2898,"['상품수지', 'TWEXBMTH', '환율평균']",0.756756757,0.4,0.25
2904,"['상품수지', 'UNRATENSA', 'HOUST']",0.756756757,0.4,0.25
3012,"['상품수지', 'PPIACO', '환율평균']",0.72972973,0.4,0.5
3111,"['상품수지', 'FEDFUNDS', 'USSLIND']",0.756756757,0.4,0.25
3142,"['상품수지', 'USSLIND', 'EXCHUS']",0.72972973,0.4,0.5
3199,"['상품수지', '서울아파트매매가격지수', 'EXCHUS']",0.756756757,0.4,0.25
3305,"['상품수지', 'EXCHUS', 'LRUNTTTTKRM156S']",0.756756757,0.4,0.25
3387,"['BAA', 'UNRATE', '수출물가지수']",0.756756757,0.4,0.25
3655,"['BAA', 'UNRATENSA', '수출물가지수']",0.756756757,0.4,0.25
3880,"['BAA', 'USSLIND', '수출물가지수']",0.756756757,0.4,0.25
4008,"['BAA', '수출물가지수', 'KORPROINDMISMEI']",0.756756757,0.4,0.25
4011,"['BAA', '수출물가지수', '한국실업률']",0.756756757,0.4,0.25
4028,"['BAA', 'EXKOUS', 'XTEXVA01CNM667S']",0.756756757,0.4,0.25
4153,"['UNRATE', 'NEWORDER', 'HOUST']",0.756756757,0.4,0.25
4328,"['UNRATE', 'TWEXBMTH', '수출물가지수']",0.756756757,0.4,0.25
4348,"['UNRATE', 'UNRATENSA', 'HOUST']",0.756756757,0.4,0.25
4377,"['UNRATE', 'TCU', 'HOUST']",0.756756757,0.4,0.25
4405,"['UNRATE', 'INDPRO', 'HOUST']",0.756756757,0.4,0.25
4459,"['UNRATE', 'RMFSL', 'HSN1F']",0.756756757,0.4,0.25
4510,"['UNRATE', 'HOUST', 'USSLIND']",0.756756757,0.4,0.25
4511,"['UNRATE', 'HOUST', 'TOTALSA']",0.756756757,0.4,0.25
4595,"['UNRATE', 'USSLIND', '한국실업률']",0.756756757,0.4,0.25
4603,"['UNRATE', 'TOTALSA', '수출물가지수']",0.72972973,0.4,0.5
4943,"['T10Y2YM', 'LREMTTTTUSM156S', '한국실업률']",0.72972973,0.4,0.5
5017,"['T10Y2YM', 'UNRATENSA', 'USSLIND']",0.72972973,0.4,0.5
5221,"['T10Y2YM', 'FEDFUNDS', 'USSLIND']",0.72972973,0.4,0.5
5371,"['T10Y2YM', '수출물가지수', 'EXCHUS']",0.756756757,0.4,0.25
5564,"['NEWORDER', 'LREMTTTTUSM156S', 'EXCHUS']",0.756756757,0.4,0.25
5697,"['NEWORDER', 'TCU', '환율평균']",0.756756757,0.4,0.25
5755,"['NEWORDER', 'RMFSL', 'HSN1F']",0.756756757,0.4,0.25
5806,"['NEWORDER', 'HOUST', 'USSLIND']",0.756756757,0.4,0.25
5807,"['NEWORDER', 'HOUST', 'TOTALSA']",0.756756757,0.4,0.25
5886,"['NEWORDER', 'USSLIND', 'GACDFSA066MSFRBPHI']",0.756756757,0.4,0.25
6278,"['CSUSHPINSA', 'TCU', '수출물가지수']",0.756756757,0.4,0.25
6289,"['CSUSHPINSA', 'TCU', 'LRUNTTTTKRM156S']",0.756756757,0.4,0.25
6350,"['CSUSHPINSA', 'RMFSL', 'HSN1F']",0.756756757,0.4,0.25
6453,"['CSUSHPINSA', 'FEDFUNDS', '수출물가지수']",0.756756757,0.4,0.25
6474,"['CSUSHPINSA', 'USSLIND', '수출물가지수']",0.72972973,0.4,0.5
6598,"['CSUSHPINSA', '수출물가지수', '정책금리']",0.756756757,0.4,0.25
6606,"['CSUSHPINSA', '수출물가지수', 'IR3TCD01KRM156N']",0.756756757,0.4,0.25
7308,"['LREMTTTTUSM156S', 'TWEXBMTH', '수출물가지수']",0.756756757,0.4,0.25
7324,"['LREMTTTTUSM156S', 'UNRATENSA', 'INDPRO']",0.756756757,0.4,0.25
7328,"['LREMTTTTUSM156S', 'UNRATENSA', 'HOUST']",0.756756757,0.4,0.25
7804,"['DGORDER', 'TWEXBMTH', '수출물가지수']",0.756756757,0.4,0.25
7824,"['DGORDER', 'UNRATENSA', 'HOUST']",0.756756757,0.4,0.25
7955,"['DGORDER', 'RMFSL', 'LRUNTTTTKRM156S']",0.72972973,0.4,0.5
7986,"['DGORDER', 'HOUST', 'USSLIND']",0.756756757,0.4,0.25
8079,"['DGORDER', 'TOTALSA', '수출물가지수']",0.756756757,0.4,0.25
8289,"['TWEXBMTH', 'UNRATENSA', 'HOUST']",0.756756757,0.4,0.25
8581,"['TWEXBMTH', '서울아파트매매가격지수', '수출물가지수']",0.756756757,0.4,0.25
8749,"['UNRATENSA', 'TCU', 'INDPRO']",0.756756757,0.4,0.25
8779,"['UNRATENSA', 'INDPRO', 'RMFSL']",0.756756757,0.4,0.25
8781,"['UNRATENSA', 'INDPRO', 'HOUST']",0.756756757,0.4,0.25
8835,"['UNRATENSA', 'RMFSL', 'HSN1F']",0.756756757,0.4,0.25
8886,"['UNRATENSA', 'HOUST', 'USSLIND']",0.756756757,0.4,0.25
8887,"['UNRATENSA', 'HOUST', 'TOTALSA']",0.756756757,0.4,0.25
8894,"['UNRATENSA', 'HOUST', 'EXJPUS']",0.756756757,0.4,0.25
8907,"['UNRATENSA', 'HOUST', '환율평균']",0.756756757,0.4,0.25
8979,"['UNRATENSA', 'TOTALSA', '수출물가지수']",0.756756757,0.4,0.25
8991,"['UNRATENSA', 'TOTALSA', '한국실업률']",0.72972973,0.4,0.5
9199,"['TCU', 'INDPRO', 'EXKOUS']",0.756756757,0.4,0.25
9244,"['TCU', 'RMFSL', 'TOTALSA']",0.756756757,0.4,0.25
9392,"['TCU', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0.756756757,0.4,0.25
9669,"['INDPRO', 'HOUST', 'FEDFUNDS']",0.756756757,0.4,0.25
9724,"['INDPRO', 'FEDFUNDS', 'EXKOUS']",0.756756757,0.4,0.25
9850,"['INDPRO', '자가주거비', 'EXKOUS']",0.756756757,0.4,0.25
9891,"['INDPRO', 'EXKOUS', 'XTEXVA01CNM667S']",0.756756757,0.4,0.25
10225,"['PPIACO', '수출물가지수', '한국실업률']",0.756756757,0.4,0.25
10346,"['RMFSL', 'HOUST', 'USSLIND']",0.756756757,0.4,0.25
10347,"['RMFSL', 'HOUST', 'TOTALSA']",0.756756757,0.4,0.25
10388,"['RMFSL', 'HSN1F', '한국실업률']",0.756756757,0.4,0.25
10550,"['RMFSL', '수출물가지수', '한국실업률']",0.756756757,0.4,0.25
10995,"['HOUST', 'USSLIND', '수출물가지수']",0.756756757,0.4,0.25
11015,"['HOUST', 'TOTALSA', '수출물가지수']",0.756756757,0.4,0.25
11022,"['HOUST', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0.756756757,0.4,0.25
11121,"['HOUST', '수출물가지수', 'GACDFSA066MSFRBPHI']",0.756756757,0.4,0.25
11248,"['HSN1F', 'USSLIND', '수출물가지수']",0.756756757,0.4,0.25
11299,"['HSN1F', 'UMCSENT', '한국실업률']",0.756756757,0.4,0.25
11482,"['FEDFUNDS', 'USSLIND', 'EXCHUS']",0.756756757,0.4,0.25
11709,"['USSLIND', 'TOTALSA', '수출물가지수']",0.756756757,0.4,0.25
11721,"['USSLIND', 'TOTALSA', '한국실업률']",0.756756757,0.4,0.25
11852,"['USSLIND', 'EXCHUS', 'XTIMVA01KRM667S']",0.756756757,0.4,0.25
11895,"['USSLIND', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0.756756757,0.4,0.25
12331,"['서울아파트매매가격지수', '수출물가지수', 'KORPROINDMISMEI']",0.756756757,0.4,0.25
12853,"['수출물가지수', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0.756756757,0.4,0.25
12868,"['수출물가지수', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0.756756757,0.4,0.25
1030,"['ISM_PMI_Actual', 'UNRATE', 'UNRATENSA']",0.675675676,0.388888889,0.875
