,Close
231,758.030029
7757,777.289978
7758,775.26001
7759,781.700012
4924,781.700012
7760,773.51001
7761,767.73999
7762,771.98999
7763,767.77002
7764,768.299988
4925,768.299988
7765,764.450012
7766,755.049988
7767,739.719971
7768,739.719971
7769,747.369995
4926,747.369995
7770,740.929993
7771,725.97998
7772,730.580017
7773,739.039978
7774,733.6400150000001
4927,733.6400150000001
7775,733.919983
7776,732.679993
7777,726.8900150000001
7778,726.119995
232,731.450012
4928,731.450012
7779,734.1900019999999
7780,740.8599849999999
7781,745.650024
7782,745.349976
7783,752.01001
4929,752.01001
7784,765.070007
7785,762.02002
7786,762.72998
7787,755.780029
7788,755.780029
4930,755.780029
7789,747.289978
7790,741.289978
7791,746.22998
7792,739.469971
7793,736.619995
4931,736.619995
7794,741.76001
7795,734.030029
7796,730.280029
7797,716.8599849999999
7798,704.27002
4932,704.27002
233,682.200012
7799,688.780029
7800,688.630005
7801,687.98999
7802,700.919983
4933,700.919983
7803,697.97998
7804,688.969971
7805,691.619995
7806,695.369995
7807,699.330017
4934,699.330017
7808,699.330017
7809,699.330017
7810,699.330017
7811,701.3900150000001
7812,689.159973
4935,689.159973
7813,668.450012
7814,654.369995
7815,655.75
7816,647.0
7817,638.26001
4936,638.26001
7818,625.070007
7819,647.1099849999999
234,644.919983
7820,636.650024
7821,636.650024
4937,636.650024
7822,644.210022
7823,630.030029
7824,610.4400019999999
7825,609.3599849999999
7826,609.840027
4938,609.840027
7827,613.0
7828,620.679993
7829,604.73999
7830,579.25
7831,585.48999
4939,585.48999
7832,565.6400150000001
7833,566.849976
7834,601.320007
7835,604.0599980000001
7836,570.909973
4940,570.909973
7837,530.469971
7838,495.27999900000003
7839,506.64001500000006
7840,485.079987
7841,470.790009
235,470.790009
7842,511.660004
7843,542.130005
7844,555.73999
7845,553.869995
7846,515.630005
4941,515.630005
7847,525.320007
7848,522.1099849999999
7849,517.48999
7850,519.469971
7851,520.01001
4942,520.01001
7852,496.98001100000005
7853,494.660004
7854,502.589996
7855,488.410004
7856,506.07000700000003
4943,506.07000700000003
7857,450.64001500000006
7858,439.589996
7859,438.700012
7860,433.10000599999995
7861,411.910004
4944,411.910004
236,393.160004
7862,376.869995
7863,379.309998
7864,405.809998
7865,434.119995
4945,434.119995
7866,414.829987
7867,388.0
7868,399.850006
7869,377.369995
7870,350.679993
4946,350.679993
7871,385.799988
7872,404.26001
7873,418.48999
7874,418.48999
7875,397.019989
4947,397.019989
7876,396.059998
7877,366.359985
7878,351.450012
7879,351.450012
7880,375.149994
4948,375.149994
7881,375.149994
7882,375.149994
7883,375.149994
32,375.149994
7884,375.149994
4949,375.149994
7885,396.48999
7886,406.339996
7887,409.420013
7888,423.959991
7889,414.0
4950,414.0
7890,456.200012
7891,463.73999000000003
7892,475.130005
7893,505.98001100000005
7894,488.10000599999995
4951,488.10000599999995
7895,528.77002
7896,533.549988
7897,506.660004
7898,483.98999000000003
7899,486.85998499999994
4952,486.85998499999994
7900,518.6400150000001
7901,518.6400150000001
7902,518.6400150000001
7903,518.6400150000001
7904,558.330017
4953,558.330017
237,558.330017
7905,543.679993
7906,550.210022
7907,547.280029
7908,528.049988
7909,540.450012
4954,540.450012
7910,554.23999
7911,541.77002
7912,520.1400150000001
7913,512.48999
7914,506.200012
4955,506.200012
7915,476.98001100000005
7916,471.73001100000005
7917,487.73001100000005
7918,513.450012
7919,522.130005
4956,522.130005
7920,543.0599980000001
7921,540.8900150000001
7922,516.380005
7923,524.97998
7924,548.419983
4957,548.419983
238,548.419983
7925,574.349976
7926,570.8900150000001
7927,572.76001
7928,535.679993
7929,522.549988
4958,522.549988
7930,507.709991
7931,525.5599980000001
7932,531.049988
7933,535.840027
7934,536.159973
4959,536.159973
7935,528.880005
7936,515.51001
7937,518.080017
7938,521.72998
7939,525.950012
4960,525.950012
7940,511.89999400000005
7941,508.42999299999997
7942,510.14001500000006
7943,501.130005
7944,503.079987
4961,503.079987
7945,482.329987
7946,481.040009
239,468.22000099999997
7947,453.660004
7948,434.450012
4962,434.450012
7949,435.920013
7950,459.579987
7951,455.52999900000003
7952,468.10998499999994
7953,468.290009
4963,468.290009
7954,494.89001500000006
7955,467.630005
7956,467.869995
7957,454.14999400000005
7958,450.23001100000005
4964,450.23001100000005
7959,435.73001100000005
7960,439.209991
7961,431.80999800000006
7962,416.540009
7963,414.559998
4965,414.559998
7964,406.25
7965,402.390015
7966,417.049988
7967,421.22000099999997
240,421.22000099999997
4966,421.22000099999997
7968,391.799988
7969,391.799988
7970,376.230011
7971,379.47000099999997
7972,373.040009
4967,373.040009
7973,361.579987
7974,351.859985
7975,356.579987
7976,362.940002
7977,352.829987
