,Open,High,Low,Close,Adj Close,Volume,HM4UP,LM4D,경상수지,상품수지,BAA,CSUSHPINSA,PCE,LREMTTTTUSM156S,DGORDER,TWEXBMTH,UNRATENSA,TCU,INDPRO,PPIACO,CPIAUCSL,HOUST,HSN1F,FEDFUNDS,USSLIND,TOTALSA,NEWORDER,서울아파트매매가격지수,AMBNS,자가주거비포함지수,자가주거비,수출물가지수,EXJPUS,EXKOUS,EXCHUS,T10Y2YM,XTEXVA01CNM667S,정책금리,통화량,GACDFSA066MSFRBPHI,XTIMVA01KRM667S,KORPROINDMISMEI,KORCPIALLMINMEI,LRUNTTTTKRM156S,한국실업률,IR3TCD01KRM156N,환율평균
CPIAUCSL,0.8690360524838852,0.8709820334965976,0.8650578805313031,0.8693639739642772,0.8693639739642772,0.04360020674328969,0.0031943871580067114,-0.08013342612068207,0.6379638016433431,0.7058367002609399,-0.717607730904643,0.30156414994434194,0.9724868257990277,-0.5930889549064031,0.5178731916648301,0.465522880769633,-0.15212300069171494,-0.15092574364505898,0.4896897542428155,0.8158930556833791,1.0,-0.38186275338369147,-0.5512140403618927,-0.5564123284802356,0.3339897169417147,0.26217448997022996,0.4391173073429723,0.7930348678389774,0.9250581716207511,0.9886873266764946,0.9700293173294565,-0.3721371321906964,0.00386727879549737,0.32143193646758006,-0.7908081848252775,0.11875081887273593,0.9578771159946401,-0.7163258927229585,0.9818763501412939,0.2593755725451627,0.7961951393085197,0.9455470563931834,0.9868624441861303,0.15635140686917734,0.08723311117030735,-0.7384055733090208,0.32076021730289145
HOUST,0.055318501943243455,0.04954826309537442,0.06360395129254068,0.05512384723491078,0.05512384723491078,-0.21127516555389697,-0.19126547222698465,-0.12933991074739268,-0.13579180720717887,-0.03789193441670954,-0.04545046950902809,0.594112007760494,-0.20270888833813788,0.7598979089262051,0.2938835150940569,0.387316074213833,-0.7249761177524133,0.675842781670023,0.4101268530068773,-0.5898774460689482,-0.38186275338369147,1.0,0.9570704963821667,0.7072536708324818,0.30496435353532086,0.6974541879783843,0.10336287932219534,-0.6722967282549428,-0.324636851213596,-0.39608086254695907,-0.22002185638037605,-0.4636343404360571,0.6601337438316606,-0.5761391078974667,0.7466499500787943,-0.7781773334508327,-0.4034494165672909,0.24012416412456755,-0.3076692095671476,0.2792193390826812,-0.541396902507683,-0.4760370689243339,-0.4374005904157906,0.21935270118779612,0.1349415860054229,0.16388911619417632,-0.576570000684253
HSN1F,-0.11321433302952967,-0.1169632345558857,-0.10332861252371794,-0.11044006463864933,-0.11044006463864933,-0.1792951211148603,-0.14372294204784802,-0.11296579183420259,-0.2759559252484468,-0.18624482937581385,0.12420176198915041,0.49302849031566587,-0.3740027541892494,0.8136371670086416,0.10627006023932024,0.29242566007632925,-0.6131418494125351,0.5891121355367365,0.23067333161152312,-0.7329099100050542,-0.5512140403618927,0.9570704963821667,1.0,0.7571096388788957,0.1574518303193994,0.5416838226509969,-0.04920563975027502,-0.7356022237548457,-0.4995036717973265,-0.563597739501949,-0.40110585001038684,-0.313770051943897,0.5750769927384168,-0.540166504087293,0.8660884321804457,-0.7410665865738576,-0.5775961379357264,0.3297963271077796,-0.4662340544042466,0.2126930484714946,-0.6790775226415426,-0.6415919960435963,-0.6005370868164788,0.23050190852872407,0.14449044190207,0.273263593455843,-0.5403394986849988
FEDFUNDS,-0.19182861422466152,-0.19474748038401493,-0.19203084784535407,-0.1958100419705905,-0.1958100419705905,0.06029260788777568,-0.09845960894578089,-0.041101211799190095,-0.45716261344044046,-0.3731968298282555,0.3470345511235229,0.5156120926583654,-0.4076137874402312,0.9177261664002176,0.22602774186827862,0.059995432021231934,-0.5742260488571718,0.6489788284578156,0.30096946339676983,-0.598576090510352,-0.5564123284802356,0.7072536708324818,0.7571096388788957,1.0,-0.0738972912480848,0.33763776882771657,0.17268857059094517,-0.4755358799817446,-0.6701567568870294,-0.6362764876770564,-0.5329758823655902,-0.3144484389692052,0.5584222587849131,-0.7150516900398475,0.8188818303117393,-0.783592630253576,-0.5793827527505461,0.6582814845673528,-0.5327789597013313,0.016431020020080282,-0.5335580249318387,-0.6268486812698361,-0.6578228772910063,-0.03844267498494127,-0.02962973286463403,0.6118924766740709,-0.7136065013124143
USSLIND,0.42115264306533484,0.4131601891379465,0.43591427944368477,0.4255225195144016,0.4255225195144016,-0.35911665117739566,-0.16548091223576278,-0.24903492985483444,0.2642836750046853,0.31469228813096733,-0.8096683814680096,0.1725039050918337,0.35653005797701404,-0.22547266136748992,0.5719136983293263,0.17195570511170594,-0.23895273616166218,0.47688106646875816,0.5188734857413981,0.3057227919610024,0.3339897169417147,0.30496435353532086,0.1574518303193994,-0.0738972912480848,1.0,0.64599599955421,0.5032910757778841,-0.11964894814576382,0.4550542219063222,0.3800624304240965,0.4315941724595218,-0.5237621459454532,0.10716763640741257,-0.41075519660211696,-0.16576380307821673,-0.15645418576063902,0.43059661861756,-0.2656960197985906,0.33070584057557445,0.6499994546311234,0.36770869663020067,0.4684540970898442,0.3645067995307983,0.0584737298810055,0.050844937183396006,-0.3776832291706952,-0.4131700732638466
TOTALSA,0.5745769321371116,0.5668703516650195,0.5819567286353174,0.5745883314306475,0.5745883314306475,-0.29072145255580256,-0.22882616609297493,-0.2265743321078043,0.3225038620384202,0.4277055512251065,-0.5903778204544705,0.7139019738200798,0.40674272409690926,0.3444285834831267,0.7160284897333529,0.5756811413384485,-0.8260761382098178,0.6841811868950244,0.8101614754413617,-0.007741459593449283,0.26217448997022996,0.6974541879783843,0.5416838226509969,0.33763776882771657,0.64599599955421,1.0,0.5049563481116794,-0.20845345750483496,0.308098530710628,0.25086657273316987,0.41346260104031807,-0.7985806851578809,0.683841770995135,-0.4950357291926361,0.16389076799644106,-0.657437195740356,0.2624017818677765,-0.13542781176246146,0.30168408649765305,0.4369983909031734,0.030658593636721514,0.1852829970256897,0.20867058267987382,0.15426229964767685,0.07401789804119065,-0.2570974697395309,-0.4962492723809093
NEWORDER,0.46743923161257545,0.4622194385848759,0.46426935750854054,0.46197143522121764,0.46197143522121764,-0.1255983963149829,-0.13878162952227346,-0.04900128535964463,0.14240866175159309,0.148925218483943,-0.4937344582280297,0.3380637093659469,0.4339998060007916,0.0425767060383651,0.8807121048468771,-0.0013389743482097828,-0.4278127463879194,0.6895124618129852,0.811394283282214,0.5919590906868262,0.4391173073429723,0.10336287932219534,-0.04920563975027502,0.17268857059094517,0.5032910757778841,0.5049563481116794,1.0,0.19663266679641006,0.3058643270230343,0.3798831517347684,0.39333086475976187,-0.3913022749829029,0.15954902759288153,-0.4993770439527284,-0.28221596663420573,-0.31352670875246047,0.5233325144803253,0.18450383048994023,0.33898088885267896,0.17225415290759113,0.6434806669450979,0.45977481813473187,0.37486202136524277,-0.36351712908085276,-0.2308174104297572,0.08467749108895788,-0.4994446286588031
서울아파트매매가격지수,0.5980604036315431,0.6049432836598173,0.584125463885038,0.5937519603917647,0.5937519603917647,0.3526754836187521,0.1294071852807011,0.04994205579758491,0.3257519580766166,0.39785291237443576,-0.27817210882793514,0.12741334773059787,0.7456457815242816,-0.525075605097735,0.2040035237161647,0.25154149407184734,0.11299894563696843,-0.4196825011549862,0.14619281756317168,0.6874058868895515,0.7930348678389774,-0.6722967282549428,-0.7356022237548457,-0.4755358799817446,-0.11964894814576382,-0.20845345750483496,0.19663266679641006,1.0,0.5920733781574923,0.7466769918215784,0.6600226738441672,-0.03608998503713734,-0.19535168628642705,0.4612980681885805,-0.688179387554732,0.25652312017363293,0.7095713702992316,-0.5040747084773944,0.7775393093673765,-0.0009051074958327778,0.6745846310666329,0.7458547685935019,0.7632526307842047,0.12699740999115408,0.0732118732885463,-0.4572358910373549,0.4623992950984898
AMBNS,0.7854281288788904,0.7855502707241031,0.7878857994965829,0.7896946287047687,0.7896946287047687,-0.0978615961876738,-0.023592894473171436,-0.1212838254434155,0.7331469628191197,0.7723050688163702,-0.7759649591640013,0.18425321899018804,0.8892510936237247,-0.6858276138778281,0.4103410677011788,0.45066897805552847,-0.08278959833432575,-0.19436759635552686,0.39660494994549444,0.7211390752183818,0.9250581716207511,-0.324636851213596,-0.4995036717973265,-0.6701567568870294,0.4550542219063222,0.308098530710628,0.3058643270230343,0.5920733781574923,1.0,0.9606374494166203,0.957585129955511,-0.4064375342755177,0.017615574909503738,0.3520359461791297,-0.7998826939971357,0.2243006406374642,0.9162294556170829,-0.8156206802233756,0.9212565143633508,0.32382156770626747,0.6883373229597031,0.9018183517494335,0.9549614675304076,0.1951734516024822,0.11765131942078631,-0.8419436127945964,0.3506128218812755
자가주거비포함지수,0.8379041336630851,0.8393989058933893,0.8362662871349414,0.8397721994113333,0.8397721994113333,-0.014630663472011713,0.005755997696517062,-0.09137607306536474,0.6731608392962923,0.72959307921046,-0.7538299001117258,0.2229108350730457,0.9529117225553456,-0.6675809417376829,0.4584208515286196,0.45660108158038915,-0.08665705514015991,-0.1987778513664276,0.42725397165032003,0.8010623825342083,0.9886873266764946,-0.39608086254695907,-0.563597739501949,-0.6362764876770564,0.3800624304240965,0.25086657273316987,0.3798831517347684,0.7466769918215784,0.9606374494166203,1.0,0.9788977902355158,-0.34860711979210546,-0.04822033777127881,0.37425171982714417,-0.8151535706871023,0.1784067419373248,0.9587536234323085,-0.7754577444930086,0.9777719072286067,0.27694504144665644,0.7787967150938905,0.9552236345847459,0.9986860202901657,0.17154683049042352,0.10767085160753205,-0.7983688544063567,0.37327285530679677
자가주거비,0.9038272070665506,0.9045552032789179,0.9038375521300345,0.9061519496375473,0.9061519496375473,-0.05344471109672366,-0.03226998140057262,-0.12341540529332513,0.7097463907136744,0.7892062478428944,-0.7935257034473685,0.3742528696297949,0.974658135533348,-0.5371996998240045,0.5281111873083439,0.5926359538897505,-0.2614752569553795,-0.09433537047845462,0.5331698840007498,0.7011467274772692,0.9700293173294565,-0.22002185638037605,-0.40110585001038684,-0.5329758823655902,0.4315941724595218,0.41346260104031807,0.39333086475976187,0.6600226738441672,0.957585129955511,0.9788977902355158,1.0,-0.48147497879666334,0.11603606398222409,0.30316966856158656,-0.7072102843178903,0.02696643376334394,0.92757276448711,-0.7856258185549789,0.979947302729372,0.3294905451506028,0.6835361670789216,0.9035470940026725,0.9671649130866556,0.23211183824834494,0.13806690706655772,-0.8215545363667791,0.30200455027107825
수출물가지수,-0.6118719592118174,-0.606966623141606,-0.6233088246011417,-0.6168015778510426,-0.6168015778510426,0.13875741066166286,0.1855506678753339,0.26459237780412026,-0.35626971385812595,-0.5114430397017774,0.5739011516589312,-0.7372253640889697,-0.5073904250851171,-0.21738258039500719,-0.6427882366541908,-0.5926242447143203,0.7164290483625584,-0.44336856769300154,-0.7208017228822795,-0.019609088546345358,-0.3721371321906964,-0.4636343404360571,-0.313770051943897,-0.3144484389692052,-0.5237621459454532,-0.7985806851578809,-0.3913022749829029,-0.03608998503713734,-0.4064375342755177,-0.34860711979210546,-0.48147497879666334,1.0,-0.686542208523285,0.4622360999604213,-0.031396023941431477,0.5903314641663306,-0.34603628598072206,0.2607519628215993,-0.4190641731476353,-0.3883023318722574,-0.043662258550006806,-0.30167925605322243,-0.31270024147431236,-0.21525424497833842,-0.13716568970919954,0.35557157994990995,0.4628828285891158
EXJPUS,0.36636881697155876,0.3623318829139802,0.3667972013302873,0.3634051962274855,0.3634051962274855,0.04214510714807012,-0.14645782054616466,-0.151692089438669,0.15709412214301435,0.28672153787799987,-0.046505461410511456,0.8082406298737129,0.17697457662288935,0.6231130944547891,0.4061767651129429,0.6050880314905982,-0.8361879577407403,0.46086488395494574,0.5806848150407644,-0.33660512861566627,0.00386727879549737,0.6601337438316606,0.5750769927384168,0.5584222587849131,0.10716763640741257,0.683841770995135,0.15954902759288153,-0.19535168628642705,0.017615574909503738,-0.04822033777127881,0.11603606398222409,-0.686542208523285,1.0,-0.37903058681538304,0.38092134431773544,-0.6627257944841722,-0.05006250678299914,0.013135284760892596,0.06696877974282953,0.19175946313518136,-0.3390360889932969,-0.16644667139378017,-0.08930261609184126,0.24602042224069728,0.13747483261102936,-0.03681744488708147,-0.37870955430865594
EXKOUS,0.0738985455613685,0.08260866245249472,0.0602818417288642,0.07315156397286256,0.07315156397286256,0.1336808225881421,0.20106800977924524,0.16340924241341526,0.3409687192780519,0.27522925531323794,0.10592464905374732,-0.3210555236799986,0.25172830516953976,-0.5661051735094227,-0.5099442537782083,0.21773421352835967,0.45168804290238057,-0.8174586369200857,-0.4966250133907578,0.1720875107072761,0.32143193646758006,-0.5761391078974667,-0.540166504087293,-0.7150516900398475,-0.41075519660211696,-0.4950357291926361,-0.4993770439527284,0.4612980681885805,0.3520359461791297,0.37425171982714417,0.30316966856158656,0.4622360999604213,-0.37903058681538304,1.0,-0.45198306493339646,0.49740793291914115,0.23823768621179872,-0.5882306636646573,0.3651900662148013,-0.2896103880696209,0.09101163636533702,0.25756685608338553,0.38946136540348253,0.21739601533613528,0.13074675244522654,-0.47873206795033335,0.9999113000605134
EXCHUS,-0.4206076839059588,-0.42355874215899714,-0.41804575842133845,-0.42296875265064093,-0.42296875265064093,0.00738694749433758,-0.08792026419008626,-0.011913558482403133,-0.5243394829727994,-0.46144410350852566,0.48167607632151577,0.2774182094795907,-0.6383866237916013,0.8551846968820557,-0.1890679243651897,0.073581304759742,-0.35447778061627744,0.3894562834610145,-0.0914109248315838,-0.8828178187913482,-0.7908081848252775,0.7466499500787943,0.8660884321804457,0.8188818303117393,-0.16576380307821673,0.16389076799644106,-0.28221596663420573,-0.688179387554732,-0.7998826939971357,-0.8151535706871023,-0.7072102843178903,-0.031396023941431477,0.38092134431773544,-0.45198306493339646,1.0,-0.5901896492042636,-0.8380071513462063,0.5299839136635616,-0.7068059198612598,0.02283741806263915,-0.825353624313908,-0.8424266416112495,-0.8369353343946152,0.16757014240482757,0.09291961690706822,0.521440903547825,-0.4512977662070226
T10Y2YM,-0.2761406438980804,-0.274476546676687,-0.2773333435035331,-0.2743341632198897,-0.2743341632198897,0.08945859836122241,0.10325256952207926,0.09521072705511298,0.05305569629125219,-0.07388290340129852,0.1015906116652743,-0.7797050364041084,-0.07241739462973908,-0.7492088434716949,-0.46569729988926306,-0.5274771542211001,0.8193993961493982,-0.6371917584557992,-0.5763703395746653,0.3893216517423812,0.11875081887273593,-0.7781773334508327,-0.7410665865738576,-0.783592630253576,-0.15645418576063902,-0.657437195740356,-0.31352670875246047,0.25652312017363293,0.2243006406374642,0.1784067419373248,0.02696643376334394,0.5903314641663306,-0.6627257944841722,0.49740793291914115,-0.5901896492042636,1.0,0.1812604737187587,-0.21683353559647017,0.05580196794833763,-0.12003279453645652,0.339693538297284,0.26846203424259674,0.21488458523731702,-0.15603953946317317,-0.07208520101642839,-0.14437740172914854,0.49654488206677366
XTEXVA01CNM667S,0.7933831389547097,0.7931817489259275,0.7886178956192299,0.7937750561817732,0.7937750561817732,-0.028558389010812268,-0.024154017807289124,-0.069919104530273,0.6203305952879385,0.6442702991484995,-0.7486061532651802,0.18397741789830882,0.9043357985140946,-0.6381870978491162,0.5550546888862821,0.32087796168139465,-0.08871472042701509,-0.06073630650892405,0.5109964167317015,0.8662621034322638,0.9578771159946401,-0.4034494165672909,-0.5775961379357264,-0.5793827527505461,0.43059661861756,0.2624017818677765,0.5233325144803253,0.7095713702992316,0.9162294556170829,0.9587536234323085,0.92757276448711,-0.34603628598072206,-0.05006250678299914,0.23823768621179872,-0.8380071513462063,0.1812604737187587,1.0,-0.628564548263581,0.9162086220233585,0.2555935191932266,0.855854455272485,0.9509607735454281,0.9603767545259925,0.027198190029367738,0.040583059904076214,-0.6649299362543561,0.2369880953212737
정책금리,-0.6593824177628106,-0.6640606373808114,-0.6659403312999057,-0.6675847117653289,-0.6675847117653289,0.017415196847846186,-0.0705850369810953,0.14223793617791425,-0.6413543665080166,-0.7361265261241419,0.5921450808382865,-0.1693420492869038,-0.7285597474751477,0.6308875003834146,-0.008580283131450908,-0.6143222056976989,-0.041049955034667976,0.4921281316382467,-0.04266312144654989,-0.34653958757396686,-0.7163258927229585,0.24012416412456755,0.3297963271077796,0.6582814845673528,-0.2656960197985906,-0.13542781176246146,0.18450383048994023,-0.5040747084773944,-0.8156206802233756,-0.7754577444930086,-0.7856258185549789,0.2607519628215993,0.013135284760892596,-0.5882306636646573,0.5299839136635616,-0.21683353559647017,-0.628564548263581,1.0,-0.8000441465193281,-0.3683172714261066,-0.31210621073153044,-0.6633865886033009,-0.7671758996574645,-0.536693368535504,-0.32896631500741014,0.9807302811017876,-0.5868482141141532
통화량,0.9074930941931119,0.9104846149052132,0.9045064525601678,0.9090102304866045,0.9090102304866045,0.054311345809972586,0.011091656195881918,-0.10020813480312736,0.6579163057741059,0.7552102067224545,-0.7210104540223421,0.3759860628171226,0.9874322049738137,-0.5502809308294979,0.4717452263762066,0.5954478921647267,-0.20429314165001822,-0.18251615004095292,0.46975595760920424,0.7045221358993962,0.9818763501412939,-0.3076692095671476,-0.4662340544042466,-0.5327789597013313,0.33070584057557445,0.30168408649765305,0.33898088885267896,0.7775393093673765,0.9212565143633508,0.9777719072286067,0.979947302729372,-0.4190641731476353,0.06696877974282953,0.3651900662148013,-0.7068059198612598,0.05580196794833763,0.9162086220233585,-0.8000441465193281,1.0,0.30637255457529505,0.6912739528788553,0.9084274436070613,0.9706386453017246,0.28768363501116206,0.17251087628361228,-0.8177630434138271,0.3644852470527968
GACDFSA066MSFRBPHI,0.4515423628734131,0.44888249123030116,0.47444035092293046,0.46241220831642466,0.46241220831642466,-0.12902005636344768,-0.07961600621062481,-0.30061078154202125,0.13248635915558388,0.2761990901103401,-0.5728140946728076,0.3181143417239876,0.32437279990270257,-0.1099518159183361,0.32279301836518687,0.28872461639834246,-0.22286830509559594,0.22586857574038752,0.3201374482894117,0.11177577586591196,0.2593755725451627,0.2792193390826812,0.2126930484714946,0.016431020020080282,0.6499994546311234,0.4369983909031734,0.17225415290759113,-0.0009051074958327778,0.32382156770626747,0.27694504144665644,0.3294905451506028,-0.3883023318722574,0.19175946313518136,-0.2896103880696209,0.02283741806263915,-0.12003279453645652,0.2555935191932266,-0.3683172714261066,0.30637255457529505,1.0,0.1923064372709581,0.31005172852917895,0.26114475090530825,0.40095377896884393,0.2532155744551954,-0.43114513619239275,-0.2908118506730038
XTIMVA01KRM667S,0.5487234864704651,0.5476299648626229,0.5424152847341326,0.5445258718613772,0.5445258718613772,0.02475757643745952,-0.011040392099131477,-0.000386294380941421,0.3378747006946025,0.31775977448590426,-0.5953578767991126,-0.07079829724133925,0.6788236098811407,-0.6463672772124869,0.5278771115334498,-0.08746866733275499,0.13765808284547898,0.014765789437646542,0.3954149132169727,0.9770948410373949,0.7961951393085197,-0.541396902507683,-0.6790775226415426,-0.5335580249318387,0.36770869663020067,0.030658593636721514,0.6434806669450979,0.6745846310666329,0.6883373229597031,0.7787967150938905,0.6835361670789216,-0.043662258550006806,-0.3390360889932969,0.09101163636533702,-0.825353624313908,0.339693538297284,0.855854455272485,-0.31210621073153044,0.6912739528788553,0.1923064372709581,1.0,0.8681291720839094,0.7979128323712471,-0.21278317145495756,-0.1346212597658987,-0.34637546349340675,0.09042220135038735
KORPROINDMISMEI,0.7458501703053619,0.7466333294218067,0.7456424378834577,0.7479306726019123,0.7479306726019123,0.004821438264017097,0.0015641432383106228,-0.10078566460021054,0.5841360679544404,0.6250781011804377,-0.769058191461772,0.09903909183885841,0.8800038779277634,-0.7255657958158752,0.483396370902482,0.26927135341479524,0.028097026805055453,-0.15409469882477753,0.39733775802059706,0.8686130978625541,0.9455470563931834,-0.4760370689243339,-0.6415919960435963,-0.6268486812698361,0.4684540970898442,0.1852829970256897,0.45977481813473187,0.7458547685935019,0.9018183517494335,0.9552236345847459,0.9035470940026725,-0.30167925605322243,-0.16644667139378017,0.25756685608338553,-0.8424266416112495,0.26846203424259674,0.9509607735454281,-0.6633865886033009,0.9084274436070613,0.31005172852917895,0.8681291720839094,1.0,0.9617467602257862,0.05258921399820468,0.021937219961717744,-0.6985965632246621,0.25643333706487176
KORCPIALLMINMEI,0.8158457423069592,0.817493189941163,0.8137561455507962,0.8175324893880116,0.8175324893880116,-0.004812662022174857,0.014636586223749533,-0.08217913777192455,0.6595964749895672,0.7096414224801592,-0.7388626012570865,0.1834317919365816,0.9411292961364843,-0.6955399984360279,0.4384865636790141,0.4192071637645127,-0.0426200972606796,-0.22300163437375656,0.39840107447002415,0.821190651143854,0.9868624441861303,-0.4374005904157906,-0.6005370868164788,-0.6578228772910063,0.3645067995307983,0.20867058267987382,0.37486202136524277,0.7632526307842047,0.9549614675304076,0.9986860202901657,0.9671649130866556,-0.31270024147431236,-0.08930261609184126,0.38946136540348253,-0.8369353343946152,0.21488458523731702,0.9603767545259925,-0.7671758996574645,0.9706386453017246,0.26114475090530825,0.7979128323712471,0.9617467602257862,1.0,0.1543409826397682,0.09896180509157115,-0.7866802919488277,0.38853703508995824
LRUNTTTTKRM156S,0.369734084022435,0.3774015257464564,0.3749343801489977,0.3791602942093082,0.3791602942093082,0.12663084853260742,0.04403952137029382,-0.09768537147234596,0.10265549852959761,0.26230087960718584,-0.14085637998045622,0.3698174099405553,0.2714232954389174,0.004546476786643042,-0.0989536682723914,0.5971517181224196,-0.16952301369452938,-0.21461500094342786,-0.02131861847557379,-0.2229229057616338,0.15635140686917734,0.21935270118779612,0.23050190852872407,-0.03844267498494127,0.0584737298810055,0.15426229964767685,-0.36351712908085276,0.12699740999115408,0.1951734516024822,0.17154683049042352,0.23211183824834494,-0.21525424497833842,0.24602042224069728,0.21739601533613528,0.16757014240482757,-0.15603953946317317,0.027198190029367738,-0.536693368535504,0.28768363501116206,0.40095377896884393,-0.21278317145495756,0.05258921399820468,0.1543409826397682,1.0,0.679250157032942,-0.509723661431385,0.21681077055832693
한국실업률,0.21746563046451947,0.2255034411356107,0.22672585974209358,0.22978233792252448,0.22978233792252448,0.08916886085178109,0.10772040579773128,-0.06144733608273434,-0.13296988626834036,0.01800123311437393,-0.0812647499035692,0.18092309281281393,0.15784457382131148,0.005206869112781057,-0.07542778442514325,0.3625937054981912,-0.03183963258766003,-0.1335662515638395,-0.020331695547142124,-0.14844401524315362,0.08723311117030735,0.1349415860054229,0.14449044190207,-0.02962973286463403,0.050844937183396006,0.07401789804119065,-0.2308174104297572,0.0732118732885463,0.11765131942078631,0.10767085160753205,0.13806690706655772,-0.13716568970919954,0.13747483261102936,0.13074675244522654,0.09291961690706822,-0.07208520101642839,0.040583059904076214,-0.32896631500741014,0.17251087628361228,0.2532155744551954,-0.1346212597658987,0.021937219961717744,0.09896180509157115,0.679250157032942,1.0,-0.31088904540236234,0.13091747679776766
IR3TCD01KRM156N,-0.7071407463478484,-0.7111463749383783,-0.7174627302609904,-0.7173733401293527,-0.7173733401293527,0.07948025672341962,-0.04490976291223532,0.1808151771146266,-0.661280312776722,-0.7663780092315436,0.6886948227291341,-0.22073885140313312,-0.7596665416562499,0.6043937219982494,-0.11394663670470867,-0.6273093212872571,0.0350750844634009,0.3788664368548352,-0.14664269050109355,-0.37268376263254605,-0.7384055733090208,0.16388911619417632,0.273263593455843,0.6118924766740709,-0.3776832291706952,-0.2570974697395309,0.08467749108895788,-0.4572358910373549,-0.8419436127945964,-0.7983688544063567,-0.8215545363667791,0.35557157994990995,-0.03681744488708147,-0.47873206795033335,0.521440903547825,-0.14437740172914854,-0.6649299362543561,0.9807302811017876,-0.8177630434138271,-0.43114513619239275,-0.34637546349340675,-0.6985965632246621,-0.7866802919488277,-0.509723661431385,-0.31088904540236234,1.0,-0.4772551351237706
환율평균,0.07327497176226185,0.08205700955838661,0.059653648937704806,0.07265098755620261,0.07265098755620261,0.134711172644404,0.20345418897476067,0.16476417172244004,0.33978041262551595,0.2744531407733757,0.10815597843371186,-0.32039330202486926,0.2511791911567232,-0.5646792415446243,-0.510541824134251,0.21730541078237506,0.4515894440642613,-0.8181424752180086,-0.497340843254619,0.1715312380673331,0.32076021730289145,-0.576570000684253,-0.5403394986849988,-0.7136065013124143,-0.4131700732638466,-0.4962492723809093,-0.4994446286588031,0.4623992950984898,0.3506128218812755,0.37327285530679677,0.30200455027107825,0.4628828285891158,-0.37870955430865594,0.9999113000605134,-0.4512977662070226,0.49654488206677366,0.2369880953212737,-0.5868482141141532,0.3644852470527968,-0.2908118506730038,0.09042220135038735,0.25643333706487176,0.38853703508995824,0.21681077055832693,0.13091747679776766,-0.4772551351237706,1.0
