DATE,Open,High,Low,Close,Adj Close,Volume,HM4UP,LM4D
1976-12-01,91.830002,97.879997,91.830002,97.879997,97.879997,0,1,0
1977-01-01,97.690002,97.690002,95.540001,95.540001,95.540001,0,0,0
1977-02-01,96.300003,96.739998,94.57,94.57,94.57,0,0,0
1977-03-01,95.139999,96.580002,94.129997,94.129997,94.129997,0,0,0
1977-04-01,94.540001,96.360001,93.660004,95.480003,95.480003,0,0,0
1977-05-01,95.830002,98.470001,95.589996,95.589996,95.589996,0,0,0
1977-06-01,95.860001,99.730003,95.800003,99.730003,99.730003,0,1,0
1977-07-01,99.900002,103.110001,99.900002,100.650002,100.650002,0,0,0
1977-08-01,100.760002,101.050003,99.889999,100.099998,100.099998,0,0,0
1977-09-01,100.400002,101.279999,99.470001,100.849998,100.849998,0,0,0
1977-10-01,101.160004,101.690002,96.830002,97.519997,97.519997,0,0,1
1977-11-01,96.739998,104.330002,96.489998,103.150002,103.150002,0,1,0
1977-12-01,103.68,105.050003,102.5,105.050003,105.050003,0,0,0
1978-01-01,104,104,99.089996,100.839996,100.839996,0,0,1
1978-02-01,101.540001,103.580002,101.470001,101.470001,101.470001,0,0,0
1978-03-01,101.470001,106.199997,101.470001,106.199997,106.199997,0,1,0
1978-04-01,105.889999,115.18,105.889999,115.18,115.18,0,1,0
1978-05-01,115.959999,121.93,115.959999,120.239998,120.239998,0,1,0
1978-06-01,120.339996,124.510002,119.18,120.300003,120.300003,0,0,0
1978-07-01,120.150002,126.32,118.82,126.32,126.32,0,1,0
1978-08-01,126.809998,135.839996,126.809998,135.009995,135.009995,0,1,0
1978-09-01,135.350006,139.25,132.009995,132.889999,132.889999,0,0,0
1978-10-01,133.300003,135.580002,111.120003,111.120003,111.120003,0,0,1
1978-11-01,114.650002,116.169998,110.879997,114.690002,114.690002,0,0,0
1978-12-01,116.190002,119.150002,114.330002,117.980003,117.980003,0,0,0
1979-01-01,117.839996,127.040001,117.839996,125.82,125.82,0,1,0
1979-02-01,125.760002,125.830002,122.559998,122.559998,122.559998,0,0,0
1979-03-01,123.330002,131.759995,123.330002,131.759995,131.759995,0,1,0
1979-04-01,131.360001,134.779999,131.360001,133.820007,133.820007,0,0,0
1979-05-01,133.789993,134.199997,128.990005,131.419998,131.419998,0,0,0
1979-06-01,131.759995,138.130005,131.759995,138.130005,138.130005,0,1,0
1979-07-01,137.029999,141.330002,137.029999,141.330002,141.330002,0,0,0
1979-08-01,141.899994,150.440002,141.899994,150.440002,150.440002,0,1,0
1979-09-01,148.490005,150.649994,146.029999,149.979996,149.979996,0,0,0
1979-10-01,149.589996,152.289993,132.610001,135.529999,135.529999,0,0,1
1979-11-01,136.419998,144.259995,134.139999,144.259995,144.259995,0,1,0
1979-12-01,143.860001,151.139999,143.860001,151.139999,151.139999,0,1,0
1980-01-01,148.169998,161.75,145.970001,161.75,161.75,0,1,0
1980-02-01,162.300003,165.25,157.460007,158.029999,158.029999,0,0,0
1980-03-01,156.869995,156.869995,124.089996,131,131,0,0,1
1980-04-01,133.139999,139.990005,133.080002,139.990005,139.990005,0,1,0
1980-05-01,139.679993,150.699997,139.679993,150.449997,150.449997,0,1,0
1980-06-01,150.169998,159.179993,149.919998,157.779999,157.779999,0,1,0
1980-07-01,158.169998,172.330002,158.169998,171.809998,171.809998,0,1,0
1980-08-01,172.490005,182.389999,171.889999,181.520004,181.520004,0,1,0
1980-09-01,182.339996,195.940002,182.339996,187.759995,187.759995,0,1,0
1980-10-01,189.619995,199.429993,189.619995,192.779999,192.779999,0,1,0
1980-11-01,193.149994,208.149994,193.100006,208.149994,208.149994,0,1,0
1980-12-01,204.910004,206.190002,188.75,202.339996,202.339996,0,0,1
1981-01-01,203.550003,204.169998,195.889999,197.809998,197.809998,0,0,0
1981-02-01,193.089996,198.009995,192.289993,198.009995,198.009995,0,0,0
1981-03-01,199.059998,210.179993,198.160004,210.179993,210.179993,0,1,0
1981-04-01,211.339996,219.880005,211.270004,216.740005,216.740005,0,1,0
1981-05-01,216.679993,223.470001,211.550003,223.470001,223.470001,0,0,0
1981-06-01,223.020004,223.020004,215.75,215.75,215.75,0,0,0
1981-07-01,214.630005,214.630005,206.160004,211.630005,211.630005,0,0,0
1981-08-01,210.399994,212.360001,195.75,195.75,195.75,0,0,1
1981-09-01,195.169998,195.389999,175.029999,180.029999,180.029999,0,0,1
1981-10-01,181.089996,195.240005,181.089996,195.240005,195.240005,0,1,0
